Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
joao cancelo,Barcelona,452,1110,670,71,111,55.0,3916,58,39,55,25,2023-2024,laliga
sergi canos,Valencia,83,230,280,55,38,47.4,839,13,11,30,12,2023-2024,laliga
etienne capoue,Villarreal,240,575,217,24,45,48.9,1248,27,5,32,20,2023-2024,laliga
isaac carcelen,Cádiz,432,647,351,11,22,59.1,1250,29,1,19,19,2023-2024,laliga
dani cardenas,Rayo Vallecano,41,0,0,0,0,,79,0,0,0,0,2023-2024,laliga
marc cardona,Las Palmas,33,161,146,46,34,41.2,388,4,4,24,15,2023-2024,laliga
sergi cardona,Las Palmas,840,1175,586,67,37,45.9,3162,49,6,47,22,2023-2024,laliga
johnny cardoso,Betis,222,512,111,12,20,55.0,904,10,0,16,15,2023-2024,laliga
carmona,Getafe,197,345,216,27,28,32.1,1012,19,6,29,14,2023-2024,laliga
yannick carrasco,Atlético Madrid,29,38,49,6,6,83.3,246,5,2,5,3,2023-2024,laliga
alvaro carreras,Granada,83,124,96,11,14,50.0,583,14,1,15,9,2023-2024,laliga
dani carvajal,Real Madrid,465,726,527,59,22,40.9,1903,37,9,22,18,2023-2024,laliga
william carvalho,Betis,105,495,111,7,13,30.8,860,14,0,6,10,2023-2024,laliga
marc casado,Barcelona,4,6,1,0,0,,14,0,0,0,0,2023-2024,laliga
catena,Osasuna,786,747,55,31,7,42.9,1577,2,0,5,4,2023-2024,laliga
dani ceballos,Real Madrid,99,315,201,15,15,33.3,1097,17,1,9,13,2023-2024,laliga
alex centelles,Almería,208,284,149,8,9,44.4,687,13,3,10,6,2023-2024,laliga
franco cervi,Celta Vigo,94,160,116,14,6,0.0,532,11,1,9,3,2023-2024,laliga
pep chavarria,Rayo Vallecano,257,398,292,14,28,39.3,1338,32,4,25,7,2023-2024,laliga
andreas christensen,Barcelona,549,1077,104,18,6,50.0,2934,18,1,6,9,2023-2024,laliga
chumi,Almería,830,582,58,11,6,83.3,1960,10,0,14,4,2023-2024,laliga
victor chust,Cádiz,647,552,28,13,2,50.0,1732,2,0,7,1,2023-2024,laliga
pathe ciss,Rayo Vallecano,330,672,133,26,21,81.0,1188,9,2,19,18,2023-2024,laliga
silvi clua,Girona,4,6,0,0,0,,8,0,0,2,0,2023-2024,laliga
saul coco,Las Palmas,873,800,30,11,10,30.0,2391,6,0,10,9,2023-2024,laliga
santi comesana,Villarreal,265,593,229,32,32,65.6,1414,25,7,22,19,2023-2024,laliga
copete,Mallorca,314,404,40,10,9,44.4,1081,5,0,11,3,2023-2024,laliga
francis coquelin,Villarreal,126,305,99,10,8,37.5,409,7,0,9,8,2023-2024,laliga
theo corbeanu,Granada,17,41,39,4,8,25.0,144,4,0,3,1,2023-2024,laliga
jesus corona,Sevilla,1,8,8,0,1,100.0,31,1,0,1,0,2023-2024,laliga
angel correa,Atlético Madrid,53,268,405,129,56,50.0,1026,16,26,52,33,2023-2024,laliga
thierry correia,Valencia,597,739,292,24,51,45.1,2048,27,13,21,8,2023-2024,laliga
jaume costa,Mallorca,285,402,306,21,20,40.0,1221,22,3,14,5,2023-2024,laliga
samu costa,Mallorca,382,808,243,33,23,52.2,987,21,4,43,22,2023-2024,laliga
thibaut courtois,Real Madrid,135,0,0,0,0,,296,0,0,0,0,2023-2024,laliga
yan couto,Girona,375,633,651,79,117,41.0,4769,86,41,39,37,2023-2024,laliga
crespo,Rayo Vallecano,80,217,74,6,20,65.0,554,8,0,22,15,2023-2024,laliga
cristian,Valencia,20,0,0,0,0,,32,0,0,0,0,2023-2024,laliga
juan cruz armada,Osasuna,315,567,200,5,12,25.0,1248,16,0,13,6,2023-2024,laliga
juan cruz,Betis,4,8,19,3,7,57.1,107,3,0,2,0,2023-2024,laliga
pau cubarsi,Barcelona,758,826,46,5,4,75.0,2658,7,0,4,3,2023-2024,laliga
ivan cuellar,Mallorca,36,0,0,0,0,,101,0,0,0,0,2023-2024,laliga
jorge cuenca,Villarreal,694,606,123,25,14,57.1,2078,13,2,10,4,2023-2024,laliga
eric curbelo,Las Palmas,51,24,1,0,0,,53,0,0,3,0,2023-2024,laliga
alberto dadie,Real Sociedad,6,6,2,1,1,0.0,8,0,0,4,0,2023-2024,laliga
sergi darder,Mallorca,141,709,409,30,62,54.8,2351,51,4,48,24,2023-2024,laliga
rodrigo de paul,Atlético Madrid,274,1054,460,40,55,50.9,3718,60,11,33,13,2023-2024,laliga
mouctar diakhaby,Valencia,363,294,31,7,5,80.0,866,6,0,9,4,2023-2024,laliga
moussa diakite,Cádiz,1,0,0,0,1,0.0,0,0,0,0,0,2023-2024,laliga
assane diao,Betis,53,190,251,49,55,32.7,935,25,14,60,35,2023-2024,laliga
brahim diaz,Real Madrid,51,400,540,93,109,50.5,2408,61,32,48,42,2023-2024,laliga
victor diaz,Granada,57,35,2,1,1,100.0,85,0,0,2,0,2023-2024,laliga
famara diedhiou,Granada,7,20,41,10,5,80.0,99,3,2,12,2,2023-2024,laliga
stole dimitrievski,Rayo Vallecano,1259,12,0,0,1,100.0,2248,0,0,0,0,2023-2024,laliga
djene,Getafe,510,704,169,12,25,72.0,1637,14,1,24,13,2023-2024,laliga
marko dmitrovic,Sevilla,425,4,0,0,1,100.0,625,0,0,0,0,2023-2024,laliga
jaume domenech,Valencia,37,0,0,0,0,,41,0,0,0,0,2023-2024,laliga
carlos dominguez,Celta Vigo,498,515,63,10,2,100.0,1490,11,1,17,2,2023-2024,laliga
mario dominguez,Valencia,0,2,8,2,0,,2,0,0,2,0,2023-2024,laliga
carlos dotor,Celta Vigo,89,237,93,8,3,100.0,348,6,0,13,9,2023-2024,laliga
anastasios douvikas,Celta Vigo,25,123,145,49,22,40.9,319,6,6,38,20,2023-2024,laliga
artem dovbyk,Girona,36,230,341,185,25,68.0,449,7,16,50,39,2023-2024,laliga
domingos duarte,Getafe,173,264,20,6,3,33.3,728,1,0,5,2,2023-2024,laliga
ruben duarte,Alavés,405,429,197,12,5,60.0,981,15,2,10,4,2023-2024,laliga
hugo duro,Valencia,92,416,418,123,41,31.7,782,20,13,94,38,2023-2024,laliga
aritz elustondo,Real Sociedad,225,282,41,14,3,66.7,661,5,1,3,3,2023-2024,laliga
adri embarba,Almería,195,514,633,65,119,38.7,2406,55,24,79,35,2023-2024,laliga
youssef ennesyri,Sevilla,75,248,248,115,37,29.7,458,10,11,59,17,2023-2024,laliga
gonzalo escalante,Cádiz,221,549,141,19,7,42.9,679,9,0,17,12,2023-2024,laliga
aaron escandell,Las Palmas,87,1,0,0,0,,108,0,0,0,0,2023-2024,laliga
alfonso espino,Rayo Vallecano,607,801,360,27,50,48.0,1887,26,10,42,18,2023-2024,laliga
bernardo espinosa,Girona,8,3,0,0,0,,5,0,0,0,0,2023-2024,laliga
karl etta,Cádiz,0,3,1,0,0,,0,0,0,1,0,2023-2024,laliga
abde ezzalzouli,Barcelona,2,13,39,7,4,50.0,143,3,4,4,2,2023-2024,laliga
abde ezzalzouli,Betis,58,194,271,60,50,42.0,1587,34,35,29,31,2023-2024,laliga
radamel falcao,Rayo Vallecano,13,67,91,23,8,37.5,171,4,5,13,12,2023-2024,laliga
fali,Cádiz,647,615,52,18,5,60.0,2047,8,0,6,2,2023-2024,laliga
ansu fati,Barcelona,1,16,25,5,3,33.3,157,4,2,1,1,2023-2024,laliga
nabil fekir,Betis,48,361,351,54,34,61.8,1113,28,7,43,23,2023-2024,laliga
luiz felipe,Betis,134,73,4,3,0,,145,0,0,1,0,2023-2024,laliga
joao felix,Barcelona,91,351,495,104,89,32.6,1930,53,31,43,32,2023-2024,laliga
kiko femenia,Villarreal,460,604,228,9,11,54.5,2073,27,1,18,5,2023-2024,laliga
aitor fernandez,Osasuna,207,9,1,1,0,,426,0,0,0,0,2023-2024,laliga
alex fernandez,Cádiz,212,405,163,8,7,57.1,783,20,1,9,12,2023-2024,laliga
carlos fernandez,Real Sociedad,16,79,49,14,10,30.0,100,3,0,13,14,2023-2024,laliga
raul fernandez,Granada,115,0,0,0,0,,205,0,0,0,0,2023-2024,laliga
valery fernandez,Girona,60,108,120,23,19,36.8,590,10,7,15,8,2023-2024,laliga
fernando,Almería,167,2,0,0,0,,339,0,0,0,0,2023-2024,laliga
fernando,Sevilla,74,169,49,5,6,66.7,429,8,1,5,3,2023-2024,laliga
andre ferreira,Granada,541,1,0,0,0,,829,0,0,2,1,2023-2024,laliga
rachad fettal,Almería,1,6,2,1,0,,2,0,0,1,0,2023-2024,laliga
pablo fornals,Betis,103,423,295,40,26,42.3,1160,23,13,25,13,2023-2024,laliga
hector fort,Barcelona,72,118,60,3,7,42.9,197,3,0,1,2,2023-2024,laliga
dimitri foulquier,Valencia,423,558,290,18,45,48.9,1668,32,6,34,16,2023-2024,laliga
juan foyth,Villarreal,270,389,175,16,27,74.1,1192,28,3,17,7,2023-2024,laliga
jorge de frutos,Rayo Vallecano,97,258,333,49,49,30.6,1383,29,12,33,15,2023-2024,laliga
daniel fuzato,Getafe,11,0,0,0,0,,19,0,0,0,0,2023-2024,laliga
matteo gabbia,Villarreal,201,159,9,2,0,,555,1,0,4,0,2023-2024,laliga
javi galan,Atlético Madrid,17,19,43,3,4,50.0,146,1,0,5,3,2023-2024,laliga
javi galan,Real Sociedad,185,383,253,13,44,40.9,1593,17,5,16,11,2023-2024,laliga
inigo ruiz de galarreta,Athletic Club,194,883,345,7,33,66.7,1637,29,1,24,29,2023-2024,laliga
aleix garcia,Girona,780,1809,651,18,24,62.5,4604,44,3,26,15,2023-2024,laliga
alvaro garcia,Rayo Vallecano,196,354,567,101,25,40.0,1229,21,22,54,11,2023-2024,laliga
dani garcia,Athletic Club,81,258,64,7,3,100.0,287,6,0,4,2,2023-2024,laliga
david garcia,Osasuna,665,863,64,24,4,75.0,2698,12,0,9,2,2023-2024,laliga
eric garcia,Barcelona,18,33,2,1,0,,114,0,0,0,0,2023-2024,laliga
eric garcia,Girona,972,1378,227,23,9,44.4,4670,34,1,17,9,2023-2024,laliga
fran garcia,Real Madrid,309,464,385,23,18,44.4,1956,30,4,22,8,2023-2024,laliga
gonzalo garcia,Real Madrid,2,4,5,1,1,0.0,20,1,1,0,0,2023-2024,laliga
jastin garcia,Girona,1,6,11,2,2,50.0,48,0,1,3,0,2023-2024,laliga
raul garcia,Athletic Club,28,96,80,22,5,40.0,124,7,2,9,5,2023-2024,laliga
ruben garcia,Osasuna,125,365,466,40,31,58.1,730,26,4,31,23,2023-2024,laliga
santiago garcia,Getafe,1,4,12,0,3,0.0,29,1,0,1,0,2023-2024,laliga
unai garcia,Osasuna,121,124,16,7,1,0.0,183,2,0,3,3,2023-2024,laliga
yarek gasiorowski,Valencia,204,157,55,6,3,33.3,315,7,0,8,1,2023-2024,laliga
federico gattoni,Sevilla,6,5,0,0,0,,12,0,0,0,0,2023-2024,laliga
gavi,Barcelona,108,394,181,18,22,54.5,1170,24,3,19,11,2023-2024,laliga
paulo gazzaniga,Girona,1463,10,0,0,6,100.0,2406,0,0,2,1,2023-2024,laliga
david gil,Cádiz,164,2,0,0,0,,282,0,0,0,0,2023-2024,laliga
maxi gomez,Cádiz,28,159,176,47,11,36.4,269,10,2,33,20,2023-2024,laliga
moi gomez,Osasuna,157,792,411,29,29,58.6,1680,25,3,21,13,2023-2024,laliga
unai gomez,Athletic Club,38,176,160,26,29,41.4,649,17,2,14,22,2023-2024,laliga
edgar gonzalez,Almería,905,706,67,25,11,63.6,1951,7,0,14,5,2023-2024,laliga
fabio gonzalez,Las Palmas,26,88,19,0,1,100.0,91,2,0,0,2,2023-2024,laliga
giovanni gonzalez,Mallorca,497,701,317,23,30,50.0,1444,18,2,16,15,2023-2024,laliga
hugo gonzalez,Valencia,5,23,24,1,2,0.0,85,2,0,5,2,2023-2024,laliga
inaki gonzalez,Las Palmas,3,3,1,0,0,,4,0,0,0,0,2023-2024,laliga
peter gonzalez,Valencia,41,94,141,29,29,44.8,403,8,9,25,7,2023-2024,laliga
urko gonzalez,Real Sociedad,30,65,14,1,2,50.0,149,0,0,2,3,2023-2024,laliga
andoni gorosabel,Alavés,489,683,466,40,49,51.0,1890,37,8,35,29,2023-2024,laliga
pablo gozalbez,Valencia,9,12,21,3,3,0.0,22,1,1,0,0,2023-2024,laliga
mason greenwood,Getafe,76,621,690,124,139,51.8,3899,80,70,63,50,2023-2024,laliga
dominik greif,Mallorca,34,0,0,0,0,,64,0,0,0,0,2023-2024,laliga
antoine griezmann,Atlético Madrid,215,769,681,113,38,57.9,1843,36,7,40,26,2023-2024,laliga
vicente guaita,Celta Vigo,873,1,0,0,0,,1346,0,0,2,0,2023-2024,laliga
andres guardado,Betis,64,222,64,2,7,85.7,432,7,0,9,3,2023-2024,laliga
sergi guardiola,Cádiz,19,143,123,14,14,50.0,272,7,2,12,10,2023-2024,laliga
nemanja gudelj,Sevilla,519,634,95,8,6,66.7,2413,21,0,9,4,2023-2024,laliga
goncalo guedes,Villarreal,32,155,248,42,15,66.7,925,18,10,33,12,2023-2024,laliga
javier guerra,Valencia,291,720,308,22,78,48.7,2199,46,9,50,52,2023-2024,laliga
ander guevara,Alavés,409,1029,320,16,32,59.4,2604,43,3,29,24,2023-2024,laliga
hugo guillamon,Valencia,183,496,114,5,2,100.0,605,5,0,8,8,2023-2024,laliga
marc guiu,Barcelona,0,10,10,4,0,,13,1,1,3,2,2023-2024,laliga
arda guler,Real Madrid,39,114,125,19,22,50.0,609,6,6,7,5,2023-2024,laliga
gerard gumbau,Granada,396,1016,351,13,18,55.6,1609,13,2,18,15,2023-2024,laliga
ilkay gundogan,Barcelona,376,1538,841,77,61,55.7,4365,88,9,38,28,2023-2024,laliga
jon guridi,Alavés,172,584,333,74,38,36.8,1392,25,3,36,28,2023-2024,laliga
gorka guruzeta,Athletic Club,77,456,399,110,33,57.6,688,13,4,62,29,2023-2024,laliga
miguel gutierrez,Girona,630,933,640,61,63,39.7,3076,69,15,57,32,2023-2024,laliga
munir el haddadi,Las Palmas,108,516,430,70,61,34.4,1220,30,8,55,48,2023-2024,laliga
ianis hagi,Alavés,32,162,222,25,27,51.9,576,13,2,13,13,2023-2024,laliga
luiz henrique,Betis,33,135,156,34,47,55.3,897,14,10,13,17,2023-2024,laliga
mario hermoso,Atlético Madrid,811,1154,251,24,20,55.0,3028,32,1,21,11,2023-2024,laliga
javi hernandez,Cádiz,509,669,412,29,32,40.6,2182,44,6,30,13,2023-2024,laliga
aridane hernandez,Rayo Vallecano,586,358,18,10,3,33.3,843,2,0,8,0,2023-2024,laliga
luis hernandez,Cádiz,178,167,69,1,0,,559,3,0,0,0,2023-2024,laliga
jorge herrando,Osasuna,476,399,25,10,2,100.0,870,3,0,4,2,2023-2024,laliga
ander herrera,Athletic Club,171,525,220,13,10,50.0,839,21,0,6,6,2023-2024,laliga
cristian herrera,Las Palmas,16,59,42,4,2,50.0,138,3,0,8,2,2023-2024,laliga
sergio herrera,Osasuna,1250,18,0,0,0,,2365,0,0,2,0,2023-2024,laliga
yangel herrera,Girona,331,793,339,68,31,71.0,1673,32,4,48,50,2023-2024,laliga
juan herzog,Las Palmas,161,93,3,3,1,100.0,144,0,0,1,0,2023-2024,laliga
martin hongla,Granada,113,191,27,1,3,0.0,397,3,0,8,0,2023-2024,laliga
xabier huarte armendariz,Osasuna,0,2,0,0,0,,0,1,0,0,1,2023-2024,laliga
pablo ibanez,Osasuna,85,304,241,45,30,26.7,855,20,4,19,10,2023-2024,laliga
iglesias,Getafe,262,353,223,8,14,42.9,671,11,2,10,6,2023-2024,laliga
borja iglesias,Betis,2,60,82,22,2,50.0,140,5,2,15,4,2023-2024,laliga
imanol,Athletic Club,88,219,94,4,5,80.0,473,11,2,5,3,2023-2024,laliga
isco,Betis,123,951,800,80,138,55.1,3643,85,11,79,67,2023-2024,laliga
diego iturralde,Sevilla,11,6,1,0,1,100.0,52,1,0,0,0,2023-2024,laliga
adnan januzaj,Sevilla,8,56,57,5,11,45.5,156,3,0,10,1,2023-2024,laliga
mikel jauregizar,Athletic Club,20,43,38,0,3,33.3,104,1,0,4,4,2023-2024,laliga
luis javier suarez,Almería,28,151,160,56,23,52.2,685,12,15,30,10,2023-2024,laliga
salim el jebari,Atlético Madrid,1,4,4,0,0,,24,1,0,1,1,2023-2024,laliga
frenkie de jong,Barcelona,359,1139,355,18,24,54.2,4346,52,3,14,17,2023-2024,laliga
joan jordan,Sevilla,47,175,59,3,1,100.0,239,2,0,5,3,2023-2024,laliga
jordi,Getafe,50,155,134,14,20,35.0,336,14,2,12,9,2023-2024,laliga
jeremy jorge,Getafe,0,0,1,1,0,,0,0,0,0,0,2023-2024,laliga
willian jose,Betis,50,333,304,73,12,50.0,445,8,2,32,25,2023-2024,laliga
joselu,Real Madrid,43,236,238,99,14,42.9,353,8,12,29,9,2023-2024,laliga
kamil jozwiak,Granada,42,108,93,14,16,50.0,516,10,2,15,10,2023-2024,laliga
juanmi,Cádiz,27,172,133,23,23,39.1,265,8,5,28,17,2023-2024,laliga
juanpe,Girona,389,251,12,6,2,50.0,1141,2,0,4,1,2023-2024,laliga
vinicius junior,Real Madrid,51,290,733,193,176,36.9,3440,74,88,71,40,2023-2024,laliga
filip jrgensen,Villarreal,1395,2,0,0,1,100.0,2334,0,0,4,1,2023-2024,laliga
sory kaba,Las Palmas,19,139,119,33,22,50.0,211,7,3,48,14,2023-2024,laliga
kaiky,Almería,175,137,6,4,4,75.0,683,0,0,1,0,2023-2024,laliga
jon karrikaburu,Alavés,0,5,3,1,0,,0,0,0,2,0,2023-2024,laliga
ibrahima kebe,Girona,6,6,2,1,1,0.0,1,0,0,0,2,2023-2024,laliga
kike,Alavés,51,199,280,108,33,45.5,472,10,12,56,21,2023-2024,laliga
koke,Atlético Madrid,594,1570,334,12,11,45.5,2872,32,1,21,20,2023-2024,laliga
ibrahima kone,Almería,7,41,37,10,4,25.0,112,1,4,7,1,2023-2024,laliga
rominigue kouame,Cádiz,121,328,58,2,10,70.0,703,7,1,8,1,2023-2024,laliga
jules kounde,Barcelona,903,1701,462,44,38,42.1,5961,67,2,25,12,2023-2024,laliga
toni kroos,Real Madrid,546,1641,492,13,8,62.5,4189,51,1,8,6,2023-2024,laliga
takefusa kubo,Real Sociedad,94,404,683,122,117,47.0,3378,57,63,60,27,2023-2024,laliga
luca de la torre,Celta Vigo,141,465,381,63,32,34.4,2012,40,12,38,28,2023-2024,laliga
yoel lago,Celta Vigo,66,26,1,1,0,,137,0,0,0,0,2023-2024,laliga
erik lamela,Sevilla,34,101,138,26,16,43.8,400,13,4,20,13,2023-2024,laliga
bruno langa,Almería,210,209,88,6,21,61.9,720,10,2,5,3,2023-2024,laliga
cyle larin,Mallorca,51,209,297,111,39,35.9,571,13,17,58,34,2023-2024,laliga
juanmi latasa,Getafe,32,255,295,104,13,46.2,262,10,3,66,21,2023-2024,laliga
toni lato,Mallorca,249,399,305,17,18,55.6,911,23,8,17,7,2023-2024,laliga
lazaro,Almería,19,64,69,14,16,31.3,224,3,2,11,5,2023-2024,laliga
robin le normand,Real Sociedad,899,1057,45,17,1,100.0,4021,16,0,16,6,2023-2024,laliga
jeremias ledesma,Cádiz,1248,17,0,0,2,100.0,3096,0,0,1,0,2023-2024,laliga
florian lejeune,Rayo Vallecano,1317,953,131,36,5,80.0,2951,6,0,13,4,2023-2024,laliga
stefan lekovic,Villarreal,14,2,0,0,0,,1,0,0,0,0,2023-2024,laliga
inigo lekue,Athletic Club,427,779,285,9,44,40.9,1993,30,1,17,9,2023-2024,laliga
thomas lemar,Atlético Madrid,8,58,34,4,2,50.0,217,4,0,3,2,2023-2024,laliga
