Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
philipp kohn,Monaco,0,0,0,0.0,0,0,0,0,0,0,11,2,2024-2025,ligue-1
koka,Le Havre,1,3,0,0.0,0,1,4,3,0,3,6,1,2024-2025,ligue-1
randal kolo muani,Paris S-G,1,1,2,0.0,0,4,0,1,0,1,5,0,2024-2025,ligue-1
geoffrey kondogbia,Marseille,31,26,3,79.4,27,38,22,23,6,17,64,4,2024-2025,ligue-1
abdoul kone,Reims,4,1,0,60.0,3,3,1,2,1,1,5,0,2024-2025,ligue-1
amadou kone,Reims,32,16,1,62.9,22,32,19,18,4,14,38,2,2024-2025,ligue-1
ismael kone,Marseille,3,3,2,75.0,3,4,4,4,1,3,2,1,2024-2025,ligue-1
ismael kone,Rennes,4,4,1,71.4,5,6,4,9,2,7,5,0,2024-2025,ligue-1
emmanuel koum mbondo,Marseille,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
boubakar kouyate,Montpellier,16,6,0,57.9,11,17,12,17,11,6,54,0,2024-2025,ligue-1
goduine koyalipou,Lens,0,3,0,100.0,1,2,1,4,0,4,8,0,2024-2025,ligue-1
sael kumbedi,Lyon,11,13,4,70.0,14,14,8,11,3,8,32,1,2024-2025,ligue-1
daler kuzyaev,Le Havre,7,4,2,22.2,2,8,9,7,4,3,8,0,2024-2025,ligue-1
khvicha kvaratskhelia,Paris S-G,4,12,3,56.5,13,13,2,7,0,7,4,0,2024-2025,ligue-1
remy labeau lascary,Lens,7,6,3,45.5,5,10,1,5,0,5,7,0,2024-2025,ligue-1
gaetan laborde,Nice,9,8,2,40.9,9,13,6,16,4,12,20,0,2024-2025,ligue-1
alexandre lacazette,Lyon,3,7,3,31.3,5,6,8,13,3,10,7,0,2024-2025,ligue-1
younes lachaab,Lille,0,0,1,100.0,1,1,1,0,0,0,0,0,2024-2025,ligue-1
alban lafont,Nantes,1,0,0,100.0,1,1,0,2,0,2,8,1,2024-2025,ligue-1
kenny lala,Brest,36,23,7,66.7,38,42,25,25,9,16,75,2,2024-2025,ligue-1
mohamed lamine bayo,Lille,0,0,1,100.0,1,1,0,0,0,0,4,0,2024-2025,ligue-1
gautier larsonneur,Saint-Étienne,1,0,0,0.0,0,0,0,1,0,1,25,1,2024-2025,ligue-1
julien le cardinal,Brest,16,8,3,68.8,11,15,33,18,14,4,75,0,2024-2025,ligue-1
jeremy le douaron,Brest,0,0,1,0.0,0,0,0,1,0,1,0,0,2024-2025,ligue-1
benjamin lecomte,Montpellier,0,0,0,,0,0,0,0,0,0,18,2,2024-2025,ligue-1
pierre leesmelou,Brest,20,19,9,46.3,25,33,12,19,3,16,23,0,2024-2025,ligue-1
jordan lefort,Angers,42,9,1,68.2,30,30,32,56,37,19,206,3,2024-2025,ligue-1
felix lemarechal,Strasbourg,13,17,5,48.3,14,24,14,35,4,31,19,0,2024-2025,ligue-1
donovan leon,Auxerre,0,0,0,0.0,0,0,0,2,0,2,26,1,2024-2025,ligue-1
esteban lepaul,Angers,2,6,3,25.0,4,6,4,15,2,13,10,0,2024-2025,ligue-1
johann lepenant,Nantes,30,27,11,45.1,32,33,18,35,3,32,25,0,2024-2025,ligue-1
louis leroux,Nantes,10,12,3,72.7,16,18,8,22,2,20,19,1,2024-2025,ligue-1
pol lirola,Marseille,5,8,0,38.5,5,9,4,7,2,5,12,0,2024-2025,ligue-1
gautier lloris,Le Havre,52,16,0,71.7,38,43,34,33,21,12,192,0,2024-2025,ligue-1
bradley locko,Brest,1,1,0,100.0,1,2,1,3,2,1,3,0,2024-2025,ligue-1
elysee logbo,Le Havre,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
anthony lopes,Nantes,1,0,0,100.0,1,0,1,0,0,0,7,1,2024-2025,ligue-1
jordan lotomba,Nice,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,ligue-1
tom louchet,Nice,17,5,5,73.9,17,17,18,12,4,8,20,0,2024-2025,ligue-1
milos lukovic,Strasbourg,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
othmane maamma,Montpellier,2,1,0,25.0,1,1,1,4,0,4,2,1,2024-2025,ligue-1
deiver machado,Lens,14,14,8,56.7,17,26,16,20,4,16,34,2,2024-2025,ligue-1
lanroy machine,Angers,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
yvann macon,Saint-Étienne,9,7,3,47.6,10,11,2,14,4,10,10,1,2024-2025,ligue-1
eros maddy,Auxerre,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
soungoutou magassa,Monaco,14,27,6,54.3,25,25,21,16,3,13,19,1,2024-2025,ligue-1
hugo magnetti,Brest,21,27,4,45.1,23,32,18,20,3,17,37,0,2024-2025,ligue-1
frank magri,Toulouse,1,6,1,37.5,3,2,4,16,2,14,11,0,2024-2025,ligue-1
ainsley maitlandniles,Lyon,30,26,15,63.2,48,44,25,28,4,24,61,6,2024-2025,ligue-1
radosaw majecki,Monaco,0,0,0,0.0,0,0,0,0,0,0,8,1,2024-2025,ligue-1
hamidou makalou,Brest,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
nikola maksimovic,Montpellier,6,3,0,85.7,6,5,6,5,4,1,30,1,2024-2025,ligue-1
aaron malouda,Lille,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
hianga mananga mbock,Brest,0,0,0,,0,0,1,0,0,0,0,0,2024-2025,ligue-1
steve mandanda,Rennes,0,0,0,0.0,0,0,0,0,0,0,6,2,2024-2025,ligue-1
aissa mandi,Lille,12,15,4,72.7,16,17,15,23,11,12,54,0,2024-2025,ligue-1
orel mangala,Lyon,0,0,1,0.0,0,0,0,2,0,2,1,0,2024-2025,ligue-1
sekou mara,Strasbourg,0,5,4,33.3,3,6,3,11,0,11,3,0,2024-2025,ligue-1
marquinhos,Paris S-G,8,16,6,75.8,25,19,11,27,15,12,64,0,2024-2025,ligue-1
ange martial tia,Reims,1,2,1,33.3,2,3,2,3,0,3,4,0,2024-2025,ligue-1
jonas martin,Brest,10,2,1,54.5,6,7,8,4,1,3,12,1,2024-2025,ligue-1
hannoah massengo,Auxerre,5,8,4,66.7,8,11,17,12,4,8,10,2,2024-2025,ligue-1
clinton mata,Lyon,23,14,4,77.8,28,29,46,26,17,9,72,3,2024-2025,ligue-1
eliot matazo,Monaco,0,3,0,,0,2,1,0,0,0,2,0,2024-2025,ligue-1
nemanja matic,Lyon,15,21,6,56.1,23,29,18,21,9,12,31,1,2024-2025,ligue-1
rudy matondo,Auxerre,1,0,0,0.0,0,1,0,0,0,0,2,0,2024-2025,ligue-1
azor matusiwa,Rennes,32,30,2,74.4,32,39,34,29,10,19,52,0,2024-2025,ligue-1
neal maupay,Marseille,1,6,2,50.0,3,4,2,5,0,5,0,0,2024-2025,ligue-1
christian mawissa,Monaco,27,13,2,59.1,26,29,26,25,6,19,48,1,2024-2025,ligue-1
senny mayulu,Paris S-G,8,14,3,57.1,8,16,5,8,3,5,12,0,2024-2025,ligue-1
ethan mbappe,Lille,3,2,1,0.0,0,2,1,6,0,6,0,0,2024-2025,ligue-1
ibrahim mbaye,Paris S-G,1,2,1,37.5,3,2,2,2,0,2,2,0,2024-2025,ligue-1
mark mckenzie,Toulouse,31,20,1,73.3,33,31,22,31,18,13,141,1,2024-2025,ligue-1
facundo medina,Lens,22,18,4,57.1,24,29,32,30,10,20,70,0,2024-2025,ligue-1
henrik meister,Rennes,0,2,0,,0,0,1,4,0,4,0,0,2024-2025,ligue-1
bamo meite,Montpellier,2,1,2,50.0,1,3,4,3,3,0,14,3,2024-2025,ligue-1
bamo meite,Marseille,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,ligue-1
mohamed meite,Rennes,0,2,0,100.0,1,0,0,1,0,1,5,0,2024-2025,ligue-1
farid el melali,Angers,15,6,7,37.1,13,16,16,19,1,18,12,1,2024-2025,ligue-1
nuno mendes,Paris S-G,15,12,3,59.0,23,19,18,25,8,17,37,2,2024-2025,ligue-1
antoine mendy,Nice,16,14,0,65.5,19,21,8,9,5,4,29,1,2024-2025,ligue-1
nampalys mendy,Lens,4,7,4,42.9,6,8,9,8,2,6,8,0,2024-2025,ligue-1
gideon mensah,Auxerre,37,21,10,50.0,33,45,50,27,4,23,83,0,2024-2025,ligue-1
quentin merlin,Marseille,12,5,5,56.3,9,17,14,20,4,16,17,1,2024-2025,ligue-1
rafik messali,Toulouse,6,6,3,87.5,7,8,10,9,1,8,12,0,2024-2025,ligue-1
thomas meunier,Lille,32,15,6,67.3,33,38,34,21,8,13,64,0,2024-2025,ligue-1
lucas michal,Monaco,3,2,0,50.0,2,3,1,2,0,2,2,0,2024-2025,ligue-1
georges mikautadze,Lyon,1,3,3,33.3,3,6,4,11,0,11,6,0,2024-2025,ligue-1
igor miladinovic,Saint-Étienne,0,0,0,,0,0,1,0,0,0,1,0,2024-2025,ligue-1
takumi minamino,Monaco,7,14,12,35.7,15,19,10,26,1,25,20,0,2024-2025,ligue-1
lucas mincarelli,Montpellier,6,9,2,46.2,6,10,9,8,5,3,27,0,2024-2025,ligue-1
terem moffi,Nice,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
mostafa mohamed,Nantes,6,8,4,33.3,4,9,10,10,2,8,27,0,2024-2025,ligue-1
florent mollet,Nantes,1,1,0,100.0,1,2,1,2,0,2,4,0,2024-2025,ligue-1
diego moreira,Strasbourg,17,19,8,48.0,24,28,35,23,4,19,65,0,2024-2025,ligue-1
gabriel moscardo,Reims,2,1,0,33.3,1,1,0,3,1,2,1,0,2024-2025,ligue-1
yael mouanga,Montpellier,9,3,2,77.8,7,8,10,16,8,8,50,0,2024-2025,ligue-1
aimen moueffek,Saint-Étienne,3,11,6,43.5,10,12,5,20,7,13,26,1,2024-2025,ligue-1
youssoufa moukoko,Nice,2,1,0,50.0,1,2,0,2,0,2,0,0,2024-2025,ligue-1
louis mouton,Saint-Étienne,14,25,10,59.5,22,25,10,17,3,14,19,0,2024-2025,ligue-1
ngalayel mukau,Lille,9,22,2,58.6,17,18,15,14,0,14,22,0,2024-2025,ligue-1
marshall munetsi,Reims,22,9,5,57.9,22,18,17,27,3,24,35,0,2024-2025,ligue-1
almoatasem al musrati,Monaco,5,8,1,63.6,7,11,5,3,1,2,9,0,2024-2025,ligue-1
junior mwanga,Le Havre,10,13,3,57.9,11,16,8,10,3,7,18,2,2024-2025,ligue-1
junior mwanga,Strasbourg,9,7,1,55.6,5,9,2,2,0,2,2,0,2024-2025,ligue-1
loic ngatta,Auxerre,0,1,0,50.0,1,1,0,1,0,1,1,0,2024-2025,ligue-1
djylian nguessan,Saint-Étienne,5,1,0,40.0,2,4,0,1,0,1,1,0,2024-2025,ligue-1
mickael nade,Saint-Étienne,40,19,0,77.8,28,43,33,37,19,18,132,8,2024-2025,ligue-1
bilal nadir,Marseille,4,6,0,66.7,4,3,4,6,1,5,7,0,2024-2025,ligue-1
mahamadou nagida,Rennes,4,3,1,80.0,4,6,9,3,0,3,6,0,2024-2025,ligue-1
keito nakamura,Reims,7,10,7,35.5,11,16,13,21,1,20,19,0,2024-2025,ligue-1
sebastian nanasi,Strasbourg,6,12,2,36.4,8,13,7,24,3,21,18,0,2024-2025,ligue-1
yael nandjou,Nice,2,1,1,50.0,4,1,4,4,1,3,7,0,2024-2025,ligue-1
youssouf ndayishimiye,Nice,25,14,1,59.3,16,21,21,35,19,16,117,4,2024-2025,ligue-1
junior ndiaye,Montpellier,2,1,0,25.0,1,2,0,2,1,1,2,0,2024-2025,ligue-1
rassoul ndiaye,Le Havre,19,12,4,44.0,11,25,12,15,4,11,24,0,2024-2025,ligue-1
wilfried ndollo,Montpellier,4,1,1,50.0,4,5,7,9,1,8,11,0,2024-2025,ligue-1
tanguy ndombele,Nice,10,21,4,60.0,12,23,14,9,0,9,9,0,2024-2025,ligue-1
loic nego,Le Havre,37,16,5,64.1,41,35,29,17,3,14,82,0,2024-2025,ligue-1
joao neves,Paris S-G,20,26,17,60.0,27,31,23,29,9,20,22,1,2024-2025,ligue-1
mikayil ngor faye,Rennes,10,3,2,77.8,7,12,12,9,4,5,30,0,2024-2025,ligue-1
steve ngoura,Le Havre,1,1,2,100.0,3,2,0,2,1,1,2,0,2024-2025,ligue-1
bernard nguene,Nice,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
moussa niakhate,Lyon,37,8,2,75.0,24,27,25,26,17,9,143,3,2024-2025,ligue-1
abdoulaye niakhate ndiaye,Brest,36,12,1,67.6,25,33,11,29,17,12,144,3,2024-2025,ligue-1
ibrahima niane,Angers,3,2,2,100.0,3,3,2,6,1,5,6,2,2024-2025,ligue-1
rasmus nicolaisen,Toulouse,4,2,0,60.0,3,3,10,10,5,5,25,0,2024-2025,ligue-1
arnaud nordin,Montpellier,6,16,2,52.4,11,15,5,12,0,12,7,0,2024-2025,ligue-1
plamedi nsingi,Nantes,1,0,0,0.0,0,0,0,0,0,0,0,0,2024-2025,ligue-1
ernest nuamah,Lyon,15,4,2,44.4,12,11,8,9,1,8,8,1,2024-2025,ligue-1
rabby nzingoula,Montpellier,26,31,7,46.6,27,42,29,27,5,22,23,0,2024-2025,ligue-1
mbala nzola,Lens,0,1,4,33.3,3,4,5,9,1,8,7,0,2024-2025,ligue-1
marwann nzuzi,Saint-Étienne,1,0,1,50.0,1,2,2,0,0,0,6,0,2024-2025,ligue-1
hamzat ojediran,Lens,12,13,3,36.8,7,15,10,10,2,8,7,0,2024-2025,ligue-1
joseph okumu,Reims,21,9,0,62.5,15,15,25,33,21,12,137,2,2024-2025,ligue-1
kazeem olaigbe,Rennes,3,3,0,50.0,3,4,0,3,1,2,0,0,2024-2025,ligue-1
ben old,Saint-Étienne,3,3,1,27.3,3,5,2,8,1,7,2,0,2024-2025,ligue-1
warmed omari,Lyon,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,ligue-1
becir omeragic,Montpellier,19,12,1,76.2,16,16,13,32,21,11,78,0,2024-2025,ligue-1
andrew omobamidele,Strasbourg,4,3,0,40.0,2,4,8,12,8,4,41,0,2024-2025,ligue-1
ado onaiwu,Auxerre,2,6,3,28.6,4,7,3,12,0,12,12,0,2024-2025,ligue-1
christopher operi,Le Havre,6,2,5,58.3,7,9,14,20,6,14,30,0,2024-2025,ligue-1
fredrik oppegard,Auxerre,4,1,1,42.9,3,4,2,2,1,1,12,1,2024-2025,ligue-1
victor orakpo,Nice,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
ike orazi,Reims,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
gift orban,Lyon,0,0,0,0.0,0,0,0,0,0,0,0,0,2024-2025,ligue-1
gabriel osho,Auxerre,17,3,3,65.0,13,15,12,32,19,13,87,0,2024-2025,ligue-1
jibril othman,Saint-Étienne,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
guimissongui ouattara,Strasbourg,3,1,2,60.0,3,4,9,10,0,10,12,2,2024-2025,ligue-1
kassoum ouattara,Monaco,5,4,0,28.6,4,7,5,6,0,6,2,1,2024-2025,ligue-1
zinedine ould khaled,Angers,5,3,1,15.4,2,7,2,6,1,5,12,0,2024-2025,ligue-1
beres owusu,Saint-Étienne,1,1,0,100.0,2,2,0,2,2,0,5,0,2024-2025,ligue-1
elisha owusu,Auxerre,29,39,5,64.6,31,41,42,33,9,24,35,1,2024-2025,ligue-1
willian pacho,Paris S-G,34,22,0,71.9,23,32,40,35,22,13,91,1,2024-2025,ligue-1
nicolas pallois,Nantes,44,13,4,58.7,37,27,28,48,18,30,164,3,2024-2025,ligue-1
nicolas pays,Montpellier,3,4,6,50.0,4,6,4,1,0,1,2,0,2024-2025,ligue-1
kevin pedro,Saint-Étienne,2,1,0,100.0,3,0,2,1,0,1,1,0,2024-2025,ligue-1
jordan pefok,Reims,0,3,0,66.7,2,2,2,3,1,2,5,0,2024-2025,ligue-1
theo pellenard,Auxerre,2,1,0,33.3,1,2,0,1,0,1,3,0,2024-2025,ligue-1
timothee pembele,Le Havre,17,9,4,60.9,14,22,11,16,5,11,42,0,2024-2025,ligue-1
faris pemi moumbagna,Marseille,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
oscar perea,Strasbourg,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
mathias pereira lage,Brest,16,13,8,46.2,18,24,20,17,2,15,20,2,2024-2025,ligue-1
lucas perri,Lyon,1,0,0,0.0,0,1,0,1,0,1,22,1,2024-2025,ligue-1
gaetan perrin,Auxerre,22,12,15,43.8,21,26,12,10,0,10,4,1,2024-2025,ligue-1
prosper peter,Angers,0,2,0,,0,1,0,0,0,0,0,0,2024-2025,ligue-1
leo petrot,Saint-Étienne,38,19,5,66.7,34,39,42,50,27,23,103,1,2024-2025,ligue-1
ore petrovic,Strasbourg,1,0,0,,0,1,0,0,0,0,24,1,2024-2025,ligue-1
tom pouilly,Lens,5,1,3,50.0,5,6,4,5,1,4,11,0,2024-2025,ligue-1
adrien rabiot,Marseille,17,21,11,59.4,19,31,21,21,2,19,32,0,2024-2025,ligue-1
goncalo ramos,Paris S-G,5,5,1,50.0,3,6,0,5,1,4,5,0,2024-2025,ligue-1
lilian raolisoa,Angers,24,13,4,44.7,17,24,15,11,2,9,45,0,2024-2025,ligue-1
rayan raveloson,Auxerre,2,4,0,33.3,5,5,5,8,7,1,22,0,2024-2025,ligue-1
guillaume restes,Toulouse,2,0,0,66.7,2,1,1,0,0,0,16,1,2024-2025,ligue-1
alexsandro ribeiro,Lille,18,13,1,66.7,20,19,27,23,13,10,143,3,2024-2025,ligue-1
alejandro rodriguez,Lyon,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
valentin rongier,Marseille,14,31,5,62.8,27,28,33,30,9,21,28,5,2024-2025,ligue-1
pablo rosario,Nice,6,19,5,55.0,11,20,31,19,11,8,43,2,2024-2025,ligue-1
anthony rouault,Rennes,10,2,0,100.0,4,8,8,13,11,2,65,0,2024-2025,ligue-1
jon rowe,Marseille,5,4,6,42.9,6,11,2,4,1,3,4,0,2024-2025,ligue-1
fabian ruiz pena,Paris S-G,13,15,9,44.7,21,24,16,25,3,22,27,1,2024-2025,ligue-1
geronimo rulli,Marseille,4,0,0,50.0,4,3,1,1,0,1,25,3,2024-2025,ligue-1
mathew ryan,Lens,1,0,0,50.0,1,0,1,0,0,0,2,2,2024-2025,ligue-1
emmanuel sabbi,Le Havre,7,4,3,62.5,5,7,3,2,0,2,4,0,2024-2025,ligue-1
falaye sacko,Montpellier,9,4,1,47.4,9,8,13,17,7,10,21,0,2024-2025,ligue-1
matvei safonov,Paris S-G,0,0,0,,0,0,1,1,0,1,3,0,2024-2025,ligue-1
modibo sagnan,Montpellier,38,16,3,59.1,26,35,29,24,13,11,110,5,2024-2025,ligue-1
osame sahraoui,Lille,4,4,5,37.5,3,9,7,14,1,13,8,1,2024-2025,ligue-1
wesley said,Lens,3,10,3,46.2,6,11,2,6,0,6,2,0,2024-2025,ligue-1
theo sainteluce,Montpellier,16,4,4,48.5,16,11,12,16,4,12,33,1,2024-2025,ligue-1
ibrahim salah,Brest,1,1,2,16.7,1,2,2,2,0,2,0,0,2024-2025,ligue-1
amine salama,Reims,0,2,1,0.0,0,2,1,2,1,1,0,0,2024-2025,ligue-1
mohammed salisu,Monaco,16,11,1,81.3,13,18,16,10,8,2,54,2,2024-2025,ligue-1
yoann salmier,Le Havre,9,4,1,76.9,10,7,10,12,8,4,59,0,2024-2025,ligue-1
mama samba balde,Lyon,0,2,0,,0,2,1,0,0,0,1,0,2024-2025,ligue-1
mama samba balde,Brest,4,4,5,21.4,3,9,6,8,0,8,14,0,2024-2025,ligue-1
brice samba,Rennes,2,0,0,50.0,1,1,0,0,0,0,12,3,2024-2025,ligue-1
brice samba,Lens,0,0,0,,0,0,1,0,0,0,6,2,2024-2025,ligue-1
arouna sangante,Le Havre,11,14,0,58.8,10,16,21,11,5,6,65,3,2024-2025,ligue-1
nhoa sangui,Reims,6,6,4,75.0,9,9,8,8,4,4,23,0,2024-2025,ligue-1
morgan sanson,Nice,2,4,0,33.3,1,3,4,3,0,3,2,0,2024-2025,ligue-1
baptiste santamaria,Nice,10,7,3,59.1,13,10,18,14,3,11,19,1,2024-2025,ligue-1
baptiste santamaria,Rennes,7,3,1,54.5,6,4,12,10,4,6,7,0,2024-2025,ligue-1
andrey santos,Strasbourg,47,51,12,58.6,51,74,32,46,14,32,67,1,2024-2025,ligue-1
tiago santos,Lille,4,5,3,66.7,6,7,2,2,0,2,4,0,2024-2025,ligue-1
malang sarr,Lens,12,6,3,59.3,16,13,22,18,9,9,63,3,2024-2025,ligue-1
mamadou sarr,Strasbourg,24,11,2,66.7,16,21,25,26,20,6,117,3,2024-2025,ligue-1
martin satriano,Lens,1,1,1,100.0,3,1,0,0,0,0,2,0,2024-2025,ligue-1
teji savanier,Montpellier,7,16,6,41.9,18,25,15,16,1,15,21,4,2024-2025,ligue-1
niklas schmidt,Toulouse,1,5,0,57.1,4,4,1,0,0,0,4,0,2024-2025,ligue-1
jeremy sebas,Strasbourg,1,1,1,66.7,2,2,0,2,0,2,4,0,2024-2025,ligue-1
alidu seidu,Rennes,14,6,2,80.0,12,18,14,13,6,7,17,0,2024-2025,ligue-1
hiroki sekine,Reims,6,2,1,41.2,7,7,5,22,11,11,51,1,2024-2025,ligue-1
marvin senaya,Strasbourg,5,2,1,50.0,6,3,7,6,2,4,12,0,2024-2025,ligue-1
djibril sidibe,Toulouse,34,22,9,62.0,31,36,20,11,3,8,64,1,2024-2025,ligue-1
vincent sierro,Toulouse,15,23,6,48.2,27,27,16,34,9,25,44,1,2024-2025,ligue-1
caio henrique oliveira silva,Monaco,16,19,2,52.3,23,26,22,26,8,18,59,0,2024-2025,ligue-1
abdallah sima,Brest,2,5,8,36.4,4,11,1,9,1,8,9,0,2024-2025,ligue-1
moses simon,Nantes,4,7,9,31.8,7,14,12,11,0,11,13,0,2024-2025,ligue-1
lassine sinayoko,Auxerre,10,14,9,47.8,11,20,13,16,2,14,38,0,2024-2025,ligue-1
wilfried singo,Monaco,24,10,3,71.4,20,23,43,17,9,8,110,2,2024-2025,ligue-1
ayanda sishuba,Rennes,1,0,0,100.0,1,0,0,0,0,0,0,0,2024-2025,ligue-1
ibrahim sissoko,Saint-Étienne,5,3,3,40.0,2,9,2,10,2,8,13,0,2024-2025,ligue-1
niama sissoko,Reims,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,ligue-1
leo skiri stigard,Rennes,16,4,0,68.2,15,18,15,12,10,2,81,1,2024-2025,ligue-1
milan skriniar,Paris S-G,3,4,0,100.0,3,5,3,7,6,1,16,0,2024-2025,ligue-1
naatan skytta,Toulouse,0,0,1,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
eduard sobol,Strasbourg,0,0,0,0.0,0,0,2,2,1,1,14,0,2024-2025,ligue-1
florian sotoca,Lens,3,8,11,54.5,12,13,14,12,2,10,25,0,2024-2025,ligue-1
issa soumare,Le Havre,8,10,7,26.5,13,14,16,19,4,15,32,0,2024-2025,ligue-1
saidou sow,Strasbourg,6,3,0,50.0,6,5,15,15,9,6,37,2,2024-2025,ligue-1
saidou sow,Nantes,13,4,0,60.0,6,11,13,19,12,7,46,1,2024-2025,ligue-1
lucas stassin,Saint-Étienne,3,5,8,30.0,6,11,3,10,0,10,8,0,2024-2025,ligue-1
enzo sternal,Marseille,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
gabriel suazo,Toulouse,25,22,12,41.7,30,39,36,27,3,24,40,1,2024-2025,ligue-1
abakar sylla,Strasbourg,14,11,2,88.2,15,15,11,18,10,8,63,0,2024-2025,ligue-1
issiaga sylla,Montpellier,17,7,1,51.7,15,10,10,13,4,9,34,1,2024-2025,ligue-1
musa altaamari,Montpellier,4,5,5,53.3,8,10,3,2,0,2,3,2,2024-2025,ligue-1
musa altaamari,Rennes,1,1,2,0.0,0,1,2,5,0,5,2,0,2024-2025,ligue-1
nicolas tagliafico,Lyon,24,22,11,60.4,29,37,36,25,7,18,55,0,2024-2025,ligue-1
axel tape,Paris S-G,1,2,0,100.0,2,1,1,2,2,0,5,0,2024-2025,ligue-1
florian tardieu,Saint-Étienne,6,9,3,35.3,6,14,15,18,5,13,21,0,2024-2025,ligue-1
oussama targhalline,Le Havre,12,3,4,41.7,5,14,19,14,7,7,14,2,2024-2025,ligue-1
enzo tchato,Montpellier,26,18,4,59.1,26,26,22,30,10,20,59,0,2024-2025,ligue-1
arnau tenas,Paris S-G,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
tanner tessmann,Lyon,11,10,4,48.0,12,15,19,13,7,6,29,1,2024-2025,ligue-1
teddy teuma,Reims,6,6,6,28.0,7,10,12,12,2,10,8,1,2024-2025,ligue-1
jordan teze,Monaco,8,9,1,43.8,7,9,6,12,1,11,15,0,2024-2025,ligue-1
sorba thomas,Nantes,7,5,2,55.6,10,6,9,12,2,10,27,1,2024-2025,ligue-1
adrien thomasson,Lens,42,25,23,54.7,52,47,19,48,3,45,28,2,2024-2025,ligue-1
corentin tolisso,Lyon,21,26,10,52.3,34,25,22,52,13,39,41,1,2024-2025,ligue-1
abdoulaye toure,Le Havre,31,21,9,55.9,33,34,34,36,19,17,42,5,2024-2025,ligue-1
birama toure,Montpellier,5,2,1,66.7,4,5,6,3,2,1,7,0,2024-2025,ligue-1
ousmane toure,Lille,0,0,0,,0,0,1,0,0,0,2,0,2024-2025,ligue-1
adrien truffert,Rennes,27,21,13,66.7,32,36,27,44,6,38,56,1,2024-2025,ligue-1
vanderson,Monaco,37,30,9,70.3,45,48,39,43,6,37,65,2,2024-2025,ligue-1
robinio vaz,Marseille,0,0,1,0.0,0,1,0,0,0,0,2,0,2024-2025,ligue-1
jordan veretout,Lyon,14,14,2,42.5,17,14,5,17,3,14,23,1,2024-2025,ligue-1
ben viadere,Auxerre,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,ligue-1
vitinha,Paris S-G,13,27,3,52.1,25,23,14,26,7,19,19,2,2024-2025,ligue-1
ibrahima wadji,Saint-Étienne,3,3,1,42.9,3,6,1,1,0,1,0,0,2024-2025,ligue-1
elye wahi,Marseille,0,0,0,0.0,0,0,1,1,0,1,0,0,2024-2025,ligue-1
caleb wiley,Strasbourg,0,1,0,0.0,0,0,4,3,1,2,5,0,2024-2025,ligue-1
christopher wooh,Rennes,21,13,2,66.7,18,19,23,22,8,14,63,0,2024-2025,ligue-1
etienne youte kinkoue,Le Havre,11,7,1,65.0,13,10,29,36,23,13,158,3,2024-2025,ligue-1
eloge zabi,Reims,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,ligue-1
yoram zague,Paris S-G,3,1,4,75.0,6,6,2,3,0,3,2,0,2024-2025,ligue-1
wilfried zaha,Lyon,1,0,0,50.0,1,1,1,3,0,3,0,0,2024-2025,ligue-1
warren zaireemery,Paris S-G,17,21,13,51.1,23,26,23,35,6,29,20,2,2024-2025,ligue-1
miha zajc,Toulouse,1,2,1,60.0,3,4,3,2,1,1,7,0,2024-2025,ligue-1
denis zakaria,Monaco,15,19,7,72.7,24,26,34,31,8,23,39,1,2024-2025,ligue-1
anass zaroury,Lens,6,12,5,34.6,9,17,6,9,0,9,15,0,2024-2025,ligue-1
nathan zeze,Nantes,22,16,0,69.7,23,22,23,22,9,13,120,1,2024-2025,ligue-1
edon zhegrova,Lille,3,0,2,28.6,2,2,4,8,0,8,1,0,2024-2025,ligue-1
melvin zinga,Angers,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,ligue-1
