Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
darryl bakola,Marseille,3,0,0,1,,2024-2025,ligue-1
dilane bakwa,Strasbourg,29,5,153,92,57.9,2024-2025,ligue-1
leonardo balerdi,Marseille,28,0,2,161,65.0,2024-2025,ligue-1
fode ballotoure,Le Havre,3,0,21,31,44.4,2024-2025,ligue-1
folarin balogun,Monaco,7,8,5,15,16.7,2024-2025,ligue-1
abdoulaye bamba,Angers,10,0,5,47,39.3,2024-2025,ligue-1
mohamed bamba,Reims,0,0,0,0,0.0,2024-2025,ligue-1
valentin barco,Strasbourg,17,0,31,79,50.0,2024-2025,ligue-1
bradley barcola,Paris S-G,30,7,25,67,66.7,2024-2025,ligue-1
melvin bard,Nice,17,2,60,124,54.5,2024-2025,ligue-1
gabriel bares,Montpellier,0,0,1,1,0.0,2024-2025,ligue-1
teo barisic,Lyon,0,0,0,0,,2024-2025,ligue-1
dylan batubinsika,Saint-Étienne,24,0,1,76,72.6,2024-2025,ligue-1
haris belkebla,Angers,18,1,3,90,27.6,2024-2025,ligue-1
yassin belkhdim,Angers,28,2,16,74,25.0,2024-2025,ligue-1
eliesse ben seghir,Monaco,25,2,52,86,37.1,2024-2025,ligue-1
ismael bennacer,Marseille,19,0,28,50,33.3,2024-2025,ligue-1
said benrahma,Lyon,6,6,43,32,,2024-2025,ligue-1
nabil bentaleb,Lille,3,0,6,20,50.0,2024-2025,ligue-1
lucas beraldo,Paris S-G,22,1,3,115,68.2,2024-2025,ligue-1
maxime bernauer,Saint-Étienne,10,0,0,37,61.1,2024-2025,ligue-1
dimitry bertaud,Montpellier,0,0,0,2,,2024-2025,ligue-1
mika biereth,Monaco,19,6,8,23,38.3,2024-2025,ligue-1
emmanuel biumla,Angers,7,0,0,37,57.1,2024-2025,ligue-1
marco bizot,Brest,1,0,0,34,100.0,2024-2025,ligue-1
ludovic blas,Rennes,31,1,124,88,22.9,2024-2025,ligue-1
augustine boakye,Saint-Étienne,19,3,5,27,26.3,2024-2025,ligue-1
matheo bodmer,Le Havre,1,0,0,0,,2024-2025,ligue-1
jeremie boga,Nice,1,5,21,44,42.9,2024-2025,ligue-1
moise bombito,Nice,28,0,2,97,48.0,2024-2025,ligue-1
saimon bouabre,Monaco,1,0,0,2,0.0,2024-2025,ligue-1
ayyoub bouaddi,Lille,18,0,3,62,50.0,2024-2025,ligue-1
badredine bouanani,Nice,13,2,33,44,11.1,2024-2025,ligue-1
benjamin bouchouari,Saint-Étienne,15,0,9,119,26.1,2024-2025,ligue-1
hicham boudaoui,Nice,41,3,17,175,32.0,2024-2025,ligue-1
justin bourgault,Brest,1,0,4,11,33.3,2024-2025,ligue-1
benjamin bourigeaud,Rennes,0,0,6,4,50.0,2024-2025,ligue-1
bilal brahimi,Nice,3,0,5,1,,2024-2025,ligue-1
lilian brassier,Marseille,7,0,5,38,70.8,2024-2025,ligue-1
lilian brassier,Rennes,9,0,9,59,78.9,2024-2025,ligue-1
anthony briancon,Saint-Étienne,0,0,0,0,,2024-2025,ligue-1
aurelio buta,Reims,32,3,32,69,44.4,2024-2025,ligue-1
marcin buka,Nice,0,0,0,62,100.0,2024-2025,ligue-1
remy cabella,Lille,16,2,60,63,27.3,2024-2025,ligue-1
mathieu cafaro,Saint-Étienne,11,3,27,30,42.9,2024-2025,ligue-1
duje caletacar,Lyon,27,2,1,65,76.5,2024-2025,ligue-1
issiaga camara,Nice,0,0,0,4,0.0,2024-2025,ligue-1
lamine camara,Monaco,45,0,118,153,50.0,2024-2025,ligue-1
mahdi camara,Brest,41,3,46,98,35.4,2024-2025,ligue-1
ousmane camara,Angers,1,0,0,6,57.1,2024-2025,ligue-1
axel camblan,Brest,0,0,1,0,0.0,2024-2025,ligue-1
jaydee canvot,Toulouse,18,0,6,50,55.2,2024-2025,ligue-1
pierrick capelle,Angers,12,1,10,28,37.5,2024-2025,ligue-1
gabin capuano,Lens,1,0,0,0,,2024-2025,ligue-1
maxence caqueret,Lyon,4,1,6,24,25.0,2024-2025,ligue-1
simon cara,Montpellier,0,0,0,0,,2024-2025,ligue-1
valentin carboni,Marseille,5,0,2,2,66.7,2024-2025,ligue-1
irvin cardona,Saint-Étienne,12,3,31,26,55.6,2024-2025,ligue-1
patrik carlgren,Nantes,0,0,0,3,0.0,2024-2025,ligue-1
josue casimir,Le Havre,28,8,85,83,28.1,2024-2025,ligue-1
cristian casseres jr,Toulouse,53,1,80,172,58.5,2024-2025,ligue-1
jeancharles castelletto,Nantes,34,0,9,91,65.4,2024-2025,ligue-1
enzo caumont,Angers,1,0,0,2,50.0,2024-2025,ligue-1
fabien centonze,Nantes,2,1,11,8,60.0,2024-2025,ligue-1
brendan chardonnet,Brest,36,0,3,91,60.4,2024-2025,ligue-1
jhoanner chavez,Lens,10,2,30,25,58.3,2024-2025,ligue-1
theo chennahi,Montpellier,3,0,2,11,33.3,2024-2025,ligue-1
sidiki cherif,Angers,4,5,4,10,15.8,2024-2025,ligue-1
rayan cherki,Lyon,16,3,118,83,33.3,2024-2025,ligue-1
lucas chevalier,Lille,0,0,0,70,100.0,2024-2025,ligue-1
pedro chirivella,Nantes,25,0,19,116,41.7,2024-2025,ligue-1
joris chotard,Montpellier,16,1,30,90,59.3,2024-2025,ligue-1
djaoui cisse,Rennes,25,0,3,78,23.5,2024-2025,ligue-1
yoann cisse,Auxerre,0,0,3,1,,2024-2025,ligue-1
jonathan clauss,Nice,26,1,190,114,59.3,2024-2025,ligue-1
marcus coco,Nantes,30,0,28,42,56.7,2024-2025,ligue-1
alois confais,Le Havre,1,1,0,1,,2024-2025,ligue-1
francis coquelin,Nantes,7,0,0,8,100.0,2024-2025,ligue-1
derek cornelius,Marseille,25,0,4,67,71.1,2024-2025,ligue-1
pierre cornud,Saint-Étienne,10,1,14,33,42.9,2024-2025,ligue-1
david costa,Lens,3,0,15,10,0.0,2024-2025,ligue-1
logan costa,Toulouse,0,0,1,4,66.7,2024-2025,ligue-1
gregoire coudert,Brest,0,0,0,3,,2024-2025,ligue-1
lasso coulibaly,Auxerre,0,0,2,1,0.0,2024-2025,ligue-1
mamadou coulibaly,Monaco,1,0,1,0,,2024-2025,ligue-1
soumaila coulibaly,Brest,12,0,0,19,57.1,2024-2025,ligue-1
tanguy coulibaly,Montpellier,45,3,21,70,45.2,2024-2025,ligue-1
marius courcoul,Angers,4,0,4,12,80.0,2024-2025,ligue-1
nicolas cozza,Nantes,14,2,27,62,48.4,2024-2025,ligue-1
charlie cresswell,Toulouse,28,3,4,103,69.0,2024-2025,ligue-1
kevin danois,Auxerre,22,2,14,102,43.8,2024-2025,ligue-1
kevin danso,Lens,27,1,0,59,66.1,2024-2025,ligue-1
dante,Nice,19,0,2,112,66.1,2024-2025,ligue-1
pape daouda diongue,Strasbourg,0,0,1,9,100.0,2024-2025,ligue-1
mohamed daramy,Reims,0,0,0,0,33.3,2024-2025,ligue-1
jonathan david,Lille,25,10,4,66,27.6,2024-2025,ligue-1
zuriko davitashvili,Saint-Étienne,20,5,85,117,23.0,2024-2025,ligue-1
theo de percin,Auxerre,0,0,0,2,,2024-2025,ligue-1
thibault de smet,Reims,1,0,0,6,50.0,2024-2025,ligue-1
amar dedic,Marseille,7,0,5,18,53.8,2024-2025,ligue-1
romain del castillo,Brest,11,0,103,73,40.0,2024-2025,ligue-1
thomas delaine,Strasbourg,1,0,0,0,,2024-2025,ligue-1
andy delort,Montpellier,11,10,11,9,45.0,2024-2025,ligue-1
ousmane dembele,Paris S-G,8,9,80,39,40.0,2024-2025,ligue-1
remy descamps,Lyon,0,0,0,0,,2024-2025,ligue-1
arthur desmas,Le Havre,1,0,0,12,100.0,2024-2025,ligue-1
mamadou diakhon,Reims,5,0,33,38,7.1,2024-2025,ligue-1
bafode diakite,Lille,44,1,4,139,72.6,2024-2025,ligue-1
oumar diakite,Reims,27,11,7,59,29.8,2024-2025,ligue-1
habib diarra,Strasbourg,26,1,54,90,42.9,2024-2025,ligue-1
krepin diatta,Monaco,14,2,15,36,62.5,2024-2025,ligue-1
kandet diawara,Le Havre,0,0,0,0,,2024-2025,ligue-1
mahamadou diawara,Le Havre,15,0,5,40,22.2,2024-2025,ligue-1
mahamadou diawara,Lyon,1,0,0,3,,2024-2025,ligue-1
bamba dieng,Angers,9,4,5,5,27.3,2024-2025,ligue-1
kembo diliwidi,Lens,1,0,1,0,,2024-2025,ligue-1
sinaly diomande,Auxerre,24,0,1,86,56.0,2024-2025,ligue-1
lois diony,Angers,0,0,0,0,100.0,2024-2025,ligue-1
serigne diop,Brest,0,0,0,0,,2024-2025,ligue-1
sofiane diop,Nice,17,3,33,73,27.3,2024-2025,ligue-1
andy diouf,Lens,43,2,30,154,36.7,2024-2025,ligue-1
yehvann diouf,Reims,0,0,0,45,100.0,2024-2025,ligue-1
assane diousse,Auxerre,18,0,1,41,25.0,2024-2025,ligue-1
alex dominguez,Toulouse,0,0,0,0,,2024-2025,ligue-1
gianluigi donnarumma,Paris S-G,0,0,0,40,100.0,2024-2025,ligue-1
sekou doucoure,Nantes,0,0,0,0,,2024-2025,ligue-1
desire doue,Paris S-G,28,1,78,93,44.4,2024-2025,ligue-1
guela doue,Strasbourg,41,0,46,162,61.1,2024-2025,ligue-1
douglas,Nantes,42,0,10,111,39.7,2024-2025,ligue-1
ismael doukoure,Strasbourg,30,0,1,103,61.9,2024-2025,ligue-1
kamory doumbia,Brest,17,1,48,87,31.3,2024-2025,ligue-1
amidou doumbouya,Nice,0,0,2,6,,2024-2025,ligue-1
jeankevin duverne,Nantes,14,0,9,20,75.0,2024-2025,ligue-1
stefan dzodic,Montpellier,4,0,0,10,25.0,2024-2025,ligue-1
aron dnnum,Toulouse,38,0,117,171,41.4,2024-2025,ligue-1
noah edjouma,Toulouse,4,0,6,8,40.0,2024-2025,ligue-1
jacques ekomie,Angers,11,1,23,33,45.8,2024-2025,ligue-1
pierre ekwah elimby,Saint-Étienne,42,0,5,154,69.8,2024-2025,ligue-1
meschak elia,Nantes,7,0,14,14,40.0,2024-2025,ligue-1
breel embolo,Monaco,27,11,6,58,50.0,2024-2025,ligue-1
emanuel emegha,Strasbourg,36,27,0,60,40.0,2024-2025,ligue-1
romain faivre,Brest,6,1,26,42,41.2,2024-2025,ligue-1
khalil fayad,Montpellier,21,1,20,74,60.0,2024-2025,ligue-1
luiz felipe,Marseille,1,0,0,2,50.0,2024-2025,ligue-1
zinedine ferhat,Angers,11,2,68,47,45.9,2024-2025,ligue-1
edimilson fernandes,Brest,7,0,7,69,55.6,2024-2025,ligue-1
matias fernandezpardo,Lille,18,3,30,35,0.0,2024-2025,ligue-1
jordan ferri,Montpellier,35,0,25,132,46.4,2024-2025,ligue-1
karol fila,Strasbourg,0,0,0,1,,2024-2025,ligue-1
malick fofana,Lyon,13,10,70,63,14.3,2024-2025,ligue-1
rayan fofana,Lens,1,0,0,2,0.0,2024-2025,ligue-1
seko fofana,Rennes,9,2,5,42,70.0,2024-2025,ligue-1
yahia fofana,Angers,0,0,0,36,66.7,2024-2025,ligue-1
lamine fomba,Saint-Étienne,13,1,1,13,33.3,2024-2025,ligue-1
przemysaw frankowski,Lens,18,1,78,61,57.1,2024-2025,ligue-1
angelo fulgini,Lens,16,2,44,52,37.5,2024-2025,ligue-1
kyogo furuhashi,Rennes,4,0,0,1,33.3,2024-2025,ligue-1
gauthier gallon,Rennes,0,0,0,0,,2024-2025,ligue-1
ignatius ganago,Nantes,2,2,3,7,36.4,2024-2025,ligue-1
ulisses garcia,Marseille,8,2,35,48,73.9,2024-2025,ligue-1
jeanphilippe gbamin,Nantes,3,0,0,13,70.0,2024-2025,ligue-1
mory gbane,Reims,12,0,2,49,62.5,2024-2025,ligue-1
yann gboho,Toulouse,16,2,26,107,15.6,2024-2025,ligue-1
denis genreau,Toulouse,7,0,9,11,0.0,2024-2025,ligue-1
aleksandr golovin,Monaco,25,1,23,101,40.9,2024-2025,ligue-1
andre gomes,Lille,24,0,11,92,56.3,2024-2025,ligue-1
angel gomes,Lille,4,0,10,20,45.5,2024-2025,ligue-1
carlos gomez,Rennes,11,2,19,16,25.0,2024-2025,ligue-1
mathieu gorgelin,Le Havre,0,0,0,16,77.8,2024-2025,ligue-1
amine gouiri,Marseille,11,5,57,24,16.7,2024-2025,ligue-1
amine gouiri,Rennes,18,4,12,40,34.8,2024-2025,ligue-1
jonathan gradit,Lens,29,0,10,73,59.3,2024-2025,ligue-1
samuel grandsir,Le Havre,2,0,5,9,0.0,2024-2025,ligue-1
mason greenwood,Marseille,24,2,110,88,53.3,2024-2025,ligue-1
albert grnbaek,Rennes,10,0,28,24,26.7,2024-2025,ligue-1
gabriel gudmundsson,Lille,30,5,59,83,60.0,2024-2025,ligue-1
axel gueguin,Montpellier,4,0,1,0,,2024-2025,ligue-1
evann guessand,Nice,45,10,36,98,41.9,2024-2025,ligue-1
bahereba guirassy,Nantes,3,0,7,22,41.2,2024-2025,ligue-1
massadio haidara,Brest,20,0,49,54,67.6,2024-2025,ligue-1
achraf hakimi,Paris S-G,19,8,80,136,42.9,2024-2025,ligue-1
florent hanin,Angers,16,1,107,132,34.9,2024-2025,ligue-1
amine harit,Marseille,6,0,7,24,16.7,2024-2025,ligue-1
hans hateboer,Rennes,20,2,33,62,63.6,2024-2025,ligue-1
kjetil haug,Toulouse,0,0,0,6,,2024-2025,ligue-1
luis henrique,Marseille,8,9,97,116,0.0,2024-2025,ligue-1
lucas hernandez,Paris S-G,9,0,2,45,68.4,2024-2025,ligue-1
kijana hoever,Auxerre,22,0,78,91,55.8,2024-2025,ligue-1
cedric hountondji,Angers,2,0,0,9,62.5,2024-2025,ligue-1
ilyes housni,Le Havre,5,1,5,7,0.0,2024-2025,ligue-1
pierre hjbjerg,Marseille,30,0,19,171,53.8,2024-2025,ligue-1
hafiz ibrahim,Reims,12,3,1,14,25.8,2024-2025,ligue-1
george ilenikhena,Monaco,14,9,0,10,46.7,2024-2025,ligue-1
rares ilie,Nice,0,0,3,2,,2024-2025,ligue-1
ismaily,Lille,13,0,16,46,44.4,2024-2025,ligue-1
yanis issoufou,Montpellier,1,0,3,3,0.0,2024-2025,ligue-1
junya ito,Reims,14,10,234,135,37.8,2024-2025,ligue-1
jeremy jacquet,Rennes,13,0,3,41,65.5,2024-2025,ligue-1
ismail jakobs,Monaco,1,0,14,5,14.3,2024-2025,ligue-1
jordan james,Rennes,26,1,34,54,58.8,2024-2025,ligue-1
malcolm jeng,Reims,1,0,0,3,50.0,2024-2025,ligue-1
john joe,Reims,14,0,5,31,43.5,2024-2025,ligue-1
karljohan johnsson,Strasbourg,1,0,0,2,100.0,2024-2025,ligue-1
paul joly,Auxerre,10,0,55,56,61.9,2024-2025,ligue-1
jota,Rennes,3,3,16,11,50.0,2024-2025,ligue-1
antoine joujou,Le Havre,7,2,37,59,21.7,2024-2025,ligue-1
jubal,Auxerre,27,1,0,90,69.2,2024-2025,ligue-1
hamed junior traore,Auxerre,30,7,42,100,37.5,2024-2025,ligue-1
yaya kader fofana,Reims,16,0,6,33,28.6,2024-2025,ligue-1
tino kadewere,Nantes,6,2,2,34,55.6,2024-2025,ligue-1
arnaud kalimuendo,Rennes,29,12,13,63,27.2,2024-2025,ligue-1
justinnoel kalumba,Angers,0,0,1,2,,2024-2025,ligue-1
warren kamanzi,Toulouse,16,2,16,56,87.5,2024-2025,ligue-1
glen kamara,Rennes,7,0,0,42,25.0,2024-2025,ligue-1
noham kamara,Paris S-G,0,0,0,4,100.0,2024-2025,ligue-1
nordine kandil,Strasbourg,2,0,0,0,50.0,2024-2025,ligue-1
lee kangin,Paris S-G,21,1,94,73,33.3,2024-2025,ligue-1
yassine kechta,Le Havre,42,4,36,113,27.0,2024-2025,ligue-1
thilo kehrer,Monaco,23,1,2,132,61.4,2024-2025,ligue-1
reda khadra,Reims,0,0,3,7,,2024-2025,ligue-1
wahbi khazri,Montpellier,23,7,48,44,27.6,2024-2025,ligue-1
abdukodir khusanov,Lens,13,0,5,50,69.2,2024-2025,ligue-1
presnel kimpembe,Paris S-G,0,0,0,3,,2024-2025,ligue-1
joshua king,Toulouse,35,7,9,60,40.7,2024-2025,ligue-1
cedric kipre,Reims,24,1,12,73,63.1,2024-2025,ligue-1
herve koffi,Lens,0,0,0,3,100.0,2024-2025,ligue-1
philipp kohn,Monaco,0,0,0,37,100.0,2024-2025,ligue-1
koka,Le Havre,14,1,0,24,48.8,2024-2025,ligue-1
randal kolo muani,Paris S-G,7,2,0,8,75.0,2024-2025,ligue-1
geoffrey kondogbia,Marseille,19,1,4,108,64.3,2024-2025,ligue-1
abdoul kone,Reims,3,0,0,7,100.0,2024-2025,ligue-1
amadou kone,Reims,19,0,3,79,50.0,2024-2025,ligue-1
ismael kone,Marseille,4,1,3,14,28.6,2024-2025,ligue-1
ismael kone,Rennes,8,0,2,19,100.0,2024-2025,ligue-1
emmanuel koum mbondo,Marseille,0,0,0,0,,2024-2025,ligue-1
boubakar kouyate,Montpellier,15,4,0,18,59.5,2024-2025,ligue-1
goduine koyalipou,Lens,7,6,2,15,40.0,2024-2025,ligue-1
sael kumbedi,Lyon,17,0,14,32,30.0,2024-2025,ligue-1
daler kuzyaev,Le Havre,8,0,6,27,63.6,2024-2025,ligue-1
khvicha kvaratskhelia,Paris S-G,12,0,33,27,37.5,2024-2025,ligue-1
remy labeau lascary,Lens,23,10,19,21,46.2,2024-2025,ligue-1
gaetan laborde,Nice,29,8,27,49,50.5,2024-2025,ligue-1
alexandre lacazette,Lyon,48,20,17,28,33.3,2024-2025,ligue-1
younes lachaab,Lille,1,0,0,0,0.0,2024-2025,ligue-1
alban lafont,Nantes,0,0,0,11,100.0,2024-2025,ligue-1
kenny lala,Brest,18,1,126,154,38.1,2024-2025,ligue-1
mohamed lamine bayo,Lille,6,0,0,5,50.0,2024-2025,ligue-1
gautier larsonneur,Saint-Étienne,0,0,0,41,63.6,2024-2025,ligue-1
julien le cardinal,Brest,12,0,6,48,61.7,2024-2025,ligue-1
jeremy le douaron,Brest,2,2,0,2,60.0,2024-2025,ligue-1
benjamin lecomte,Montpellier,0,0,0,35,100.0,2024-2025,ligue-1
pierre leesmelou,Brest,32,0,22,125,36.4,2024-2025,ligue-1
jordan lefort,Angers,14,1,12,110,58.8,2024-2025,ligue-1
felix lemarechal,Strasbourg,30,3,26,62,35.9,2024-2025,ligue-1
donovan leon,Auxerre,1,0,0,33,87.5,2024-2025,ligue-1
esteban lepaul,Angers,16,16,15,45,42.7,2024-2025,ligue-1
johann lepenant,Nantes,51,1,16,89,52.6,2024-2025,ligue-1
louis leroux,Nantes,10,0,6,43,44.4,2024-2025,ligue-1
pol lirola,Marseille,9,0,14,29,36.4,2024-2025,ligue-1
gautier lloris,Le Havre,31,2,3,100,65.3,2024-2025,ligue-1
bradley locko,Brest,1,0,1,2,100.0,2024-2025,ligue-1
elysee logbo,Le Havre,0,0,0,1,0.0,2024-2025,ligue-1
anthony lopes,Nantes,1,0,0,11,66.7,2024-2025,ligue-1
jordan lotomba,Nice,2,1,2,2,,2024-2025,ligue-1
tom louchet,Nice,8,0,35,36,78.6,2024-2025,ligue-1
milos lukovic,Strasbourg,0,0,0,0,,2024-2025,ligue-1
othmane maamma,Montpellier,4,2,12,12,20.0,2024-2025,ligue-1
deiver machado,Lens,28,5,51,89,50.0,2024-2025,ligue-1
lanroy machine,Angers,0,0,1,1,0.0,2024-2025,ligue-1
yvann macon,Saint-Étienne,26,1,23,42,20.0,2024-2025,ligue-1
eros maddy,Auxerre,3,0,0,0,,2024-2025,ligue-1
soungoutou magassa,Monaco,28,0,7,90,38.2,2024-2025,ligue-1
hugo magnetti,Brest,29,0,18,111,50.0,2024-2025,ligue-1
frank magri,Toulouse,26,4,4,21,32.8,2024-2025,ligue-1
ainsley maitlandniles,Lyon,16,3,48,89,51.7,2024-2025,ligue-1
radosaw majecki,Monaco,0,0,0,19,100.0,2024-2025,ligue-1
hamidou makalou,Brest,0,0,0,3,,2024-2025,ligue-1
nikola maksimovic,Montpellier,3,0,0,14,38.1,2024-2025,ligue-1
aaron malouda,Lille,0,0,0,0,,2024-2025,ligue-1
hianga mananga mbock,Brest,1,0,0,0,100.0,2024-2025,ligue-1
steve mandanda,Rennes,0,0,0,26,100.0,2024-2025,ligue-1
aissa mandi,Lille,7,1,10,67,38.9,2024-2025,ligue-1
orel mangala,Lyon,0,0,1,6,,2024-2025,ligue-1
sekou mara,Strasbourg,18,3,3,21,45.2,2024-2025,ligue-1
marquinhos,Paris S-G,18,1,3,103,65.3,2024-2025,ligue-1
ange martial tia,Reims,3,0,3,12,62.5,2024-2025,ligue-1
jonas martin,Brest,7,0,3,30,40.0,2024-2025,ligue-1
hannoah massengo,Auxerre,17,0,9,57,38.9,2024-2025,ligue-1
clinton mata,Lyon,27,1,38,129,55.3,2024-2025,ligue-1
eliot matazo,Monaco,0,0,0,7,100.0,2024-2025,ligue-1
nemanja matic,Lyon,13,0,9,125,53.6,2024-2025,ligue-1
rudy matondo,Auxerre,4,0,0,2,,2024-2025,ligue-1
azor matusiwa,Rennes,29,0,1,134,60.9,2024-2025,ligue-1
neal maupay,Marseille,10,2,1,21,36.4,2024-2025,ligue-1
christian mawissa,Monaco,19,0,3,70,63.3,2024-2025,ligue-1
senny mayulu,Paris S-G,20,0,9,32,9.1,2024-2025,ligue-1
ethan mbappe,Lille,5,1,14,8,33.3,2024-2025,ligue-1
ibrahim mbaye,Paris S-G,6,1,5,10,33.3,2024-2025,ligue-1
mark mckenzie,Toulouse,30,1,1,128,56.4,2024-2025,ligue-1
facundo medina,Lens,29,0,16,165,55.6,2024-2025,ligue-1
henrik meister,Rennes,3,0,0,7,40.0,2024-2025,ligue-1
bamo meite,Montpellier,8,0,0,8,45.5,2024-2025,ligue-1
bamo meite,Marseille,1,0,0,0,,2024-2025,ligue-1
mohamed meite,Rennes,14,4,2,5,57.7,2024-2025,ligue-1
farid el melali,Angers,21,8,87,100,22.2,2024-2025,ligue-1
nuno mendes,Paris S-G,13,1,60,108,57.7,2024-2025,ligue-1
antoine mendy,Nice,13,0,7,48,56.7,2024-2025,ligue-1
nampalys mendy,Lens,11,0,2,30,50.0,2024-2025,ligue-1
gideon mensah,Auxerre,33,1,76,172,45.7,2024-2025,ligue-1
quentin merlin,Marseille,11,2,95,69,31.8,2024-2025,ligue-1
rafik messali,Toulouse,9,1,16,28,60.0,2024-2025,ligue-1
thomas meunier,Lille,27,3,62,88,63.5,2024-2025,ligue-1
lucas michal,Monaco,5,0,2,4,37.5,2024-2025,ligue-1
georges mikautadze,Lyon,7,3,9,44,27.3,2024-2025,ligue-1
igor miladinovic,Saint-Étienne,0,0,0,4,100.0,2024-2025,ligue-1
takumi minamino,Monaco,31,10,23,88,38.8,2024-2025,ligue-1
lucas mincarelli,Montpellier,5,0,21,25,35.7,2024-2025,ligue-1
terem moffi,Nice,1,1,0,1,75.0,2024-2025,ligue-1
mostafa mohamed,Nantes,32,5,4,50,53.8,2024-2025,ligue-1
florent mollet,Nantes,2,1,13,13,20.0,2024-2025,ligue-1
diego moreira,Strasbourg,26,2,93,139,48.2,2024-2025,ligue-1
gabriel moscardo,Reims,1,0,0,4,75.0,2024-2025,ligue-1
yael mouanga,Montpellier,10,1,2,29,48.3,2024-2025,ligue-1
aimen moueffek,Saint-Étienne,20,3,4,59,34.6,2024-2025,ligue-1
youssoufa moukoko,Nice,1,5,1,14,100.0,2024-2025,ligue-1
louis mouton,Saint-Étienne,24,2,21,63,31.3,2024-2025,ligue-1
ngalayel mukau,Lille,19,0,5,63,50.0,2024-2025,ligue-1
marshall munetsi,Reims,28,2,11,72,46.1,2024-2025,ligue-1
almoatasem al musrati,Monaco,5,0,0,19,77.3,2024-2025,ligue-1
junior mwanga,Le Havre,19,0,21,61,56.3,2024-2025,ligue-1
junior mwanga,Strasbourg,6,0,0,16,100.0,2024-2025,ligue-1
loic ngatta,Auxerre,1,0,1,4,,2024-2025,ligue-1
djylian nguessan,Saint-Étienne,1,0,0,4,36.4,2024-2025,ligue-1
mickael nade,Saint-Étienne,19,0,1,113,75.7,2024-2025,ligue-1
bilal nadir,Marseille,4,0,6,19,66.7,2024-2025,ligue-1
