nombre,club_actual,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
marco asensio,real madrid,8,6,2,42.1,16,10,8,3,5,2022-2023,laliga
iago aspas,celta vigo,0,4,4,13.6,8,4,10,1,9,2022-2023,laliga
pierreemerick aubameyang,barcelona,0,0,0,,0,0,0,0,0,2022-2023,laliga
ludwig augustinsson,mallorca,2,0,0,33.3,2,1,1,0,1,2022-2023,laliga
ezequiel avila,osasuna,2,4,2,26.1,8,5,12,1,11,2022-2023,laliga
iddrisu baba,mallorca,15,16,0,46.9,31,17,18,8,10,2022-2023,laliga
sran babic,almeria,20,8,0,46.9,28,18,34,22,12,2022-2023,laliga
loic bade,sevilla,23,3,1,56.7,27,20,21,13,8,2022-2023,laliga
edgar badia,elche,1,0,0,50.0,1,0,0,0,0,2022-2023,laliga
alex baena,villarreal,9,15,6,33.3,30,17,15,3,12,2022-2023,laliga
alejandro balde,barcelona,22,16,4,58.5,42,30,25,3,22,2022-2023,laliga
mikel balenziaga,athletic club,1,2,1,100.0,4,4,0,0,0,2022-2023,laliga
ivan balliu,rayo vallecano,26,20,6,60.0,52,29,26,3,23,2022-2023,laliga
leo baptistao,almeria,13,16,3,39.4,32,20,17,2,15,2022-2023,laliga
keidi bare,espanyol,7,5,3,53.8,15,8,8,2,6,2022-2023,laliga
kike barja,osasuna,6,5,4,33.3,15,9,7,0,7,2022-2023,laliga
ander barrenetxea,real sociedad,15,6,0,42.9,21,15,15,1,14,2022-2023,laliga
pablo barrios,atletico madrid,3,10,6,53.3,19,10,12,2,10,2022-2023,laliga
rodrigo battaglia,mallorca,7,5,0,42.9,12,5,16,7,9,2022-2023,laliga
bebe,rayo vallecano,0,0,0,0.0,0,0,1,0,1,2022-2023,laliga
hector bellerin,barcelona,0,2,0,66.7,2,0,2,0,2,2022-2023,laliga
fran beltran,celta vigo,15,14,5,25.5,34,22,29,5,24,2022-2023,laliga
iker benito,osasuna,0,3,1,50.0,4,3,0,0,0,2022-2023,laliga
karim benzema,real madrid,2,4,3,18.2,9,5,11,0,11,2022-2023,laliga
yuri berchiche,athletic club,28,20,8,59.3,56,32,37,12,25,2022-2023,laliga
alex berenguer,athletic club,17,25,16,38.3,58,37,37,4,33,2022-2023,laliga
pedro bigas,elche,30,7,0,62.1,37,20,25,14,11,2022-2023,laliga
el bilal toure,almeria,2,1,1,0.0,4,3,6,1,5,2022-2023,laliga
antonio blanco,cadiz,5,1,0,66.7,6,4,5,0,5,2022-2023,laliga
lautaro blanco,elche,10,4,2,34.6,16,9,8,1,7,2022-2023,laliga
theo bongonda,cadiz,11,14,3,42.5,28,20,21,2,19,2022-2023,laliga
yassine bounou,sevilla,2,0,0,25.0,2,1,0,0,0,2022-2023,laliga
lucas boye,elche,12,16,8,48.6,36,16,33,5,28,2022-2023,laliga
martin braithwaite,espanyol,2,4,6,35.7,12,2,10,0,10,2022-2023,laliga
darko brasanac,osasuna,12,10,7,52.2,29,20,14,2,12,2022-2023,laliga
claudio bravo,betis,0,0,0,,0,0,0,0,0,2022-2023,laliga
ante budimir,osasuna,0,12,7,20.0,19,9,10,0,10,2022-2023,laliga
manu bueno,sevilla,3,3,1,62.5,7,4,0,0,0,2022-2023,laliga
santiago bueno,girona,43,19,1,66.7,63,38,34,22,12,2022-2023,laliga
sergio busquets,barcelona,24,26,8,56.9,58,26,32,6,26,2022-2023,laliga
leandro cabrera,espanyol,34,12,0,65.1,46,24,37,23,14,2022-2023,laliga
cala,cadiz,1,1,0,50.0,2,1,2,1,1,2022-2023,laliga
fernando calero,espanyol,27,15,4,61.8,46,29,31,13,18,2022-2023,laliga
alexander callens,girona,2,1,0,75.0,3,3,3,1,2,2022-2023,laliga
eduardo camavinga,real madrid,32,21,15,37.5,68,48,24,5,19,2022-2023,laliga
sergio camello,rayo vallecano,3,9,4,29.4,16,10,9,1,8,2022-2023,laliga
sergio canales,betis,10,8,7,42.4,25,14,18,0,18,2022-2023,laliga
ander capa,athletic club,1,0,0,20.0,1,1,5,0,5,2022-2023,laliga
etienne capoue,villarreal,6,13,2,55.6,21,12,12,5,7,2022-2023,laliga
isaac carcelen,cadiz,41,22,6,65.1,69,51,35,11,24,2022-2023,laliga
juan carlos,girona,0,0,0,,0,0,0,0,0,2022-2023,laliga
jose carlos lazo,almeria,0,0,0,,0,0,0,0,0,2022-2023,laliga
jose carlos lazo,espanyol,2,2,1,100.0,5,3,2,0,2,2022-2023,laliga
carmona,elche,7,6,3,37.5,16,9,14,2,12,2022-2023,laliga
carmona,sevilla,5,3,5,56.3,13,11,10,6,4,2022-2023,laliga
yannick carrasco,atletico madrid,21,10,4,42.6,35,14,23,1,22,2022-2023,laliga
dani carvajal,real madrid,15,12,5,51.4,32,18,24,6,18,2022-2023,laliga
william carvalho,betis,18,23,2,38.6,43,27,27,6,21,2022-2023,laliga
casemiro,real madrid,0,0,0,,0,0,0,0,0,2022-2023,laliga
valentin castellanos,girona,2,7,3,0.0,12,5,22,2,20,2022-2023,laliga
samu castillejo,valencia,8,9,4,20.0,21,12,21,2,19,2022-2023,laliga
catena,rayo vallecano,23,4,2,48.1,29,14,32,25,7,2022-2023,laliga
edinson cavani,valencia,3,3,1,20.0,7,4,10,3,7,2022-2023,laliga
dani ceballos,real madrid,13,15,15,39.1,43,29,23,2,21,2022-2023,laliga
alex centelles,almeria,16,3,3,72.7,22,14,13,2,11,2022-2023,laliga
franco cervi,celta vigo,29,36,11,50.0,76,46,33,1,32,2022-2023,laliga
pep chavarria,rayo vallecano,2,1,3,20.0,6,4,8,0,8,2022-2023,laliga
pape cheikh diop,elche,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
andreas christensen,barcelona,9,11,0,62.5,20,15,14,12,2,2022-2023,laliga
samuel chukwueze,villarreal,7,2,5,30.4,14,7,13,0,13,2022-2023,laliga
chumi,almeria,18,9,2,60.9,29,16,20,7,13,2022-2023,laliga
victor chust,cadiz,7,2,0,57.1,9,6,8,3,5,2022-2023,laliga
pathe ciss,rayo vallecano,11,23,5,44.1,39,29,23,10,13,2022-2023,laliga
carlos clerc,elche,55,16,4,62.0,75,51,29,7,22,2022-2023,laliga
alex collado,elche,13,11,2,61.5,26,14,12,1,11,2022-2023,laliga
diego collado,villarreal,0,0,0,,0,0,0,0,0,2022-2023,laliga
eray comert,valencia,24,10,1,51.5,35,23,23,8,15,2022-2023,laliga
santi comesana,rayo vallecano,24,41,6,46.3,71,44,39,3,36,2022-2023,laliga
copete,mallorca,35,16,2,72.2,53,28,38,17,21,2022-2023,laliga
francis coquelin,villarreal,7,9,2,100.0,18,13,8,2,6,2022-2023,laliga
jesus corona,sevilla,1,0,0,0.0,1,0,0,0,0,2022-2023,laliga
angel correa,atletico madrid,6,3,3,31.3,12,6,17,0,17,2022-2023,laliga
thierry correia,valencia,46,22,3,57.4,71,52,25,2,23,2022-2023,laliga
jaume costa,mallorca,26,17,7,56.9,50,34,13,5,8,2022-2023,laliga
samu costa,almeria,35,20,6,47.5,61,31,29,7,22,2022-2023,laliga
thibaut courtois,real madrid,1,0,0,100.0,1,0,0,0,0,2022-2023,laliga
yan couto,girona,11,11,3,60.0,25,18,7,2,5,2022-2023,laliga
juan cruz armada,osasuna,17,4,3,56.5,24,14,21,8,13,2022-2023,laliga
juan cruz,betis,0,1,0,33.3,1,0,1,0,1,2022-2023,laliga
jorge cuenca,villarreal,7,2,0,57.1,9,7,10,8,2,2022-2023,laliga
braian cufre,mallorca,2,1,2,40.0,5,2,2,1,1,2022-2023,laliga
matheus cunha,atletico madrid,1,3,0,0.0,4,1,4,1,3,2022-2023,laliga
curro,almeria,1,1,0,50.0,2,0,0,0,0,2022-2023,laliga
arnaut danjuma,villarreal,1,0,2,50.0,3,3,0,0,0,2022-2023,laliga
sergi darder,espanyol,12,43,14,39.7,69,38,34,2,32,2022-2023,laliga
rodrigo de paul,atletico madrid,11,18,6,51.4,35,21,20,3,17,2022-2023,laliga
alberto del moral,villarreal,0,0,0,,0,0,0,0,0,2022-2023,laliga
thomas delaney,sevilla,0,4,0,60.0,4,2,3,2,1,2022-2023,laliga
fran delgado,betis,0,0,0,,0,0,0,0,0,2022-2023,laliga
ousmane dembele,barcelona,4,8,7,26.7,19,12,10,1,9,2022-2023,laliga
mouctar diakhaby,valencia,19,11,0,65.0,30,16,30,17,13,2022-2023,laliga
mamady diarra,cadiz,2,0,0,50.0,2,1,2,0,2,2022-2023,laliga
youba diarra,cadiz,2,1,0,20.0,3,0,7,1,6,2022-2023,laliga
stole dimitrievski,rayo vallecano,1,0,0,50.0,1,0,2,0,2,2022-2023,laliga
djene,getafe,23,17,1,57.9,41,28,25,10,15,2022-2023,laliga
marko dmitrovic,sevilla,0,0,0,,0,0,0,0,0,2022-2023,laliga
matt doherty,atletico madrid,0,0,0,,0,0,2,0,2,2022-2023,laliga
kasper dolberg,sevilla,0,1,0,33.3,1,0,0,0,0,2022-2023,laliga
carlos dominguez,celta vigo,0,1,0,50.0,1,1,1,1,0,2022-2023,laliga
john donald,elche,9,9,2,50.0,20,11,14,7,7,2022-2023,laliga
domingos duarte,getafe,21,5,0,73.1,26,18,29,23,6,2022-2023,laliga
pablo duran,celta vigo,0,0,0,,0,0,2,1,1,2022-2023,laliga
hugo duro,valencia,2,6,7,41.2,15,12,11,1,10,2022-2023,laliga
inigo eguaras,almeria,4,6,1,27.8,11,8,9,3,6,2022-2023,laliga
aritz elustondo,real sociedad,15,10,1,53.8,26,17,15,6,9,2022-2023,laliga
rodrigo ely,almeria,26,4,0,72.0,30,21,46,33,13,2022-2023,laliga
adri embarba,almeria,21,26,3,47.8,50,27,23,0,23,2022-2023,laliga
adri embarba,espanyol,0,1,0,100.0,1,0,1,0,1,2022-2023,laliga
youssef ennesyri,sevilla,3,7,6,28.6,16,8,6,2,4,2022-2023,laliga
gonzalo escalante,cadiz,15,20,1,51.7,36,24,18,4,14,2022-2023,laliga
sergio escudero,valladolid,21,8,4,42.9,33,19,26,6,20,2022-2023,laliga
alfonso espino,cadiz,55,20,12,50.0,87,56,52,11,41,2022-2023,laliga
bernardo espinosa,girona,2,4,0,33.3,6,2,17,10,7,2022-2023,laliga
edu exposito,espanyol,16,15,3,56.5,34,20,7,0,7,2022-2023,laliga
nicolas ezequiel fernandez,elche,10,7,6,52.9,23,12,7,0,7,2022-2023,laliga
abde ezzalzouli,osasuna,13,12,4,56.5,29,19,20,0,20,2022-2023,laliga
radamel falcao,rayo vallecano,1,3,0,12.5,4,4,5,1,4,2022-2023,laliga
fali,cadiz,19,8,0,62.1,27,19,24,15,9,2022-2023,laliga
mamadou fall,villarreal,0,0,0,,0,0,1,0,1,2022-2023,laliga
ansu fati,barcelona,8,4,4,27.8,16,9,19,0,19,2022-2023,laliga
zouhair feddal,valladolid,1,3,0,75.0,4,2,9,9,0,2022-2023,laliga
nabil fekir,betis,3,3,5,22.2,11,5,6,2,4,2022-2023,laliga
felipe,atletico madrid,1,2,0,50.0,3,2,2,2,0,2022-2023,laliga
luiz felipe,betis,23,11,0,52.9,34,23,43,24,19,2022-2023,laliga
joao felix,atletico madrid,2,3,5,16.7,10,7,1,0,1,2022-2023,laliga
kiko femenia,villarreal,14,3,1,72.2,18,9,15,6,9,2022-2023,laliga
aitor fernandez,osasuna,1,0,0,0.0,1,1,0,0,0,2022-2023,laliga
alex fernandez,cadiz,6,4,3,28.6,13,7,14,1,13,2022-2023,laliga
alvaro fernandez,espanyol,0,0,0,,0,0,0,0,0,2022-2023,laliga
carlos fernandez,real sociedad,1,3,2,6.7,6,4,1,0,1,2022-2023,laliga
federico fernandez,elche,1,0,0,100.0,1,1,0,0,0,2022-2023,laliga
joaquin fernandez,valladolid,20,11,4,63.3,35,28,31,22,9,2022-2023,laliga
valery fernandez,girona,4,6,2,55.6,12,6,8,1,7,2022-2023,laliga
fernando,almeria,0,0,0,0.0,0,0,2,0,2,2022-2023,laliga
fernando,sevilla,14,17,3,60.0,34,23,21,10,11,2022-2023,laliga
fidel,elche,8,5,2,10.5,15,10,9,0,9,2022-2023,laliga
dimitri foulquier,valencia,17,8,6,71.4,31,19,19,3,16,2022-2023,laliga
juan foyth,villarreal,49,22,2,71.9,73,48,32,11,21,2022-2023,laliga
ivan fresneda,valladolid,31,13,4,61.7,48,34,32,8,24,2022-2023,laliga
javi galan,celta vigo,60,40,4,49.0,104,72,54,5,49,2022-2023,laliga
inigo ruiz de galarreta,mallorca,27,23,4,38.5,54,38,26,9,17,2022-2023,laliga
aleix garcia,girona,9,18,10,45.5,37,20,24,8,16,2022-2023,laliga
alvaro garcia,rayo vallecano,21,13,15,33.3,49,28,41,4,37,2022-2023,laliga
borja garcia,girona,7,2,1,22.2,10,4,3,1,2,2022-2023,laliga
carlos garcia,cadiz,0,0,0,,0,0,0,0,0,2022-2023,laliga
dani garcia,athletic club,17,25,4,61.7,46,27,21,6,15,2022-2023,laliga
david garcia,osasuna,22,12,0,86.4,34,20,28,13,15,2022-2023,laliga
eric garcia,barcelona,16,5,3,45.0,24,16,23,10,13,2022-2023,laliga
fran garcia,rayo vallecano,53,23,8,57.3,84,54,49,8,41,2022-2023,laliga
joan garcia,espanyol,0,0,0,,0,0,0,0,0,2022-2023,laliga
raul garcia,athletic club,3,4,5,33.3,12,8,13,1,12,2022-2023,laliga
ruben garcia,osasuna,12,4,4,29.2,20,11,14,1,13,2022-2023,laliga
unai garcia,osasuna,13,8,2,70.6,23,13,23,14,9,2022-2023,laliga
felix garreta,betis,0,1,0,,1,0,1,1,0,2022-2023,laliga
aleix garrido,barcelona,1,0,1,100.0,2,1,1,0,1,2022-2023,laliga
sekou gassama,valladolid,0,0,0,,0,0,0,0,0,2022-2023,laliga
gavi,barcelona,7,30,10,38.2,47,31,32,5,27,2022-2023,laliga
paulo gazzaniga,girona,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
bryan gil,sevilla,11,7,4,43.5,22,11,10,0,10,2022-2023,laliga
david gil,cadiz,0,0,0,,0,0,0,0,0,2022-2023,laliga
oscar gil,espanyol,38,16,9,52.5,63,37,51,18,33,2022-2023,laliga
alvaro gimenez,cadiz,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
dani gomez,espanyol,1,1,0,50.0,2,1,0,0,0,2022-2023,laliga
maxi gomez,valencia,0,0,0,,0,0,0,0,0,2022-2023,laliga
moi gomez,osasuna,9,14,3,46.9,26,17,15,3,12,2022-2023,laliga
papu gomez,sevilla,3,3,0,20.0,6,4,8,1,7,2022-2023,laliga
sergi gomez,espanyol,20,9,0,81.8,29,16,33,19,14,2022-2023,laliga
antonio gomis,atletico madrid,0,0,0,,0,0,0,0,0,2022-2023,laliga
diego gonzalez,elche,9,3,0,63.6,12,7,14,12,2,2022-2023,laliga
edgar gonzalez,betis,18,7,3,51.9,28,19,12,9,3,2022-2023,laliga
giovanni gonzalez,mallorca,11,2,3,40.9,16,8,8,2,6,2022-2023,laliga
nicolas gonzalez,valencia,11,13,3,36.0,27,15,21,7,14,2022-2023,laliga
roberto gonzalez,betis,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
andoni gorosabel,real sociedad,23,9,9,60.5,41,25,21,2,19,2022-2023,laliga
jose gragera,espanyol,11,6,2,54.5,19,9,10,4,6,2022-2023,laliga
ivo grbic,atletico madrid,0,0,0,,0,0,0,0,0,2022-2023,laliga
dominik greif,mallorca,0,0,0,,0,0,0,0,0,2022-2023,laliga
clement grenier,mallorca,6,12,2,50.0,20,8,9,1,8,2022-2023,laliga
antoine griezmann,atletico madrid,15,23,11,30.3,49,34,34,3,31,2022-2023,laliga
andres guardado,betis,17,20,4,41.9,41,25,14,5,9,2022-2023,laliga
sergi guardiola,valladolid,6,5,1,50.0,12,7,6,0,6,2022-2023,laliga
sergi guardiola,cadiz,0,6,3,25.0,9,7,5,0,5,2022-2023,laliga
nemanja gudelj,sevilla,22,18,3,60.6,43,33,39,29,10,2022-2023,laliga
javier guerra,valencia,7,4,5,45.0,16,13,8,1,7,2022-2023,laliga
ander guevara,real sociedad,2,2,1,25.0,5,2,6,1,5,2022-2023,laliga
pape gueye,sevilla,13,21,3,48.5,37,22,21,5,16,2022-2023,laliga
hugo guillamon,valencia,10,8,2,33.3,20,12,14,2,12,2022-2023,laliga
gerard gumbau,elche,17,23,4,35.3,44,25,32,8,24,2022-2023,laliga
gorka guruzeta,athletic club,6,12,6,45.8,24,20,23,2,21,2022-2023,laliga
raul guti,elche,8,9,1,44.4,18,12,10,3,7,2022-2023,laliga
miguel gutierrez,girona,23,13,5,62.2,41,23,23,5,18,2022-2023,laliga
munir el haddadi,getafe,3,7,2,20.0,12,7,23,2,21,2022-2023,laliga
dennis hadzikadunic,mallorca,4,5,0,100.0,9,6,5,4,1,2022-2023,laliga
haissem hassan,villarreal,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
eden hazard,real madrid,0,0,0,0.0,0,0,1,0,1,2022-2023,laliga
luiz henrique,betis,27,15,6,45.5,48,34,22,0,22,2022-2023,laliga
mario hermoso,atletico madrid,14,6,2,30.0,22,15,19,9,10,2022-2023,laliga
javi hernandez,girona,12,7,2,61.9,21,12,10,5,5,2022-2023,laliga
aridane hernandez,osasuna,17,4,0,48.0,21,15,34,21,13,2022-2023,laliga
luis hernandez,cadiz,25,7,1,61.1,33,21,31,24,7,2022-2023,laliga
mario hernandez,rayo vallecano,2,1,0,42.9,3,2,2,0,2,2022-2023,laliga
jorge herrando,osasuna,0,0,0,,0,0,1,0,1,2022-2023,laliga
ander herrera,athletic club,8,7,3,33.3,18,10,12,3,9,2022-2023,laliga
sergio herrera,osasuna,2,0,0,100.0,2,0,1,0,1,2022-2023,laliga
yangel herrera,girona,9,14,3,40.0,26,9,14,1,13,2022-2023,laliga
omar el hilali,espanyol,3,0,0,50.0,3,2,1,0,1,2022-2023,laliga
martin hongla,valladolid,13,5,0,52.4,18,13,15,12,3,2022-2023,laliga
pablo ibanez,osasuna,7,17,5,34.3,29,13,19,2,17,2022-2023,laliga
iglesias,getafe,40,18,3,50.8,61,35,40,5,35,2022-2023,laliga
borja iglesias,betis,3,3,2,15.4,8,4,9,1,8,2022-2023,laliga
asier illarramendi,real sociedad,10,22,4,36.4,36,18,27,8,19,2022-2023,laliga
alexander isak,real sociedad,0,0,1,,1,1,0,0,0,2022-2023,laliga
isco,sevilla,6,5,4,57.1,15,9,3,0,3,2022-2023,laliga
diego iturralde,sevilla,1,0,0,0.0,1,0,0,0,0,2022-2023,laliga
nicolas jackson,villarreal,2,10,2,25.0,14,11,18,2,16,2022-2023,laliga
adnan januzaj,sevilla,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
luis javier suarez,almeria,5,6,6,23.1,17,11,13,3,10,2022-2023,laliga
joaquin,betis,2,1,0,33.3,3,3,7,2,5,2022-2023,laliga
frenkie de jong,barcelona,16,21,9,41.5,46,26,11,1,10,2022-2023,laliga
joan jordan,sevilla,13,17,2,42.1,32,17,14,7,7,2022-2023,laliga
josan,elche,20,5,0,51.9,25,20,8,0,8,2022-2023,laliga
willian jose,betis,6,3,0,44.4,9,6,4,0,4,2022-2023,laliga
joselu,espanyol,3,4,6,23.5,13,11,25,4,21,2022-2023,laliga
juanmi,betis,4,7,3,22.6,14,10,10,0,10,2022-2023,laliga
juanpe,girona,10,9,0,64.7,19,11,12,9,3,2022-2023,laliga
lago junior,mallorca,0,1,0,100.0,1,0,0,0,0,2022-2023,laliga
vinicius junior,real madrid,10,12,8,35.9,30,21,24,1,23,2022-2023,laliga
filip jrgensen,villarreal,0,0,0,0.0,0,0,0,0,0,2022-2023,laliga
tino kadewere,mallorca,3,3,0,44.4,6,3,6,2,4,2022-2023,laliga
kaiky,almeria,5,0,0,42.9,5,5,18,10,8,2022-2023,laliga
lee kangin,mallorca,10,22,10,29.5,42,24,25,2,23,2022-2023,laliga
jon karrikaburu,real sociedad,0,1,0,,1,0,2,0,2,2022-2023,laliga
kenedy,valladolid,3,3,0,50.0,6,2,2,0,2,2022-2023,laliga
franck kessie,barcelona,6,6,3,44.4,15,9,10,2,8,2022-2023,laliga
kike,osasuna,0,4,2,40.0,6,3,6,1,5,2022-2023,laliga
justin kluivert,valencia,7,4,6,50.0,17,14,4,0,4,2022-2023,laliga
koke,atletico madrid,23,25,7,38.9,55,38,35,13,22,2022-2023,laliga
luca koleosho,espanyol,0,0,2,50.0,2,2,1,0,1,2022-2023,laliga
geoffrey kondogbia,atletico madrid,19,20,1,68.0,40,23,9,1,8,2022-2023,laliga
jules kounde,barcelona,18,13,6,67.7,37,23,24,9,15,2022-2023,laliga
toni kroos,real madrid,16,33,2,33.3,51,32,23,4,19,2022-2023,laliga
takefusa kubo,real sociedad,18,16,10,42.1,44,26,29,1,28,2022-2023,laliga
cesar de la hoz,almeria,17,18,2,51.4,37,20,26,6,20,2022-2023,laliga
luca de la torre,celta vigo,11,14,3,37.5,28,19,22,1,21,2022-2023,laliga
erik lamela,sevilla,14,16,16,35.3,46,27,26,2,24,2022-2023,laliga
cyle larin,valladolid,2,4,3,42.9,9,3,6,3,3,2022-2023,laliga
juanmi latasa,getafe,2,0,3,100.0,5,4,3,1,2,2022-2023,laliga
toni lato,valencia,9,12,2,42.9,23,11,10,1,9,2022-2023,laliga
lazaro,almeria,3,0,1,20.0,4,3,16,1,15,2022-2023,laliga
robin le normand,real sociedad,25,9,2,51.9,36,23,22,14,8,2022-2023,laliga
benjamin lecomte,espanyol,0,0,0,,0,0,0,0,0,2022-2023,laliga
jeremias ledesma,cadiz,3,0,0,42.9,3,2,1,0,1,2022-2023,laliga
florian lejeune,rayo vallecano,19,8,1,68.0,28,17,24,16,8,2022-2023,laliga
inigo lekue,athletic club,20,4,0,63.2,24,17,16,2,14,2022-2023,laliga
thomas lemar,atletico madrid,10,13,7,35.7,30,18,12,3,9,2022-2023,laliga
sergio leon,valladolid,0,4,2,50.0,6,4,6,0,6,2022-2023,laliga
robert lewandowski,barcelona,2,5,10,50.0,17,11,20,0,20,2022-2023,laliga
samuel lino,valencia,17,37,12,36.1,66,43,34,0,34,2022-2023,laliga
pol lirola,elche,9,3,1,61.5,13,6,3,2,1,2022-2023,laliga
javier llabres,mallorca,0,0,0,,0,0,0,0,0,2022-2023,laliga
marcos llorente,atletico madrid,16,10,6,56.7,32,15,26,2,24,2022-2023,laliga
giovani lo celso,villarreal,7,15,10,57.1,32,28,14,2,12,2022-2023,laliga
david lopez,girona,17,13,1,70.4,31,18,29,19,10,2022-2023,laliga
diego lopez,rayo vallecano,0,0,0,,0,0,0,0,0,2022-2023,laliga
diego lopez,valencia,1,1,0,13.3,2,2,9,0,9,2022-2023,laliga
unai lopez,rayo vallecano,10,17,5,35.1,32,20,12,1,11,2022-2023,laliga
anthony lozano,cadiz,1,4,1,14.3,6,4,12,1,11,2022-2023,laliga
pol lozano,espanyol,0,0,0,,0,0,1,0,1,2022-2023,laliga
jose luis gaya,valencia,61,16,3,58.1,80,46,28,9,19,2022-2023,laliga
jose luis morales,villarreal,1,2,4,29.4,7,6,12,1,11,2022-2023,laliga
andriy lunin,real madrid,0,0,0,,0,0,0,0,0,2022-2023,laliga
awer mabil,cadiz,0,1,1,33.3,2,0,1,1,0,2022-2023,laliga
darwin machis,valladolid,0,2,1,12.5,3,2,5,0,5,2022-2023,laliga
pablo maffeo,mallorca,54,16,5,57.7,75,46,38,11,27,2022-2023,laliga
lisandro magallan,elche,11,5,3,83.3,19,11,14,5,9,2022-2023,laliga
jon magunazelaia,real sociedad,0,0,1,0.0,1,0,0,0,0,2022-2023,laliga
nemanja maksimovic,getafe,17,18,6,59.4,41,30,36,14,22,2022-2023,laliga
hugo mallo,celta vigo,34,14,5,66.7,53,29,28,7,21,2022-2023,laliga
mickael malsa,valladolid,1,1,0,25.0,2,2,1,1,0,2022-2023,laliga
giorgi mamardashvili,valencia,0,0,0,,0,0,0,0,0,2022-2023,laliga
reinildo mandava,atletico madrid,46,19,1,77.6,66,43,27,12,15,2022-2023,laliga
aissa mandi,villarreal,14,3,1,50.0,18,10,19,14,5,2022-2023,laliga
