Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
iker almena,girona,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
marcos alonso,celta vigo,La-Liga,2024-2025,31,10,0.0,4.0,1.6,0.05,-1.0
adria altimira,leganes,La-Liga,2024-2025,7,2,0.0,0.3,0.3,0.04,-0.3
sergi altimira,betis,La-Liga,2024-2025,21,4,0.0,1.7,1.6,0.08,-1.7
hugo alvarez,celta vigo,La-Liga,2024-2025,25,9,0.16,2.5,2.5,0.1,1.5
julian alvarez,atletico madrid,La-Liga,2024-2025,70,36,0.19,14.1,11.0,0.16,2.9
yeray alvarez,athletic club,La-Liga,2024-2025,9,2,0.11,0.5,0.5,0.05,0.5
selim amallah,valladolid,La-Liga,2024-2025,21,7,0.1,3.5,2.7,0.13,-0.5
amath,valladolid,La-Liga,2024-2025,5,1,0.0,0.4,0.4,0.07,-0.4
marcos andre,valladolid,La-Liga,2024-2025,22,2,0.05,2.7,2.7,0.12,-1.7
leandro antonetti,sevilla,La-Liga,2024-2025,1,1,0.0,0.1,0.1,0.14,-0.1
antoniu,espanyol,La-Liga,2024-2025,10,4,0.0,0.9,0.9,0.09,-0.9
antony,betis,La-Liga,2024-2025,43,17,0.12,2.9,2.9,0.07,2.1
anuar,valladolid,La-Liga,2024-2025,11,5,0.18,1.7,1.7,0.15,0.3
aritz arambarri,leganes,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
mauro arambarri,getafe,La-Liga,2024-2025,53,16,0.13,8.2,5.8,0.11,1.8
jon aramburu,real sociedad,La-Liga,2024-2025,11,3,0.09,0.4,0.4,0.04,0.6
ronald araujo,barcelona,La-Liga,2024-2025,4,2,0.25,1.0,1.0,0.24,0.0
adu ares,athletic club,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
jesus areso,osasuna,La-Liga,2024-2025,8,0,0.0,0.2,0.2,0.03,-0.2
david arguelles,getafe,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
jose arnaiz,osasuna,La-Liga,2024-2025,6,3,0.0,0.3,0.3,0.05,-0.3
sergio arribas,betis,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
takuma asano,mallorca,La-Liga,2024-2025,28,8,0.07,2.7,2.7,0.1,-0.7
raul asencio,real madrid,La-Liga,2024-2025,3,1,0.0,0.1,0.1,0.04,-0.1
iago aspas,celta vigo,La-Liga,2024-2025,46,18,0.11,8.7,4.0,0.09,1.3
yaser asprilla,girona,La-Liga,2024-2025,38,11,0.08,2.1,2.1,0.05,0.9
ezequiel avila,betis,La-Liga,2024-2025,20,10,0.1,1.5,1.5,0.08,0.5
adam aznou,valladolid,La-Liga,2024-2025,4,1,0.0,0.3,0.3,0.07,-0.3
cesar azpilicueta,atletico madrid,La-Liga,2024-2025,5,2,0.2,0.2,0.2,0.05,0.8
papa ba,girona,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
loic bade,sevilla,La-Liga,2024-2025,13,4,0.08,0.6,0.6,0.05,0.4
alex baena,villarreal,La-Liga,2024-2025,69,17,0.1,7.1,6.3,0.09,-0.1
juma bah,valladolid,La-Liga,2024-2025,3,1,0.0,0.3,0.3,0.09,-0.3
eric bailly,villarreal,La-Liga,2024-2025,4,0,0.0,0.3,0.3,0.08,-0.3
stefan bajcetic,las palmas,La-Liga,2024-2025,5,2,0.2,0.3,0.3,0.05,0.7
cedric bakambu,betis,La-Liga,2024-2025,24,11,0.08,3.2,3.2,0.13,-1.2
alejandro balde,barcelona,La-Liga,2024-2025,12,3,0.0,0.5,0.5,0.04,-0.5
ivan balliu,rayo vallecano,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
jonathan bamba,celta vigo,La-Liga,2024-2025,13,6,0.0,0.8,0.8,0.06,-0.8
adrian baquerin,valladolid,La-Liga,2024-2025,3,0,0.0,0.4,0.4,0.13,-0.4
valentin barco,sevilla,La-Liga,2024-2025,7,0,0.0,0.3,0.3,0.04,-0.3
borna barisic,leganes,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
kike barja,osasuna,La-Liga,2024-2025,4,1,0.0,0.2,0.2,0.05,-0.2
enzo barrenechea,valencia,La-Liga,2024-2025,16,3,0.06,1.3,1.3,0.08,-0.3
ander barrenetxea,real sociedad,La-Liga,2024-2025,25,8,0.04,1.6,1.6,0.07,-0.6
pablo barrios,atletico madrid,La-Liga,2024-2025,29,8,0.03,1.3,1.3,0.05,-0.3
thierno barry,villarreal,La-Liga,2024-2025,71,24,0.14,12.5,11.7,0.17,-1.5
marc bartra,betis,La-Liga,2024-2025,18,5,0.11,1.2,1.2,0.07,0.8
aboubacar bassinga,las palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
augusto batalla,rayo vallecano,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
rafael bauza,espanyol,La-Liga,2024-2025,3,0,0.0,0.1,0.1,0.03,-0.1
sheraldo becker,real sociedad,La-Liga,2024-2025,22,13,0.09,2.0,2.0,0.09,0.0
donny van de beek,girona,La-Liga,2024-2025,18,5,0.11,1.5,1.5,0.08,0.5
luken beitia,real sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
ismael bekhoucha,getafe,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
hector bellerin,betis,La-Liga,2024-2025,1,1,0.0,0.2,0.2,0.2,-0.2
jude bellingham,real madrid,La-Liga,2024-2025,60,22,0.13,11.4,9.9,0.17,-2.4
fran beltran,celta vigo,La-Liga,2024-2025,23,4,0.09,1.0,1.0,0.04,1.0
carlos benavidez,alaves,La-Liga,2024-2025,5,2,0.2,0.3,0.3,0.05,0.7
iker benito,osasuna,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
yuri berchiche,athletic club,La-Liga,2024-2025,16,4,0.0,0.6,0.6,0.04,-0.6
alex berenguer,athletic club,La-Liga,2024-2025,51,18,0.12,6.8,6.0,0.12,-0.8
marc bernal,barcelona,La-Liga,2024-2025,2,1,0.0,0.1,0.1,0.03,-0.1
juan bernat,villarreal,La-Liga,2024-2025,2,1,0.0,0.3,0.3,0.14,-0.3
juan bernat,getafe,La-Liga,2024-2025,4,0,0.0,0.1,0.1,0.03,-0.1
juan berrocal,getafe,La-Liga,2024-2025,4,0,0.0,0.4,0.4,0.09,-0.4
antonio blanco,alaves,La-Liga,2024-2025,25,3,0.0,0.8,0.8,0.03,-0.8
daley blind,girona,La-Liga,2024-2025,10,4,0.0,0.5,0.5,0.05,-0.5
adama boiro,athletic club,La-Liga,2024-2025,5,0,0.0,0.3,0.3,0.05,-0.3
enzo boyomo,osasuna,La-Liga,2024-2025,12,3,0.17,1.5,1.5,0.12,0.5
enzo boyomo,valladolid,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
darko brasanac,leganes,La-Liga,2024-2025,12,3,0.08,1.8,1.8,0.15,-0.8
tajon buchanan,villarreal,La-Liga,2024-2025,7,2,0.14,0.9,0.9,0.13,0.1
ante budimir,osasuna,La-Liga,2024-2025,91,29,0.14,18.3,12.3,0.14,2.7
manu bueno,sevilla,La-Liga,2024-2025,4,1,0.25,0.1,0.1,0.03,0.9
endika bujan,athletic club,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pau cabanes,villarreal,La-Liga,2024-2025,4,2,0.25,0.5,0.5,0.12,0.5
pau cabanes,alaves,La-Liga,2024-2025,2,1,0.0,0.0,0.0,0.02,0.0
leandro cabrera,espanyol,La-Liga,2024-2025,19,6,0.21,1.1,1.1,0.06,2.9
fernando calero,espanyol,La-Liga,2024-2025,2,1,0.5,0.3,0.3,0.14,0.7
eduardo camavinga,real madrid,La-Liga,2024-2025,8,2,0.13,0.4,0.4,0.05,0.6
sergio camello,rayo vallecano,La-Liga,2024-2025,32,9,0.09,4.1,4.1,0.13,-1.1
jose campana,las palmas,La-Liga,2024-2025,5,3,0.0,0.1,0.1,0.02,-0.1
peio canales,athletic club,La-Liga,2024-2025,3,0,0.0,0.2,0.2,0.06,-0.2
antonio candela,valladolid,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
sergi canos,valencia,La-Liga,2024-2025,11,3,0.0,0.5,0.5,0.05,-0.5
dani cardenas,rayo vallecano,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
irvin cardona,espanyol,La-Liga,2024-2025,10,3,0.1,1.1,1.1,0.11,-0.1
marc cardona,las palmas,La-Liga,2024-2025,4,0,0.0,0.4,0.4,0.09,-0.4
sergi cardona,villarreal,La-Liga,2024-2025,20,6,0.05,2.4,2.4,0.12,-1.4
johnny cardoso,betis,La-Liga,2024-2025,19,7,0.16,2.0,2.0,0.11,1.0
jose carlos gonzalez,las palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
carmona,sevilla,La-Liga,2024-2025,19,4,0.0,0.5,0.5,0.03,-0.5
sergio carreira,celta vigo,La-Liga,2024-2025,13,3,0.0,0.6,0.6,0.05,-0.6
dani carvajal,real madrid,La-Liga,2024-2025,3,1,0.33,1.3,1.3,0.44,-0.3
william carvalho,betis,La-Liga,2024-2025,4,1,0.0,0.2,0.2,0.06,-0.2
marc casado,barcelona,La-Liga,2024-2025,14,1,0.07,1.1,1.1,0.08,-0.1
catena,osasuna,La-Liga,2024-2025,20,5,0.05,2.2,2.2,0.11,-1.2
maximiliano caufriez,valencia,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
dani ceballos,real madrid,La-Liga,2024-2025,7,2,0.0,0.4,0.4,0.05,-0.4
franco cervi,celta vigo,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
raul chasco,valladolid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pep chavarria,rayo vallecano,La-Liga,2024-2025,11,3,0.0,1.2,1.2,0.11,-1.2
walid cheddira,espanyol,La-Liga,2024-2025,13,4,0.08,1.0,1.0,0.08,0.0
chema,real madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
julian chicco,leganes,La-Liga,2024-2025,3,1,0.0,0.5,0.5,0.16,-0.5
chiquinho,mallorca,La-Liga,2024-2025,4,2,0.0,0.3,0.3,0.08,-0.3
andreas christensen,barcelona,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
jasper cillessen,las palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pathe ciss,rayo vallecano,La-Liga,2024-2025,21,6,0.19,1.8,1.7,0.09,2.2
seydouba cisse,leganes,La-Liga,2024-2025,24,5,0.13,3.0,3.0,0.13,0.0
silvi clua,girona,La-Liga,2024-2025,2,1,0.0,0.0,0.0,0.02,0.0
eray comert,valladolid,La-Liga,2024-2025,9,1,0.0,0.9,0.9,0.1,-0.9
santi comesana,villarreal,La-Liga,2024-2025,39,8,0.1,4.6,4.6,0.12,-0.6
diego conde,villarreal,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
tomas conechny,alaves,La-Liga,2024-2025,22,10,0.05,2.4,2.4,0.11,-1.4
copete,mallorca,La-Liga,2024-2025,6,2,0.0,0.5,0.5,0.08,-0.5
iker cordoba,valencia,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
angel correa,atletico madrid,La-Liga,2024-2025,34,14,0.12,4.5,4.5,0.13,-0.5
thierry correia,valencia,La-Liga,2024-2025,7,3,0.0,0.3,0.3,0.05,-0.3
coba da costa,getafe,La-Liga,2024-2025,23,8,0.04,1.1,1.1,0.05,-0.1
logan costa,villarreal,La-Liga,2024-2025,12,5,0.17,0.7,0.7,0.05,1.3
samu costa,mallorca,La-Liga,2024-2025,30,8,0.0,1.8,1.8,0.06,-1.8
thibaut courtois,real madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
juan cruz armada,osasuna,La-Liga,2024-2025,4,0,0.0,0.1,0.1,0.03,-0.1
juan cruz,leganes,La-Liga,2024-2025,33,14,0.15,2.7,2.7,0.08,2.3
pau cubarsi,barcelona,La-Liga,2024-2025,8,0,0.0,0.8,0.8,0.1,-0.8
cucho,betis,La-Liga,2024-2025,43,11,0.12,3.8,3.8,0.09,1.2
arnaut danjuma,villarreal,La-Liga,2024-2025,6,3,0.33,0.8,0.8,0.14,1.2
arnaut danjuma,girona,La-Liga,2024-2025,30,14,0.07,3.6,3.6,0.12,-1.6
sergi darder,mallorca,La-Liga,2024-2025,36,9,0.06,2.1,2.1,0.06,-0.1
rodrigo de paul,atletico madrid,La-Liga,2024-2025,19,4,0.16,1.3,1.3,0.07,1.7
mouctar diakhaby,valencia,La-Liga,2024-2025,11,4,0.18,1.5,1.5,0.13,0.5
assane diao,betis,La-Liga,2024-2025,7,1,0.14,0.8,0.8,0.11,0.2
moussa diarra,alaves,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
brahim diaz,real madrid,La-Liga,2024-2025,28,15,0.14,5.3,5.3,0.19,-1.3
daniel diaz,real sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pedro diaz,rayo vallecano,La-Liga,2024-2025,31,7,0.1,2.4,1.6,0.05,0.6
diego,leganes,La-Liga,2024-2025,29,9,0.1,3.8,3.8,0.13,-0.8
stole dimitrievski,valencia,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
yan diomande,leganes,La-Liga,2024-2025,11,3,0.18,1.4,1.4,0.13,0.6
alvaro djalo,athletic club,La-Liga,2024-2025,15,3,0.07,0.8,0.8,0.06,0.2
djene,getafe,La-Liga,2024-2025,6,0,0.0,0.3,0.3,0.05,-0.3
marko dmitrovic,leganes,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
marc domenech,mallorca,La-Liga,2024-2025,8,2,0.0,0.7,0.7,0.09,-0.7
carlos dominguez,celta vigo,La-Liga,2024-2025,3,1,0.0,0.2,0.2,0.07,-0.2
israel dominguez,sevilla,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
sergi dominguez,barcelona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
anastasios douvikas,celta vigo,La-Liga,2024-2025,17,9,0.18,4.4,4.4,0.26,-1.4
domingos duarte,getafe,La-Liga,2024-2025,3,1,0.33,0.2,0.2,0.07,0.8
duk,leganes,La-Liga,2024-2025,2,1,0.0,0.0,0.0,0.01,0.0
pablo duran,celta vigo,La-Liga,2024-2025,26,9,0.15,3.6,3.6,0.14,0.4
hugo duro,valencia,La-Liga,2024-2025,48,16,0.21,9.4,8.6,0.18,1.6
chidera ejuke,sevilla,La-Liga,2024-2025,20,8,0.1,1.1,1.1,0.05,0.9
aritz elustondo,real sociedad,La-Liga,2024-2025,4,0,0.0,0.4,0.4,0.11,-0.4
adri embarba,rayo vallecano,La-Liga,2024-2025,37,12,0.03,2.1,2.1,0.06,-1.1
endrick,real madrid,La-Liga,2024-2025,24,6,0.04,2.5,2.5,0.1,-1.5
alfonso espino,rayo vallecano,La-Liga,2024-2025,10,2,0.0,0.4,0.4,0.04,-0.4
dario essugo,las palmas,La-Liga,2024-2025,23,4,0.04,0.7,0.7,0.03,0.3
etienne etoo,rayo vallecano,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
karl etta,villarreal,La-Liga,2024-2025,2,2,0.5,0.4,0.4,0.18,0.6
edu exposito,espanyol,La-Liga,2024-2025,18,6,0.0,1.0,1.0,0.06,-1.0
abde ezzalzouli,betis,La-Liga,2024-2025,61,25,0.03,8.0,7.2,0.12,-6.0
ansu fati,barcelona,La-Liga,2024-2025,12,5,0.0,1.0,1.0,0.08,-1.0
nabil fekir,betis,La-Liga,2024-2025,7,1,0.0,0.7,0.7,0.1,-0.7
kiko femenia,villarreal,La-Liga,2024-2025,3,0,0.0,0.4,0.4,0.12,-0.4
aitor fernandez,osasuna,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
alvaro fernandez,sevilla,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pelayo fernandez,rayo vallecano,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
roberto fernandez,espanyol,La-Liga,2024-2025,21,9,0.29,3.6,3.6,0.17,2.4
valery fernandez,mallorca,La-Liga,2024-2025,3,3,0.67,0.8,0.8,0.28,1.2
andre ferreira,valladolid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
mateo flores,betis,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pablo fornals,betis,La-Liga,2024-2025,23,4,0.09,1.8,1.8,0.08,0.2
hector fort,barcelona,La-Liga,2024-2025,6,0,0.0,0.2,0.2,0.04,-0.2
dimitri foulquier,valencia,La-Liga,2024-2025,13,2,0.0,0.4,0.4,0.03,-0.4
juan foyth,villarreal,La-Liga,2024-2025,17,5,0.06,2.4,2.4,0.14,-1.4
fran,real madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
alejandro frances,girona,La-Liga,2024-2025,6,0,0.0,0.2,0.2,0.03,-0.2
enric franquesa,leganes,La-Liga,2024-2025,3,1,0.33,0.3,0.3,0.1,0.7
jorge de frutos,rayo vallecano,La-Liga,2024-2025,52,18,0.12,6.3,6.3,0.12,-0.3
dario fuentes,sevilla,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
manuel fuster,las palmas,La-Liga,2024-2025,18,7,0.11,0.7,0.7,0.04,1.3
javi galan,atletico madrid,La-Liga,2024-2025,9,0,0.0,0.2,0.2,0.02,-0.2
inigo ruiz de galarreta,athletic club,La-Liga,2024-2025,11,1,0.0,0.5,0.5,0.05,-0.5
conor gallagher,atletico madrid,La-Liga,2024-2025,22,4,0.14,2.8,2.8,0.13,0.2
facundo garces,alaves,La-Liga,2024-2025,5,1,0.0,0.1,0.1,0.02,-0.1
alvaro garcia,rayo vallecano,La-Liga,2024-2025,71,26,0.06,7.6,7.6,0.11,-3.6
eric garcia,barcelona,La-Liga,2024-2025,14,8,0.14,2.3,2.3,0.17,-0.3
fran garcia,real madrid,La-Liga,2024-2025,14,3,0.0,0.9,0.9,0.06,-0.9
gonzalo garcia,real madrid,La-Liga,2024-2025,1,0,0.0,0.5,0.5,0.49,-0.5
joan garcia,espanyol,La-Liga,2024-2025,1,1,0.0,0.1,0.1,0.07,-0.1
pablo garcia,betis,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
ruben garcia,osasuna,La-Liga,2024-2025,27,10,0.19,3.2,3.2,0.12,1.8
unai garcia,osasuna,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
yarek gasiorowski,valencia,La-Liga,2024-2025,3,0,0.0,1.1,1.1,0.38,-1.1
gavi,barcelona,La-Liga,2024-2025,11,1,0.09,0.9,0.9,0.08,0.1
paulo gazzaniga,girona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
bryan gil,girona,La-Liga,2024-2025,32,15,0.09,2.3,2.3,0.07,0.7
dani gomez,valencia,La-Liga,2024-2025,14,6,0.14,2.7,2.7,0.19,-0.7
moi gomez,osasuna,La-Liga,2024-2025,6,1,0.0,0.5,0.5,0.08,-0.5
sergi gomez,espanyol,La-Liga,2024-2025,2,1,0.0,0.3,0.3,0.15,-0.3
sergio gomez,real sociedad,La-Liga,2024-2025,18,10,0.11,1.9,1.9,0.11,0.1
unai gomez,athletic club,La-Liga,2024-2025,19,4,0.05,1.9,1.9,0.1,-0.9
fabio gonzalez,las palmas,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
peter gonzalez,getafe,La-Liga,2024-2025,12,4,0.0,1.3,1.3,0.1,-1.3
urko gonzalez,espanyol,La-Liga,2024-2025,4,2,0.0,0.5,0.5,0.14,-0.5
urko gonzalez,real sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
andoni gorosabel,athletic club,La-Liga,2024-2025,2,1,0.0,0.3,0.3,0.17,-0.3
jose gragera,espanyol,La-Liga,2024-2025,2,0,0.0,0.0,0.0,0.02,0.0
dominik greif,mallorca,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
antoine griezmann,atletico madrid,La-Liga,2024-2025,48,17,0.15,7.4,5.9,0.13,0.6
florian grillitsch,valladolid,La-Liga,2024-2025,3,2,0.0,0.1,0.1,0.03,-0.1
vicente guaita,celta vigo,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
sergi guardiola,rayo vallecano,La-Liga,2024-2025,11,3,0.0,2.4,2.4,0.22,-2.4
nemanja gudelj,sevilla,La-Liga,2024-2025,22,5,0.0,1.6,0.8,0.04,-0.6
javier guerra,valencia,La-Liga,2024-2025,47,10,0.06,2.2,2.2,0.05,0.8
ander guevara,alaves,La-Liga,2024-2025,12,3,0.0,0.9,0.9,0.07,-0.9
pape gueye,villarreal,La-Liga,2024-2025,55,17,0.07,3.4,3.4,0.06,0.6
hugo guillamon,valencia,La-Liga,2024-2025,2,1,0.0,0.1,0.1,0.04,-0.1
carlos guirao,betis,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
arda guler,real madrid,La-Liga,2024-2025,39,16,0.08,3.3,3.3,0.08,-0.3
gerard gumbau,rayo vallecano,La-Liga,2024-2025,13,5,0.0,1.1,1.1,0.08,-1.1
jon guridi,alaves,La-Liga,2024-2025,23,11,0.09,4.2,3.4,0.15,-1.2
gorka guruzeta,athletic club,La-Liga,2024-2025,59,19,0.12,6.7,6.6,0.11,0.3
miguel gutierrez,girona,La-Liga,2024-2025,28,9,0.04,1.6,1.6,0.06,-0.6
munir el haddadi,leganes,La-Liga,2024-2025,21,9,0.19,1.6,1.6,0.07,2.4
sebastien haller,leganes,La-Liga,2024-2025,4,1,0.0,0.4,0.4,0.1,-0.4
henrique,valladolid,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
javi hernandez,leganes,La-Liga,2024-2025,17,6,0.12,0.8,0.8,0.04,1.2
aridane hernandez,rayo vallecano,La-Liga,2024-2025,8,2,0.0,0.9,0.9,0.11,-0.9
jorge herrando,osasuna,La-Liga,2024-2025,12,3,0.08,1.2,1.2,0.1,-0.2
ander herrera,athletic club,La-Liga,2024-2025,7,3,0.0,1.7,0.9,0.16,-1.7
sergio herrera,osasuna,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
yangel herrera,girona,La-Liga,2024-2025,39,14,0.1,3.6,3.6,0.09,0.4
juan herzog,las palmas,La-Liga,2024-2025,12,2,0.0,0.9,0.9,0.07,-0.9
omar el hilali,espanyol,La-Liga,2024-2025,2,0,0.0,0.0,0.0,0.01,0.0
roger hinojo,espanyol,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
dinko horkas,las palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pablo ibanez,osasuna,La-Liga,2024-2025,20,5,0.05,1.6,1.6,0.08,-0.6
stanis idumbo,sevilla,La-Liga,2024-2025,4,2,0.25,0.6,0.6,0.16,0.4
iglesias,getafe,La-Liga,2024-2025,21,3,0.0,1.6,1.6,0.08,-1.6
borja iglesias,celta vigo,La-Liga,2024-2025,46,28,0.24,9.3,9.3,0.2,1.7
kelechi iheanacho,sevilla,La-Liga,2024-2025,9,2,0.0,1.5,1.5,0.16,-1.5
isco,betis,La-Liga,2024-2025,38,9,0.11,8.6,3.9,0.1,0.4
diego iturralde,sevilla,La-Liga,2024-2025,1,0,0.0,0.1,0.1,0.09,-0.1
ivan jaime pajuelo,valencia,La-Liga,2024-2025,8,3,0.0,0.6,0.6,0.08,-0.6
karl jakob hein,valladolid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
adnan januzaj,las palmas,La-Liga,2024-2025,16,5,0.13,0.8,0.8,0.05,1.2
mikel jauregizar,athletic club,La-Liga,2024-2025,21,8,0.1,1.1,1.1,0.05,0.9
john joe,getafe,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.07,-0.1
jofre,espanyol,La-Liga,2024-2025,40,10,0.08,2.5,2.5,0.06,0.5
frenkie de jong,barcelona,La-Liga,2024-2025,5,3,0.4,0.7,0.7,0.13,1.3
joan jordan,alaves,La-Liga,2024-2025,13,4,0.15,4.8,1.6,0.13,0.2
juanmi,getafe,La-Liga,2024-2025,13,6,0.0,2.9,2.9,0.22,-2.9
juanmi,betis,La-Liga,2024-2025,6,1,0.0,0.7,0.7,0.11,-0.7
juanpe,girona,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
luiz lucio reis junior,villarreal,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
vinicius junior,real madrid,La-Liga,2024-2025,78,24,0.12,10.4,8.2,0.11,0.6
stanko juric,valladolid,La-Liga,2024-2025,8,2,0.0,0.8,0.8,0.1,-0.8
willy kambwala,villarreal,La-Liga,2024-2025,4,1,0.0,0.3,0.3,0.08,-0.3
abdoulaye keita,getafe,La-Liga,2024-2025,2,0,0.0,0.0,0.0,0.02,0.0
kenedy,valladolid,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
kike,alaves,La-Liga,2024-2025,60,24,0.17,9.6,7.2,0.12,3.4
koke,atletico madrid,La-Liga,2024-2025,11,4,0.09,1.1,1.1,0.1,-0.1
jules kounde,barcelona,La-Liga,2024-2025,18,6,0.11,1.8,1.8,0.11,0.2
alex kral,espanyol,La-Liga,2024-2025,21,2,0.0,1.5,1.5,0.07,-1.5
ladislav krejci,girona,La-Liga,2024-2025,18,5,0.11,1.7,1.7,0.09,0.3
takefusa kubo,real sociedad,La-Liga,2024-2025,43,14,0.12,3.6,3.6,0.08,1.4
marash kumbulla,espanyol,La-Liga,2024-2025,16,5,0.19,1.8,1.8,0.11,1.2
