Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
pablo torre,Barcelona,1,3,1,50.0,2,4,3,0,0,0,5,1,2024-2025,laliga
david torres,Valladolid,12,1,0,63.6,7,8,10,19,17,2,74,0,2024-2025,laliga
ferran torres,Barcelona,2,3,3,37.5,3,4,4,7,1,6,5,0,2024-2025,laliga
lucas torro,Osasuna,34,35,5,56.3,36,41,45,36,9,27,70,3,2024-2025,laliga
hamari traore,Real Sociedad,10,7,2,68.2,15,12,9,6,2,4,21,0,2024-2025,laliga
oscar trejo,Rayo Vallecano,1,5,2,33.3,3,5,4,9,0,9,5,0,2024-2025,laliga
viktor tsyhankov,Girona,4,7,8,47.4,9,12,15,7,1,6,16,1,2024-2025,laliga
benat turrientes,Real Sociedad,4,10,1,26.7,4,6,5,15,3,12,14,1,2024-2025,laliga
christantus uche,Getafe,8,19,8,45.0,9,21,10,20,2,18,19,0,2024-2025,laliga
naci unuvar,Espanyol,1,1,0,50.0,1,2,0,0,0,0,0,0,2024-2025,laliga
oscar valentin,Rayo Vallecano,21,20,14,43.4,33,41,21,36,8,28,51,2,2024-2025,laliga
german valera,Valencia,1,0,0,0.0,0,1,4,2,0,2,2,1,2024-2025,laliga
martin valjent,Mallorca,22,7,1,60.0,15,21,18,32,21,11,195,1,2024-2025,laliga
jesus vallejo,Real Madrid,0,0,0,,0,0,2,0,0,0,8,0,2024-2025,laliga
federico valverde,Real Madrid,22,23,5,67.4,29,30,55,38,8,30,52,1,2024-2025,laliga
siebe van der heyden,Mallorca,0,1,0,,0,1,2,1,0,1,3,0,2024-2025,laliga
ruben vargas,Sevilla,1,5,1,37.5,3,4,3,9,0,9,10,0,2024-2025,laliga
jose luis garcia vaya,Valencia,24,13,6,57.6,19,25,19,23,6,17,42,0,2024-2025,laliga
jesus vazquez,Valencia,12,9,2,52.6,10,18,10,16,5,11,30,0,2024-2025,laliga
lucas vazquez,Real Madrid,33,17,8,56.3,27,34,17,24,6,18,35,1,2024-2025,laliga
alejo veliz,Espanyol,0,1,0,14.3,1,1,4,12,2,10,23,1,2024-2025,laliga
mikel vesga,Athletic Club,7,13,2,42.9,12,15,15,10,1,9,26,0,2024-2025,laliga
carlos vicente,Alavés,26,11,10,39.1,25,31,14,34,2,32,40,0,2024-2025,laliga
pau victor,Barcelona,0,2,1,0.0,0,1,2,6,1,5,5,0,2024-2025,laliga
nacho vidal,Osasuna,0,1,1,25.0,1,0,0,1,0,1,6,0,2024-2025,laliga
fran vieites,Betis,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,laliga
sergio viera,Las Palmas,0,1,0,0.0,0,1,1,1,0,1,1,0,2024-2025,laliga
asier villalibre,Alavés,0,1,1,50.0,1,2,1,1,0,1,7,0,2024-2025,laliga
ivan villar,Celta Vigo,0,0,0,,0,0,0,0,0,0,3,0,2024-2025,laliga
viti,Las Palmas,43,21,7,68.9,31,46,27,28,7,21,61,0,2024-2025,laliga
daniel vivian,Athletic Club,23,14,3,65.6,21,26,47,26,10,16,152,2,2024-2025,laliga
krapyvtsov vladyslav,Girona,0,0,0,,0,0,0,0,0,0,1,1,2024-2025,laliga
inaki williams,Athletic Club,4,8,5,52.2,12,10,12,34,5,29,32,0,2024-2025,laliga
nico williams,Athletic Club,10,11,7,34.4,11,18,7,20,1,19,9,0,2024-2025,laliga
axel witsel,Atlético Madrid,4,10,2,85.7,12,12,11,15,8,7,34,1,2024-2025,laliga
lamine yamal,Barcelona,8,17,17,42.1,16,28,16,12,0,12,3,0,2024-2025,laliga
daniel yanez,Real Madrid,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
bertug yldrm,Getafe,0,7,3,28.6,2,5,1,13,2,11,16,0,2024-2025,laliga
arsen zakharyan,Real Sociedad,1,0,0,100.0,1,1,1,1,1,0,0,0,2024-2025,laliga
bryan zaragoza,Osasuna,8,4,1,28.6,6,9,4,10,0,10,8,0,2024-2025,laliga
igor zubeldia,Real Sociedad,21,10,3,53.8,14,22,31,32,18,14,100,2,2024-2025,laliga
martin zubimendi,Real Sociedad,31,29,13,63.6,28,37,44,42,16,26,79,3,2024-2025,laliga
