Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
maat daniel caprini,Fiorentina,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
flavius daniliuc,Hellas Verona,Serie-A,2024-2025,14,9,3,0.625,15,21,7,10,3,7,27,0
danilo,Juventus,Serie-A,2024-2025,7,2,1,0.5,5,4,9,4,3,1,21,1
matteo darmian,Inter,Serie-A,2024-2025,12,12,4,0.56,14,17,10,14,6,8,39,0
juan david cabal,Juventus,Serie-A,2024-2025,7,3,0,0.667,8,4,2,2,0,2,14,1
keinan davis,Udinese,Serie-A,2024-2025,1,4,4,0.5,3,4,1,2,1,1,5,0
pawe dawidowicz,Hellas Verona,Serie-A,2024-2025,20,22,3,0.667,18,24,20,16,6,10,70,2
charles de ketelaere,Atalanta,Serie-A,2024-2025,2,9,2,0.267,4,9,3,14,3,11,9,1
mattia de sciglio,Empoli,Serie-A,2024-2025,10,8,0,0.8240000000000001,14,13,8,10,3,7,35,1
lorenzo de silvestri,Bologna,Serie-A,2024-2025,7,1,3,0.43799999999999994,7,6,10,12,4,8,32,0
koni de winter,Genoa,Serie-A,2024-2025,21,8,4,0.68,17,19,25,11,7,4,118,3
alessandro deiola,Cagliari,Serie-A,2024-2025,11,17,3,0.313,10,20,13,26,12,14,38,0
enrico del prato,Parma,Serie-A,2024-2025,24,8,1,0.731,19,17,19,69,35,34,132,2
fisayo delebashiru,Lazio,Serie-A,2024-2025,3,3,4,0.33299999999999996,2,6,4,10,2,8,5,0
ali dembele,Torino,Serie-A,2024-2025,6,3,0,1.0,4,5,1,6,2,4,11,1
michele di gregorio,Juventus,Serie-A,2024-2025,0,0,0,,0,0,1,0,0,0,14,0
giovanni di lorenzo,Napoli,Serie-A,2024-2025,35,25,6,0.6459999999999999,42,44,31,19,6,13,85,1
boulaye dia,Lazio,Serie-A,2024-2025,5,12,5,0.43799999999999994,7,10,6,12,1,11,16,1
assane diao,Como,Serie-A,2024-2025,9,10,6,0.429,12,14,3,8,1,7,19,0
federico dimarco,Inter,Serie-A,2024-2025,10,12,3,0.526,10,14,14,24,4,20,33,2
berat djimsiti,Atalanta,Serie-A,2024-2025,29,23,1,0.725,29,33,40,34,21,13,141,2
dodo,Fiorentina,Serie-A,2024-2025,25,11,8,0.51,25,30,35,22,5,17,58,2
benjamin dominguez,Bologna,Serie-A,2024-2025,2,11,5,0.3,6,7,4,15,1,14,7,0
patrick dorgu,Lecce,Serie-A,2024-2025,21,19,5,0.511,23,27,18,24,6,18,42,2
alberto dossena,Como,Serie-A,2024-2025,23,8,2,0.5710000000000001,16,20,22,22,11,11,89,1
issa doumbia,Venezia,Serie-A,2024-2025,6,7,1,0.41200000000000003,7,8,9,17,5,12,14,1
anastasios douvikas,Como,Serie-A,2024-2025,0,3,0,0.25,1,2,1,3,0,3,3,0
artem dovbyk,Roma,Serie-A,2024-2025,0,1,3,0.0,0,2,2,10,3,7,12,0
ondrej duda,Hellas Verona,Serie-A,2024-2025,21,22,3,0.45299999999999996,29,27,31,28,9,19,30,4
denzel dumfries,Inter,Serie-A,2024-2025,12,9,4,0.519,14,18,6,31,8,23,26,1
alfred duncan,Venezia,Serie-A,2024-2025,4,11,2,0.35700000000000004,5,8,8,7,2,5,8,0
paulo dybala,Roma,Serie-A,2024-2025,3,9,5,0.42100000000000004,8,7,2,12,1,11,2,0
enzo ebosse,Udinese,Serie-A,2024-2025,0,0,0,0.0,0,0,1,3,3,0,1,0
tyronne ebuehi,Empoli,Serie-A,2024-2025,1,2,0,1.0,1,2,2,1,0,1,0,0
ederson,Atalanta,Serie-A,2024-2025,19,28,5,0.647,22,32,35,30,6,24,36,1
kingsley ehizibue,Udinese,Serie-A,2024-2025,31,18,6,0.61,25,35,23,41,14,27,70,5
jeff ekhator,Genoa,Serie-A,2024-2025,4,1,2,0.444,4,4,2,10,1,9,5,0
jurgen ekkelenkamp,Udinese,Serie-A,2024-2025,10,22,4,0.514,18,25,12,26,4,22,26,0
emmanuel ekong,Empoli,Serie-A,2024-2025,0,2,2,1.0,3,3,1,2,1,1,1,0
caleb ekuban,Genoa,Serie-A,2024-2025,1,1,1,1.0,1,3,1,4,1,3,6,0
mikael ellertsson,Venezia,Serie-A,2024-2025,37,14,7,0.541,33,26,17,42,5,37,79,0
elif elmas,Torino,Serie-A,2024-2025,3,5,2,0.4,4,7,6,8,2,6,5,2
emerson,Milan,Serie-A,2024-2025,24,16,5,0.47100000000000003,16,28,14,13,2,11,56,0
yannik engelhardt,Como,Serie-A,2024-2025,13,13,4,0.593,16,12,11,13,6,7,27,0
martin erlic,Bologna,Serie-A,2024-2025,0,2,0,0.5,1,0,2,5,4,1,9,0
sebastiano esposito,Empoli,Serie-A,2024-2025,15,31,11,0.514,18,29,12,20,2,18,14,0
estanis,Bologna,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
nahuel estevez,Parma,Serie-A,2024-2025,7,8,1,0.4,6,6,3,9,2,7,26,0
giovanni fabbian,Bologna,Serie-A,2024-2025,1,3,6,0.5379999999999999,7,6,2,7,2,5,4,0
alieu fadera,Como,Serie-A,2024-2025,25,27,12,0.444,20,47,12,18,1,17,10,0
nicolo fagioli,Fiorentina,Serie-A,2024-2025,8,9,2,0.409,9,10,5,11,2,9,12,2
nicolo fagioli,Juventus,Serie-A,2024-2025,7,6,1,0.667,6,10,2,4,0,4,5,0
wladimiro falcone,Lecce,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,29,3
davide faraoni,Hellas Verona,Serie-A,2024-2025,5,5,0,0.33299999999999996,3,9,2,7,3,4,12,1
jacopo fazzini,Empoli,Serie-A,2024-2025,11,16,5,0.565,13,19,6,13,1,12,24,0
mattia felici,Cagliari,Serie-A,2024-2025,8,7,2,0.364,4,12,7,10,0,10,7,1
joao felix,Milan,Serie-A,2024-2025,3,2,1,0.28600000000000003,4,6,1,2,0,2,9,0
lewis ferguson,Bologna,Serie-A,2024-2025,4,14,6,0.563,9,13,5,9,2,7,9,0
daniel fila,Venezia,Serie-A,2024-2025,0,1,1,0.0,0,0,0,6,0,6,5,0
alessandro florenzi,Milan,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
youssouf fofana,Milan,Serie-A,2024-2025,20,31,5,0.5,26,34,19,32,9,23,24,3
michael folorunsho,Fiorentina,Serie-A,2024-2025,9,6,4,0.4,8,12,4,9,1,8,10,0
michael folorunsho,Napoli,Serie-A,2024-2025,0,3,0,0.5,2,2,1,0,0,0,1,1
omari forson,Monza,Serie-A,2024-2025,1,2,0,0.33299999999999996,1,3,1,3,0,3,1,0
davide frattesi,Inter,Serie-A,2024-2025,6,10,1,0.556,10,8,5,12,4,8,14,1
morten frendrup,Genoa,Serie-A,2024-2025,23,52,27,0.436,34,61,47,62,16,46,57,0
martin frese,Hellas Verona,Serie-A,2024-2025,7,10,1,0.5379999999999999,7,11,8,5,1,4,16,1
remo freuler,Bologna,Serie-A,2024-2025,28,40,11,0.418,33,40,38,38,4,34,57,1
matteo gabbia,Milan,Serie-A,2024-2025,13,7,1,0.8,8,15,15,25,19,6,103,1
tommaso gabellini,Torino,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
tiago gabriel,Lecce,Serie-A,2024-2025,0,0,0,,0,0,0,4,2,2,11,0
alessandro gabrielloni,Como,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,1,0
gianluca gaetano,Cagliari,Serie-A,2024-2025,4,6,1,0.33299999999999996,5,8,6,8,0,8,8,0
roberto gagliardini,Monza,Serie-A,2024-2025,1,2,0,0.25,1,2,2,1,0,1,4,0
antonino gallo,Lecce,Serie-A,2024-2025,46,15,4,0.5479999999999999,34,42,20,33,6,27,133,0
silvere ganvoula mboussy,Monza,Serie-A,2024-2025,0,0,0,0.0,0,0,1,1,0,1,5,0
federico gatti,Juventus,Serie-A,2024-2025,18,8,2,0.583,14,23,18,27,18,9,76,2
david de gea,Fiorentina,Serie-A,2024-2025,1,0,0,1.0,1,0,0,0,0,0,12,0
valentin gendrey,Lecce,Serie-A,2024-2025,1,0,1,1.0,1,2,2,3,1,2,1,0
daniele ghilardi,Hellas Verona,Serie-A,2024-2025,27,17,0,0.61,25,29,30,29,15,14,106,0
lautaro gianetti,Udinese,Serie-A,2024-2025,16,5,1,0.7,14,10,15,20,10,10,49,1
samuel gigot,Lazio,Serie-A,2024-2025,1,3,0,0.0,0,3,13,8,6,2,36,0
mario gila,Lazio,Serie-A,2024-2025,35,18,2,0.6609999999999999,37,37,28,20,13,7,115,4
billy gilmour,Napoli,Serie-A,2024-2025,10,9,5,0.6,12,16,9,6,1,5,23,0
santiago gimenez,Milan,Serie-A,2024-2025,0,4,1,0.75,3,3,1,3,1,2,13,0
gvidas gineitis,Torino,Serie-A,2024-2025,8,10,7,0.52,13,15,18,16,6,10,32,0
ben godfrey,Atalanta,Serie-A,2024-2025,0,0,0,0.0,0,0,0,1,1,0,0,0
saba goglichidze,Empoli,Serie-A,2024-2025,36,25,3,0.49,25,37,33,36,17,19,97,3
edoardo goldaniga,Como,Serie-A,2024-2025,21,8,5,0.722,13,21,33,21,10,11,102,3
pierluigi gollini,Genoa,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,2,1
nicolas gonzalez,Juventus,Serie-A,2024-2025,10,9,5,0.36,9,13,9,16,4,12,37,2
robin gosens,Fiorentina,Serie-A,2024-2025,31,17,8,0.568,25,32,18,34,11,23,91,0
lucas gournadouath,Roma,Serie-A,2024-2025,5,4,0,0.33299999999999996,2,4,0,1,1,0,2,0
alberto grassi,Empoli,Serie-A,2024-2025,16,18,5,0.636,14,21,33,22,12,10,43,1
matteo guendouzi,Lazio,Serie-A,2024-2025,13,19,5,0.426,20,21,32,34,9,25,50,2
frederic guilbert,Lecce,Serie-A,2024-2025,30,29,6,0.655,36,36,47,28,8,20,113,3
albert gumundsson,Fiorentina,Serie-A,2024-2025,2,4,3,0.41200000000000003,7,5,6,5,0,5,9,1
emmanuel gyasi,Empoli,Serie-A,2024-2025,32,14,6,0.632,24,29,11,27,9,18,77,0
christian gytkjr,Venezia,Serie-A,2024-2025,2,2,2,0.5,1,4,0,3,1,2,8,0
nicolas haas,Empoli,Serie-A,2024-2025,4,5,2,0.556,5,8,4,2,1,1,6,0
saad el haddad,Venezia,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
antoine hainaut,Parma,Serie-A,2024-2025,15,8,3,0.6920000000000001,9,14,15,17,4,13,59,1
mohamed haj,Parma,Serie-A,2024-2025,2,1,0,0.5,1,1,4,3,1,2,5,0
ridgeciano haps,Venezia,Serie-A,2024-2025,19,8,3,0.636,14,16,7,18,3,15,48,0
abdou harroui,Hellas Verona,Serie-A,2024-2025,6,3,0,1.0,4,6,2,5,0,5,5,0
liam henderson,Empoli,Serie-A,2024-2025,17,22,3,0.415,22,22,15,19,5,14,42,0
mario hermoso,Roma,Serie-A,2024-2025,2,0,0,0.0,0,1,4,1,1,0,13,0
theo hernandez,Milan,Serie-A,2024-2025,23,10,3,0.5379999999999999,21,28,17,25,10,15,75,3
hernani,Parma,Serie-A,2024-2025,25,18,4,0.54,27,26,19,26,6,20,12,1
isak hien,Atalanta,Serie-A,2024-2025,27,21,0,0.614,27,28,31,31,18,13,82,2
emil holm,Bologna,Serie-A,2024-2025,17,14,3,0.645,20,21,10,19,4,15,51,1
mats hummels,Roma,Serie-A,2024-2025,16,14,0,0.611,11,15,26,12,4,8,43,0
elseid hysaj,Lazio,Serie-A,2024-2025,6,5,0,1.0,3,6,5,5,2,3,21,0
arijon ibrahimovic,Lazio,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
jay idzes,Venezia,Serie-A,2024-2025,24,17,4,0.515,17,29,32,52,32,20,156,0
jonathan ikone,Como,Serie-A,2024-2025,4,3,8,0.545,6,9,0,5,1,4,1,1
jonathan ikone,Fiorentina,Serie-A,2024-2025,3,2,0,0.5,2,2,1,3,0,3,1,0
ivan ilic,Torino,Serie-A,2024-2025,0,4,1,0.25,2,2,5,0,0,0,10,0
samuel ilingjunior,Bologna,Serie-A,2024-2025,1,1,1,0.0,0,2,2,1,0,1,2,0
alessio iovine,Como,Serie-A,2024-2025,2,3,0,0.4,4,2,3,7,1,6,21,1
gustav isaksen,Lazio,Serie-A,2024-2025,7,8,1,0.25,7,9,10,22,2,20,21,1
ardian ismajli,Empoli,Serie-A,2024-2025,21,9,0,0.8,16,23,56,35,24,11,249,3
armando izzo,Monza,Serie-A,2024-2025,30,9,1,0.5,18,15,45,38,28,10,101,0
fellipe jack,Como,Serie-A,2024-2025,8,1,0,0.6,3,4,4,2,2,0,5,0
ali jasim,Como,Serie-A,2024-2025,1,0,0,1.0,1,0,0,0,0,0,0,0
gaby jean,Lecce,Serie-A,2024-2025,8,5,1,0.545,6,7,9,13,10,3,71,1
juan jesus,Napoli,Serie-A,2024-2025,16,9,0,0.6,12,14,9,15,3,12,42,0
alejandro jimenez,Milan,Serie-A,2024-2025,8,14,2,0.40700000000000003,11,13,15,24,3,21,23,0
orir johann helgason,Lecce,Serie-A,2024-2025,3,6,1,0.5379999999999999,7,7,6,7,2,5,11,2
jesse joronen,Venezia,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,4,1
luka jovic,Milan,Serie-A,2024-2025,0,0,0,,0,0,1,2,1,1,3,0
mohamed kaba,Lecce,Serie-A,2024-2025,7,5,1,0.8,8,8,4,11,4,7,10,1
christian kabasele,Udinese,Serie-A,2024-2025,10,7,0,0.7859999999999999,11,9,14,14,8,6,75,1
pierre kalulu,Juventus,Serie-A,2024-2025,29,9,3,0.75,18,25,17,27,15,12,68,1
hassane kamara,Udinese,Serie-A,2024-2025,20,11,4,0.5710000000000001,16,25,26,23,5,18,49,1
yann karamoh,Torino,Serie-A,2024-2025,2,1,2,0.444,4,2,3,10,2,8,5,0
jesper karlsson,Bologna,Serie-A,2024-2025,0,0,1,0.0,0,0,0,4,0,4,3,0
jesper karlsson,Lecce,Serie-A,2024-2025,3,0,0,0.25,2,2,0,2,0,2,4,0
jesper karlstrom,Udinese,Serie-A,2024-2025,32,21,8,0.49,25,34,35,28,11,17,82,5
lior kasa,Genoa,Serie-A,2024-2025,2,2,0,0.4,2,4,3,4,1,3,5,0
grigoris kastanos,Hellas Verona,Serie-A,2024-2025,8,7,8,0.429,9,16,7,17,2,15,8,0
michael kayode,Fiorentina,Serie-A,2024-2025,1,0,0,,0,1,2,3,1,2,7,0
moise kean,Fiorentina,Serie-A,2024-2025,1,2,4,0.75,3,5,6,12,0,12,26,1
mandela keita,Parma,Serie-A,2024-2025,13,25,6,0.514,18,25,21,18,7,11,29,2
lloyd kelly,Juventus,Serie-A,2024-2025,5,9,1,0.778,7,11,2,11,6,5,56,3
marcoliver kempf,Como,Serie-A,2024-2025,15,14,1,0.542,13,20,33,35,26,9,136,4
kialonda,Lecce,Serie-A,2024-2025,24,10,0,0.706,12,12,32,44,28,16,132,1
magnus kofod andersen,Venezia,Serie-A,2024-2025,3,9,1,0.4,4,4,6,7,2,5,12,0
sead kolasinac,Atalanta,Serie-A,2024-2025,21,20,0,0.5329999999999999,16,26,25,16,7,9,53,1
randal kolo muani,Juventus,Serie-A,2024-2025,3,5,3,0.8,4,7,4,8,0,8,2,0
ismael konate,Empoli,Serie-A,2024-2025,4,0,0,0.667,2,2,0,3,2,1,1,0
manu kone,Roma,Serie-A,2024-2025,17,17,7,0.475,19,26,24,27,4,23,28,0
teun koopmeiners,Juventus,Serie-A,2024-2025,6,19,7,0.33299999999999996,10,16,8,36,14,22,26,2
odilon kossounou,Atalanta,Serie-A,2024-2025,8,6,2,0.462,6,11,13,16,6,10,25,1
christian kouame,Fiorentina,Serie-A,2024-2025,4,4,5,0.0,0,8,2,3,1,2,10,0
christian kouame,Empoli,Serie-A,2024-2025,0,3,2,0.5,2,4,0,4,2,2,4,0
viktor kovalenko,Empoli,Serie-A,2024-2025,0,2,0,0.0,0,1,0,0,0,0,0,0
mateusz kowalski,Parma,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,1,0
thomas kristensen,Udinese,Serie-A,2024-2025,16,11,4,0.625,20,21,21,18,13,5,80,2
nikola krstovic,Lecce,Serie-A,2024-2025,4,7,7,0.43799999999999994,7,9,7,12,7,5,24,0
khvicha kvaratskhelia,Napoli,Serie-A,2024-2025,4,10,1,0.267,4,9,4,13,0,13,7,0
giorgos kyriakopoulos,Monza,Serie-A,2024-2025,20,18,5,0.49200000000000005,30,26,23,28,10,18,79,0
mathis lambourde,Hellas Verona,Serie-A,2024-2025,2,1,0,0.33299999999999996,1,1,0,3,0,3,1,0
gianluca lapadula,Cagliari,Serie-A,2024-2025,1,0,1,0.0,0,0,0,0,0,0,1,0
valentino lazaro,Torino,Serie-A,2024-2025,10,12,4,0.5,15,12,11,28,5,23,38,1
darko lazovic,Hellas Verona,Serie-A,2024-2025,5,14,2,0.39299999999999996,11,10,11,19,3,16,39,0
manuel lazzari,Lazio,Serie-A,2024-2025,13,11,2,0.583,14,16,10,9,5,4,19,0
enzo le fee,Roma,Serie-A,2024-2025,5,2,0,0.33299999999999996,2,4,5,9,3,6,2,0
nicola leali,Genoa,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,14,1
rafael leao,Milan,Serie-A,2024-2025,4,8,4,0.379,11,10,6,15,1,14,4,0
stefan lekovic,Monza,Serie-A,2024-2025,6,2,1,0.385,5,4,7,4,4,0,5,0
nunzio lella,Venezia,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
giovanni leoni,Parma,Serie-A,2024-2025,10,4,0,0.5,5,6,15,20,11,9,63,1
ben lhassine kone,Como,Serie-A,2024-2025,1,0,1,0.667,2,2,1,0,0,0,1,0
mattia liberali,Milan,Serie-A,2024-2025,0,1,1,1.0,2,1,0,0,0,0,0,0
karol linetty,Torino,Serie-A,2024-2025,17,19,3,0.488,20,23,12,14,5,9,31,1
dailon livramento,Hellas Verona,Serie-A,2024-2025,2,7,6,0.5379999999999999,7,11,3,10,2,8,9,0
stanislav lobotka,Napoli,Serie-A,2024-2025,16,21,10,0.613,19,30,21,29,11,18,57,1
manuel locatelli,Juventus,Serie-A,2024-2025,29,35,8,0.5710000000000001,32,49,23,58,20,38,77,0
ruben loftuscheek,Milan,Serie-A,2024-2025,6,9,4,0.5,6,8,3,3,0,3,20,0
ademola lookman,Atalanta,Serie-A,2024-2025,9,15,8,0.579,11,15,3,19,0,19,5,1
sandi lovric,Udinese,Serie-A,2024-2025,25,17,4,0.5,22,29,22,33,5,28,27,1
lorenzo lucca,Udinese,Serie-A,2024-2025,3,2,5,0.455,5,6,7,18,1,17,27,0
jhon lucumi,Bologna,Serie-A,2024-2025,23,29,1,0.7070000000000001,29,30,26,32,14,18,88,7
jose luis palomino,Cagliari,Serie-A,2024-2025,16,9,2,0.7140000000000001,15,15,22,21,11,10,46,0
douglas luiz,Juventus,Serie-A,2024-2025,7,5,1,0.667,6,8,4,5,2,3,5,0
romelu lukaku,Napoli,Serie-A,2024-2025,0,2,2,0.25,1,2,1,7,2,5,17,0
sebastiano luperto,Cagliari,Serie-A,2024-2025,31,16,1,0.643,18,27,33,30,15,15,161,1
zito luvumbo,Cagliari,Serie-A,2024-2025,4,3,3,0.316,6,6,4,5,0,5,4,0
charalampos lykogiannis,Bologna,Serie-A,2024-2025,14,8,1,0.5,10,14,11,10,5,5,41,1
mathias lvik,Parma,Serie-A,2024-2025,0,1,0,0.33299999999999996,1,0,2,1,1,0,3,0
giangiacomo magnani,Hellas Verona,Serie-A,2024-2025,14,6,0,1.0,7,15,17,16,9,7,73,1
mike maignan,Milan,Serie-A,2024-2025,0,0,0,0.0,0,0,0,1,0,1,19,3
antoine makoumbou,Cagliari,Serie-A,2024-2025,28,11,3,0.76,19,23,17,26,5,21,28,0
daniel maldini,Monza,Serie-A,2024-2025,5,9,0,0.462,6,6,4,8,2,6,12,2
daniel maldini,Atalanta,Serie-A,2024-2025,0,1,1,0.5,1,2,2,1,0,1,3,0
youssef maleh,Empoli,Serie-A,2024-2025,17,23,5,0.5,17,23,16,25,6,19,25,0
ruslan malinovskyi,Genoa,Serie-A,2024-2025,4,7,1,0.5,3,8,1,2,0,2,4,0
dennis man,Parma,Serie-A,2024-2025,7,3,3,0.25,6,6,8,15,3,12,11,0
gianluca mancini,Roma,Serie-A,2024-2025,22,18,2,0.588,20,26,35,22,16,6,103,0
christos mandas,Lazio,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,4,0
rolando mandragora,Fiorentina,Serie-A,2024-2025,9,12,2,0.452,14,13,17,22,7,15,54,1
alberto manzoni,Atalanta,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
alessandro marcandalli,Genoa,Serie-A,2024-2025,1,0,0,,0,0,0,0,0,0,2,0
alessandro marcandalli,Venezia,Serie-A,2024-2025,6,2,0,0.5,3,6,2,6,3,3,26,0
filip marchwinski,Lecce,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
pablo mari,Monza,Serie-A,2024-2025,14,12,0,0.524,11,15,37,24,21,3,85,2
pablo mari,Fiorentina,Serie-A,2024-2025,11,3,0,0.545,6,9,25,19,14,5,94,0
luca marianucci,Empoli,Serie-A,2024-2025,17,11,0,0.579,11,12,19,16,8,8,63,1
mirko maric,Monza,Serie-A,2024-2025,1,0,0,0.5,1,0,1,1,1,0,1,0
mirko maric,Venezia,Serie-A,2024-2025,5,1,0,0.4,2,3,1,3,1,2,10,0
rafa marin,Napoli,Serie-A,2024-2025,1,0,0,0.5,1,0,1,1,1,0,4,0
razvan marin,Cagliari,Serie-A,2024-2025,8,11,3,0.52,13,13,2,7,0,7,20,2
guillermo maripan,Torino,Serie-A,2024-2025,25,14,1,0.636,21,23,41,27,13,14,138,1
aaron martin,Genoa,Serie-A,2024-2025,41,26,4,0.647,33,47,19,33,11,22,73,1
josep martinez,Inter,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
lautaro martinez,Inter,Serie-A,2024-2025,10,12,8,0.52,13,16,10,21,3,18,15,0
lucas martinez quarta,Fiorentina,Serie-A,2024-2025,9,3,0,0.615,8,7,3,5,2,3,25,1
kevin martins,Monza,Serie-A,2024-2025,3,2,0,0.5,3,4,1,1,0,1,4,1
adam marusic,Lazio,Serie-A,2024-2025,18,12,2,0.6,18,20,16,18,8,10,61,0
adam masina,Torino,Serie-A,2024-2025,22,10,1,0.575,23,15,27,28,15,13,95,2
patrizio masini,Genoa,Serie-A,2024-2025,18,26,10,0.475,19,29,15,26,8,18,37,0
alan matturro,Genoa,Serie-A,2024-2025,6,5,0,0.214,3,6,14,10,3,7,38,0
andrea mazza,Monza,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
luca mazzitelli,Como,Serie-A,2024-2025,4,5,0,0.7140000000000001,5,6,3,5,2,3,10,0
pasquale mazzocchi,Napoli,Serie-A,2024-2025,7,5,3,0.5329999999999999,8,7,5,5,2,3,25,0
samuel mbangula,Juventus,Serie-A,2024-2025,7,6,2,0.5379999999999999,7,10,3,7,0,7,4,0
weston mckennie,Juventus,Serie-A,2024-2025,18,11,4,0.591,13,12,14,28,8,20,37,0
scott mctominay,Napoli,Serie-A,2024-2025,12,27,4,0.5,18,25,24,22,5,17,51,0
filippo melegoni,Genoa,Serie-A,2024-2025,1,0,0,0.0,0,1,0,0,0,0,2,0
alex meret,Napoli,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,16,0
junior messias,Genoa,Serie-A,2024-2025,6,6,1,0.3,3,7,6,8,2,6,20,0
valentin mihaila,Parma,Serie-A,2024-2025,8,13,8,0.409,9,15,8,18,0,18,6,0
vanja milinkovicsavic,Torino,Serie-A,2024-2025,1,0,0,0.33299999999999996,1,0,0,0,0,0,18,4
yerry mina,Cagliari,Serie-A,2024-2025,43,21,2,0.769,40,32,37,59,35,24,163,3
juan miranda,Bologna,Serie-A,2024-2025,11,14,7,0.424,14,18,23,21,3,18,50,1
fabio miretti,Genoa,Serie-A,2024-2025,6,14,8,0.545,18,15,7,20,1,19,13,2
henrikh mkhitaryan,Inter,Serie-A,2024-2025,17,16,10,0.444,20,24,17,29,5,24,41,0
rui modesto,Udinese,Serie-A,2024-2025,4,9,3,0.778,7,12,8,10,0,10,13,0
lorenzo montipo,Hellas Verona,Serie-A,2024-2025,1,0,0,0.25,1,0,0,0,0,0,24,4
alvaro morata,Milan,Serie-A,2024-2025,5,8,3,0.625,5,10,5,7,2,5,5,0
alberto moreno,Como,Serie-A,2024-2025,17,8,0,0.462,12,11,14,12,3,9,40,2
matias moreno,Fiorentina,Serie-A,2024-2025,5,3,0,1.0,4,8,1,5,1,4,9,0
tete morente,Lecce,Serie-A,2024-2025,10,11,6,0.278,10,17,14,16,1,15,31,1
nikola moro,Bologna,Serie-A,2024-2025,7,21,7,0.667,22,27,13,18,7,11,18,0
daniel mosquera,Hellas Verona,Serie-A,2024-2025,3,5,3,0.067,1,8,2,11,1,10,10,0
dany mota,Monza,Serie-A,2024-2025,2,3,8,0.5,4,3,9,18,1,17,27,3
bob murphy omoregbe,Milan,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
yunus musah,Milan,Serie-A,2024-2025,13,9,5,0.706,12,19,7,9,1,8,9,3
juan musso,Atalanta,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
kingstone mutandwa,Cagliari,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
obite ndicka,Roma,Serie-A,2024-2025,17,15,0,0.667,14,26,33,46,30,16,150,2
konan ndri,Lecce,Serie-A,2024-2025,0,0,3,0.667,2,3,1,4,0,4,0,0
michel ndary adopo,Cagliari,Serie-A,2024-2025,16,31,8,0.517,15,32,27,20,5,15,25,0
cher ndour,Fiorentina,Serie-A,2024-2025,2,1,1,0.2,2,1,2,5,1,4,7,1
dan ndoye,Bologna,Serie-A,2024-2025,8,8,10,0.5710000000000001,16,19,9,23,0,23,4,0
victor nelsson,Roma,Serie-A,2024-2025,3,1,1,0.6,3,4,2,1,0,1,9,0
david neres,Napoli,Serie-A,2024-2025,10,4,7,0.667,10,11,7,7,0,7,4,0
cyril ngonge,Napoli,Serie-A,2024-2025,4,4,0,0.5710000000000001,4,5,2,3,0,3,4,0
hans nicolussi caviglia,Venezia,Serie-A,2024-2025,17,22,8,0.45299999999999996,29,28,28,39,12,27,55,2
oliver nielsen,Lazio,Serie-A,2024-2025,0,0,0,,0,0,1,1,0,1,2,0
eybi nije,Torino,Serie-A,2024-2025,3,1,1,0.0,0,1,0,5,1,4,1,0
brooke nortoncuffy,Genoa,Serie-A,2024-2025,9,3,0,0.818,9,7,3,12,2,10,12,0
tijjani noslin,Lazio,Serie-A,2024-2025,2,1,3,0.125,1,5,1,15,1,14,7,0
adam obert,Cagliari,Serie-A,2024-2025,12,17,2,0.593,16,18,23,19,7,12,48,2
jens odgaard,Bologna,Serie-A,2024-2025,3,12,5,0.28600000000000003,6,14,9,19,2,17,12,1
noah okafor,Milan,Serie-A,2024-2025,0,0,2,0.0,0,1,2,1,0,1,1,0
noah okafor,Napoli,Serie-A,2024-2025,3,0,0,1.0,2,2,0,0,0,0,1,0
yllan okou,Hellas Verona,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
maduka okoye,Udinese,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,12,1
mathias olivera,Napoli,Serie-A,2024-2025,31,25,7,0.604,32,35,28,36,12,24,74,1
jean onana,Genoa,Serie-A,2024-2025,2,10,0,0.556,5,6,4,6,1,5,8,1
