Player,Pos,Squad,Height,Value,Season,Competition
marco pasalic,Right Winger,Dortmund,1.77,350000.0,2022-2023,bundesliga
sebastien haller,Centre-Forward,Dortmund,1.9,30000000.0,2022-2023,bundesliga
youssoufa moukoko,Centre-Forward,Dortmund,1.79,30000000.0,2022-2023,bundesliga
anthony modeste,Centre-Forward,Dortmund,1.88,700000.0,2022-2023,bundesliga
peter gulacsi,Goalkeeper,RB Leipzig,1.93,5000000.0,2022-2023,bundesliga
janis blaswich,Goalkeeper,RB Leipzig,1.93,2500000.0,2022-2023,bundesliga
rjan nyland,Goalkeeper,RB Leipzig,1.92,600000.0,2022-2023,bundesliga
jonas nickisch,Goalkeeper,RB Leipzig,1.91,200000.0,2022-2023,bundesliga
timo schlieck,Goalkeeper,RB Leipzig,1.93,200000.0,2022-2023,bundesliga
oskar preil,Goalkeeper,RB Leipzig,1.89,100000.0,2022-2023,bundesliga
mohamed simakan,Centre-Back,RB Leipzig,1.87,25000000.0,2022-2023,bundesliga
lukas klostermann,Centre-Back,RB Leipzig,1.89,12000000.0,2022-2023,bundesliga
willi orban,Centre-Back,RB Leipzig,1.86,10000000.0,2022-2023,bundesliga
abdou diallo,Centre-Back,RB Leipzig,1.86,10000000.0,2022-2023,bundesliga
marcel halstenberg,Centre-Back,RB Leipzig,1.88,3500000.0,2022-2023,bundesliga
josko gvardiol,Left-Back,RB Leipzig,1.85,75000000.0,2022-2023,bundesliga
david raum,Left-Back,RB Leipzig,1.81,14000000.0,2022-2023,bundesliga
konrad laimer,Right-Back,RB Leipzig,1.8,28000000.0,2022-2023,bundesliga
benjamin henrichs,Right-Back,RB Leipzig,1.85,15000000.0,2022-2023,bundesliga
hugo novoa,Right-Back,RB Leipzig,1.82,4300000.0,2022-2023,bundesliga
sanoussy ba,Right-Back,RB Leipzig,1.84,500000.0,2022-2023,bundesliga
xaver schlager,Central Midfield,RB Leipzig,1.74,22000000.0,2022-2023,bundesliga
amadou haidara,Central Midfield,RB Leipzig,1.78,17000000.0,2022-2023,bundesliga
kevin kampl,Central Midfield,RB Leipzig,1.78,3500000.0,2022-2023,bundesliga
dominik szoboszlai,Attacking Midfield,RB Leipzig,1.87,50000000.0,2022-2023,bundesliga
dani olmo,Attacking Midfield,RB Leipzig,1.79,40000000.0,2022-2023,bundesliga
caden clark,Attacking Midfield,RB Leipzig,1.8,2000000.0,2022-2023,bundesliga
timo werner,Left Winger,RB Leipzig,1.8,25000000.0,2022-2023,bundesliga
emil forsberg,Left Winger,RB Leipzig,1.77,7000000.0,2022-2023,bundesliga
christopher nkunku,Centre-Forward,RB Leipzig,1.77,80000000.0,2022-2023,bundesliga
andre silva,Centre-Forward,RB Leipzig,1.86,15000000.0,2022-2023,bundesliga
alexander srloth,Centre-Forward,RB Leipzig,1.95,12000000.0,2022-2023,bundesliga
yussuf poulsen,Centre-Forward,RB Leipzig,1.92,7000000.0,2022-2023,bundesliga
lukas hradecky,Goalkeeper,Leverkusen,1.92,2500000.0,2022-2023,bundesliga
patrick pentz,Goalkeeper,Leverkusen,1.83,1500000.0,2022-2023,bundesliga
andre,Goalkeeper,Leverkusen,1.9,1200000.0,2022-2023,bundesliga
niklas lomb,Goalkeeper,Leverkusen,1.86,250000.0,2022-2023,bundesliga
maximilian neutgens,Goalkeeper,Leverkusen,1.88,,2022-2023,bundesliga
piero hincapie,Centre-Back,Leverkusen,1.84,35000000.0,2022-2023,bundesliga
edmond tapsoba,Centre-Back,Leverkusen,1.94,30000000.0,2022-2023,bundesliga
jonathan tah,Centre-Back,Leverkusen,1.95,20000000.0,2022-2023,bundesliga
odilon kossounou,Centre-Back,Leverkusen,1.91,18000000.0,2022-2023,bundesliga
madi monamay,Centre-Back,Leverkusen,1.85,,2022-2023,bundesliga
mitchel bakker,Left-Back,Leverkusen,1.89,9000000.0,2022-2023,bundesliga
daley sinkgraven,Left-Back,Leverkusen,1.79,2500000.0,2022-2023,bundesliga
jeremie frimpong,Right-Back,Leverkusen,1.72,40000000.0,2022-2023,bundesliga
timothy fosumensah,Right-Back,Leverkusen,1.88,2000000.0,2022-2023,bundesliga
robert andrich,Defensive Midfield,Leverkusen,1.87,11000000.0,2022-2023,bundesliga
ayman azhil,Defensive Midfield,Leverkusen,1.75,400000.0,2022-2023,bundesliga
joshua quarshie,Defensive Midfield,Leverkusen,1.83,150000.0,2022-2023,bundesliga
leon kohl,Defensive Midfield,Leverkusen,1.88,,2022-2023,bundesliga
exequiel palacios,Central Midfield,Leverkusen,1.78,22000000.0,2022-2023,bundesliga
kerem demirbay,Central Midfield,Leverkusen,1.83,6000000.0,2022-2023,bundesliga
nadiem amiri,Central Midfield,Leverkusen,1.8,6000000.0,2022-2023,bundesliga
charles aranguiz,Central Midfield,Leverkusen,1.72,3500000.0,2022-2023,bundesliga
noah mbamba,Central Midfield,Leverkusen,1.96,3000000.0,2022-2023,bundesliga
zidan sertdemir,Central Midfield,Leverkusen,1.86,1000000.0,2022-2023,bundesliga
florian wirtz,Attacking Midfield,Leverkusen,1.77,85000000.0,2022-2023,bundesliga
ayman aourir,Attacking Midfield,Leverkusen,1.72,,2022-2023,bundesliga
amine adli,Left Winger,Leverkusen,1.8,20000000.0,2022-2023,bundesliga
callum hudsonodoi,Left Winger,Leverkusen,1.78,15000000.0,2022-2023,bundesliga
paulinho,Left Winger,Leverkusen,1.77,7500000.0,2022-2023,bundesliga
moussa diaby,Right Winger,Leverkusen,1.7,50000000.0,2022-2023,bundesliga
karim bellarabi,Right Winger,Leverkusen,1.84,1500000.0,2022-2023,bundesliga
adam hlozek,Second Striker,Leverkusen,1.88,18000000.0,2022-2023,bundesliga
patrik schick,Centre-Forward,Leverkusen,1.91,25000000.0,2022-2023,bundesliga
sardar azmoun,Centre-Forward,Leverkusen,1.86,12000000.0,2022-2023,bundesliga
joel pohjanpalo,Centre-Forward,Leverkusen,1.86,3500000.0,2022-2023,bundesliga
kevin trapp,Goalkeeper,Eintracht Frankfurt,1.89,8500000.0,2022-2023,bundesliga
diant ramaj,Goalkeeper,Eintracht Frankfurt,1.89,750000.0,2022-2023,bundesliga
jannik vestergaard,Goalkeeper,Eintracht Frankfurt,1.93,200000.0,2022-2023,bundesliga
jens grahl,Goalkeeper,Eintracht Frankfurt,1.92,200000.0,2022-2023,bundesliga
simo,Goalkeeper,Eintracht Frankfurt,1.95,200000.0,2022-2023,bundesliga
evan ndicka,Centre-Back,Eintracht Frankfurt,1.92,28000000.0,2022-2023,bundesliga
tuta,Centre-Back,Eintracht Frankfurt,1.85,15000000.0,2022-2023,bundesliga
hrvoje smolcic,Centre-Back,Eintracht Frankfurt,1.85,4000000.0,2022-2023,bundesliga
almamy toure,Centre-Back,Eintracht Frankfurt,1.81,2500000.0,2022-2023,bundesliga
jerome onguene,Centre-Back,Eintracht Frankfurt,1.86,2000000.0,2022-2023,bundesliga
dario gebuhr,Centre-Back,Eintracht Frankfurt,1.88,400000.0,2022-2023,bundesliga
luca pellegrini,Left-Back,Eintracht Frankfurt,1.78,7000000.0,2022-2023,bundesliga
philipp max,Left-Back,Eintracht Frankfurt,1.77,3000000.0,2022-2023,bundesliga
christopher lenz,Left-Back,Eintracht Frankfurt,1.8,2500000.0,2022-2023,bundesliga
jan paul van hecke,Left-Back,Eintracht Frankfurt,1.82,200000.0,2022-2023,bundesliga
aurelio buta,Right-Back,Eintracht Frankfurt,1.72,8000000.0,2022-2023,bundesliga
timothy chandler,Right-Back,Eintracht Frankfurt,1.87,700000.0,2022-2023,bundesliga
kristijan jakic,Defensive Midfield,Eintracht Frankfurt,1.84,7000000.0,2022-2023,bundesliga
makoto hasebe,Defensive Midfield,Eintracht Frankfurt,1.8,800000.0,2022-2023,bundesliga
djibril sow,Central Midfield,Eintracht Frankfurt,1.84,22000000.0,2022-2023,bundesliga
paxten aaronson,Central Midfield,Eintracht Frankfurt,1.75,4500000.0,2022-2023,bundesliga
sebastian rode,Central Midfield,Eintracht Frankfurt,1.79,2000000.0,2022-2023,bundesliga
mehdi puchherrantz,Central Midfield,Eintracht Frankfurt,1.72,300000.0,2022-2023,bundesliga
junior dina ebimbe,Right Midfield,Eintracht Frankfurt,1.84,10000000.0,2022-2023,bundesliga
filip kostic,Left Midfield,Eintracht Frankfurt,1.84,22000000.0,2022-2023,bundesliga
daichi kamada,Attacking Midfield,Eintracht Frankfurt,1.8,27000000.0,2022-2023,bundesliga
mario gotze,Attacking Midfield,Eintracht Frankfurt,1.76,12000000.0,2022-2023,bundesliga
marcel wenig,Attacking Midfield,Eintracht Frankfurt,1.88,800000.0,2022-2023,bundesliga
jens petter hauge,Left Winger,Eintracht Frankfurt,1.84,2500000.0,2022-2023,bundesliga
faride alidou,Left Winger,Eintracht Frankfurt,1.86,2500000.0,2022-2023,bundesliga
jesper lindstrm,Right Winger,Eintracht Frankfurt,1.82,28000000.0,2022-2023,bundesliga
ansgar knauff,Right Winger,Eintracht Frankfurt,1.8,8000000.0,2022-2023,bundesliga
randal kolo muani,Centre-Forward,Eintracht Frankfurt,1.87,80000000.0,2022-2023,bundesliga
rafael borre,Centre-Forward,Eintracht Frankfurt,1.74,9000000.0,2022-2023,bundesliga
lucas alario,Centre-Forward,Eintracht Frankfurt,1.85,2500000.0,2022-2023,bundesliga
nacho ferri,Centre-Forward,Eintracht Frankfurt,1.92,500000.0,2022-2023,bundesliga
jonas omlin,Goalkeeper,Borussia Mönchengladbach,1.9,9000000.0,2022-2023,bundesliga
yann sommer,Goalkeeper,Borussia Mönchengladbach,1.83,5000000.0,2022-2023,bundesliga
jan olschowsky,Goalkeeper,Borussia Mönchengladbach,1.84,800000.0,2022-2023,bundesliga
tobias sippel,Goalkeeper,Borussia Mönchengladbach,1.83,400000.0,2022-2023,bundesliga
moritz nicolas,Goalkeeper,Borussia Mönchengladbach,1.93,350000.0,2022-2023,bundesliga
florian niederlechner,Goalkeeper,Borussia Mönchengladbach,1.9,100000.0,2022-2023,bundesliga
maximilian brull,Goalkeeper,Borussia Mönchengladbach,1.87,75000.0,2022-2023,bundesliga
nico elvedi,Centre-Back,Borussia Mönchengladbach,1.89,18000000.0,2022-2023,bundesliga
jordan beyer,Centre-Back,Borussia Mönchengladbach,1.87,16000000.0,2022-2023,bundesliga
ko itakura,Centre-Back,Borussia Mönchengladbach,1.88,12000000.0,2022-2023,bundesliga
marvin friedrich,Centre-Back,Borussia Mönchengladbach,1.93,4000000.0,2022-2023,bundesliga
mamadou doucoure,Centre-Back,Borussia Mönchengladbach,1.83,100000.0,2022-2023,bundesliga
ramy bensebaini,Left-Back,Borussia Mönchengladbach,1.87,20000000.0,2022-2023,bundesliga
luca netz,Left-Back,Borussia Mönchengladbach,1.84,6500000.0,2022-2023,bundesliga
joe scally,Right-Back,Borussia Mönchengladbach,1.84,12000000.0,2022-2023,bundesliga
stefan lainer,Right-Back,Borussia Mönchengladbach,1.75,3000000.0,2022-2023,bundesliga
tony jantschke,Right-Back,Borussia Mönchengladbach,1.77,600000.0,2022-2023,bundesliga
simo,Right-Back,Borussia Mönchengladbach,1.85,500000.0,2022-2023,bundesliga
julian weigl,Defensive Midfield,Borussia Mönchengladbach,1.86,10000000.0,2022-2023,bundesliga
christoph kramer,Defensive Midfield,Borussia Mönchengladbach,1.91,2500000.0,2022-2023,bundesliga
manu kone,Central Midfield,Borussia Mönchengladbach,1.85,40000000.0,2022-2023,bundesliga
florian neuhaus,Central Midfield,Borussia Mönchengladbach,1.85,12000000.0,2022-2023,bundesliga
oscar fraulo,Central Midfield,Borussia Mönchengladbach,1.8,2000000.0,2022-2023,bundesliga
rocco reitz,Central Midfield,Borussia Mönchengladbach,1.76,800000.0,2022-2023,bundesliga
torben musel,Central Midfield,Borussia Mönchengladbach,1.85,200000.0,2022-2023,bundesliga
jonas hofmann,Attacking Midfield,Borussia Mönchengladbach,1.76,13000000.0,2022-2023,bundesliga
lars stindl,Attacking Midfield,Borussia Mönchengladbach,1.81,1000000.0,2022-2023,bundesliga
conor gallagher,Attacking Midfield,Borussia Mönchengladbach,1.82,400000.0,2022-2023,bundesliga
yvandro borges sanches,Left Winger,Borussia Mönchengladbach,1.8,1500000.0,2022-2023,bundesliga
nathan ngoumou,Right Winger,Borussia Mönchengladbach,1.85,5000000.0,2022-2023,bundesliga
hannes wolf,Right Winger,Borussia Mönchengladbach,1.79,3000000.0,2022-2023,bundesliga
patrick herrmann,Right Winger,Borussia Mönchengladbach,1.79,1500000.0,2022-2023,bundesliga
marcus thuram,Centre-Forward,Borussia Mönchengladbach,1.92,32000000.0,2022-2023,bundesliga
alassane plea,Centre-Forward,Borussia Mönchengladbach,1.81,8000000.0,2022-2023,bundesliga
semir telalovic,Centre-Forward,Borussia Mönchengladbach,1.87,350000.0,2022-2023,bundesliga
koen casteels,Goalkeeper,Wolfsburg,1.97,8000000.0,2022-2023,bundesliga
pavao pervan,Goalkeeper,Wolfsburg,1.94,400000.0,2022-2023,bundesliga
philipp schulze,Goalkeeper,Wolfsburg,1.9,200000.0,2022-2023,bundesliga
niklas klinger,Goalkeeper,Wolfsburg,1.87,100000.0,2022-2023,bundesliga
micky van de ven,Centre-Back,Wolfsburg,1.93,30000000.0,2022-2023,bundesliga
maxence lacroix,Centre-Back,Wolfsburg,1.9,17000000.0,2022-2023,bundesliga
sebastiaan bornauw,Centre-Back,Wolfsburg,1.91,8500000.0,2022-2023,bundesliga
david odogu,Centre-Back,Wolfsburg,1.91,,2022-2023,bundesliga
paulo otavio,Left-Back,Wolfsburg,1.73,4000000.0,2022-2023,bundesliga
nicolas cozza,Left-Back,Wolfsburg,1.78,3500000.0,2022-2023,bundesliga
jerome roussillon,Left-Back,Wolfsburg,1.75,3000000.0,2022-2023,bundesliga
bartol franjic,Left-Back,Wolfsburg,1.88,3000000.0,2022-2023,bundesliga
ridle baku,Right-Back,Wolfsburg,1.76,13000000.0,2022-2023,bundesliga
kilian fischer,Right-Back,Wolfsburg,1.82,2000000.0,2022-2023,bundesliga
josuha guilavogui,Defensive Midfield,Wolfsburg,1.88,2000000.0,2022-2023,bundesliga
mattias svanberg,Central Midfield,Wolfsburg,1.85,18000000.0,2022-2023,bundesliga
felix nmecha,Central Midfield,Wolfsburg,1.9,15000000.0,2022-2023,bundesliga
maximilian arnold,Central Midfield,Wolfsburg,1.84,14000000.0,2022-2023,bundesliga
aster vranckx,Central Midfield,Wolfsburg,1.83,8500000.0,2022-2023,bundesliga
yannick gerhardt,Central Midfield,Wolfsburg,1.84,6000000.0,2022-2023,bundesliga
kevin paredes,Left Midfield,Wolfsburg,1.75,5000000.0,2022-2023,bundesliga
lukas ambros,Attacking Midfield,Wolfsburg,1.82,200000.0,2022-2023,bundesliga
jakub kaminski,Left Winger,Wolfsburg,1.79,12000000.0,2022-2023,bundesliga
josip brekalo,Left Winger,Wolfsburg,1.75,5000000.0,2022-2023,bundesliga
patrick wimmer,Right Winger,Wolfsburg,1.82,18000000.0,2022-2023,bundesliga
maximilian philipp,Second Striker,Wolfsburg,1.83,2000000.0,2022-2023,bundesliga
max kruse,Second Striker,Wolfsburg,1.8,900000.0,2022-2023,bundesliga
jonas wind,Centre-Forward,Wolfsburg,1.9,14000000.0,2022-2023,bundesliga
lukas nmecha,Centre-Forward,Wolfsburg,1.85,12000000.0,2022-2023,bundesliga
omar marmoush,Centre-Forward,Wolfsburg,1.83,6000000.0,2022-2023,bundesliga
bartosz bialek,Centre-Forward,Wolfsburg,1.91,3000000.0,2022-2023,bundesliga
luca waldschmidt,Centre-Forward,Wolfsburg,1.81,3000000.0,2022-2023,bundesliga
dzenan pejcinovic,Centre-Forward,Wolfsburg,1.9,1000000.0,2022-2023,bundesliga
mark flekken,Goalkeeper,Freiburg,1.95,10000000.0,2022-2023,bundesliga
noah atubolu,Goalkeeper,Freiburg,1.9,3500000.0,2022-2023,bundesliga
benjamin uphoff,Goalkeeper,Freiburg,1.92,500000.0,2022-2023,bundesliga
philipp lienhart,Centre-Back,Freiburg,1.89,20000000.0,2022-2023,bundesliga
matthias ginter,Centre-Back,Freiburg,1.89,18000000.0,2022-2023,bundesliga
keven schlotterbeck,Centre-Back,Freiburg,1.88,3000000.0,2022-2023,bundesliga
kenneth schmidt,Centre-Back,Freiburg,1.89,3000000.0,2022-2023,bundesliga
manuel gulde,Centre-Back,Freiburg,1.84,1500000.0,2022-2023,bundesliga
christian gunter,Left-Back,Freiburg,1.84,7500000.0,2022-2023,bundesliga
kimberly ezekwem,Left-Back,Freiburg,1.87,350000.0,2022-2023,bundesliga
kiliann sildillia,Right-Back,Freiburg,1.86,12000000.0,2022-2023,bundesliga
hugo siquet,Right-Back,Freiburg,1.8,3300000.0,2022-2023,bundesliga
lukas kubler,Right-Back,Freiburg,1.82,2500000.0,2022-2023,bundesliga
yannik keitel,Defensive Midfield,Freiburg,1.86,4000000.0,2022-2023,bundesliga
nicolas hofler,Defensive Midfield,Freiburg,1.81,2500000.0,2022-2023,bundesliga
maximilian eggestein,Central Midfield,Freiburg,1.81,10000000.0,2022-2023,bundesliga
robert wagner,Central Midfield,Freiburg,1.81,1400000.0,2022-2023,bundesliga
jonathan schmid,Right Midfield,Freiburg,1.79,900000.0,2022-2023,bundesliga
daniel kyereh,Attacking Midfield,Freiburg,1.79,8000000.0,2022-2023,bundesliga
jeong wooyeong,Attacking Midfield,Freiburg,1.79,3500000.0,2022-2023,bundesliga
merlin rohl,Attacking Midfield,Freiburg,1.92,2000000.0,2022-2023,bundesliga
kevin schade,Left Winger,Freiburg,1.85,25000000.0,2022-2023,bundesliga
vincenzo grifo,Left Winger,Freiburg,1.8,12000000.0,2022-2023,bundesliga
noah weihaupt,Left Winger,Freiburg,1.81,4000000.0,2022-2023,bundesliga
ritsu doan,Right Winger,Freiburg,1.72,18000000.0,2022-2023,bundesliga
roland sallai,Right Winger,Freiburg,1.83,10000000.0,2022-2023,bundesliga
michael gregoritsch,Centre-Forward,Freiburg,1.93,8000000.0,2022-2023,bundesliga
lucas holer,Centre-Forward,Freiburg,1.84,5000000.0,2022-2023,bundesliga
nils petersen,Centre-Forward,Freiburg,1.88,1500000.0,2022-2023,bundesliga
oliver baumann,Goalkeeper,Hoffenheim,1.87,4000000.0,2022-2023,bundesliga
philipp pentke,Goalkeeper,Hoffenheim,1.91,300000.0,2022-2023,bundesliga
luca philipp,Goalkeeper,Hoffenheim,1.92,300000.0,2022-2023,bundesliga
nahuel noll,Goalkeeper,Hoffenheim,1.9,250000.0,2022-2023,bundesliga
stefan posch,Centre-Back,Hoffenheim,1.9,14000000.0,2022-2023,bundesliga
ozan kabak,Centre-Back,Hoffenheim,1.87,10000000.0,2022-2023,bundesliga
stanley nsoki,Centre-Back,Hoffenheim,1.84,5500000.0,2022-2023,bundesliga
kevin akpoguma,Centre-Back,Hoffenheim,1.92,3500000.0,2022-2023,bundesliga
kevin vogt,Centre-Back,Hoffenheim,1.94,2500000.0,2022-2023,bundesliga
eduardo quaresma,Centre-Back,Hoffenheim,1.85,2500000.0,2022-2023,bundesliga
john brooks,Centre-Back,Hoffenheim,1.94,2000000.0,2022-2023,bundesliga
ermin bicakcic,Centre-Back,Hoffenheim,1.85,700000.0,2022-2023,bundesliga
joshua quarshie,Centre-Back,Hoffenheim,1.96,250000.0,2022-2023,bundesliga
benjamin hubner,Centre-Back,Hoffenheim,1.93,,2022-2023,bundesliga
angelino,Left-Back,Hoffenheim,1.71,12000000.0,2022-2023,bundesliga
pavel kaderabek,Right-Back,Hoffenheim,1.82,3000000.0,2022-2023,bundesliga
justin kluivert,Right-Back,Hoffenheim,1.85,1500000.0,2022-2023,bundesliga
melayro bogarde,Right-Back,Hoffenheim,1.86,700000.0,2022-2023,bundesliga
diadie samassekou,Defensive Midfield,Hoffenheim,1.77,7000000.0,2022-2023,bundesliga
angelo stiller,Defensive Midfield,Hoffenheim,1.83,5000000.0,2022-2023,bundesliga
sebastian rudy,Defensive Midfield,Hoffenheim,1.8,1000000.0,2022-2023,bundesliga
dennis geiger,Central Midfield,Hoffenheim,1.73,8000000.0,2022-2023,bundesliga
grischa promel,Central Midfield,Hoffenheim,1.84,7000000.0,2022-2023,bundesliga
tom bischof,Central Midfield,Hoffenheim,1.76,3500000.0,2022-2023,bundesliga
finn ole becker,Central Midfield,Hoffenheim,1.77,2500000.0,2022-2023,bundesliga
thomas delaney,Central Midfield,Hoffenheim,1.82,2000000.0,2022-2023,bundesliga
umut tohumcu,Central Midfield,Hoffenheim,1.75,1500000.0,2022-2023,bundesliga
robert skov,Left Midfield,Hoffenheim,1.85,6500000.0,2022-2023,bundesliga
christoph baumgartner,Attacking Midfield,Hoffenheim,1.8,24000000.0,2022-2023,bundesliga
andrej kramaric,Attacking Midfield,Hoffenheim,1.77,8000000.0,2022-2023,bundesliga
muhammed damar,Attacking Midfield,Hoffenheim,1.85,1000000.0,2022-2023,bundesliga
jacob bruun larsen,Left Winger,Hoffenheim,1.83,3000000.0,2022-2023,bundesliga
georginio rutter,Centre-Forward,Hoffenheim,1.82,18000000.0,2022-2023,bundesliga
ihlas bebou,Centre-Forward,Hoffenheim,1.85,7000000.0,2022-2023,bundesliga
kasper dolberg,Centre-Forward,Hoffenheim,1.87,7000000.0,2022-2023,bundesliga
munas dabbur,Centre-Forward,Hoffenheim,1.82,3000000.0,2022-2023,bundesliga
fisnik asllani,Centre-Forward,Hoffenheim,1.91,800000.0,2022-2023,bundesliga
frederik rnnow,Goalkeeper,Union Berlin,1.88,5500000.0,2022-2023,bundesliga
lennart grill,Goalkeeper,Union Berlin,1.92,1000000.0,2022-2023,bundesliga
karl jakob hein,Goalkeeper,Union Berlin,1.89,250000.0,2022-2023,bundesliga
yannic stein,Goalkeeper,Union Berlin,1.9,200000.0,2022-2023,bundesliga
danilho doekhi,Centre-Back,Union Berlin,1.9,17000000.0,2022-2023,bundesliga
