player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Bukayo Saka,433177,Arsenal,Right Winger,"                0
0     Left Winger
1  Right Midfield",05/09/2001 (24),24,1.78,England,€140.00m,01/07/2019,30/06/2027,17/10/2025,"['England', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,178.0
Noni Madueke,503987,Arsenal,Right Winger,"             0
0  Left Winger",10/03/2002 (23),23,1.82,England,€50.00m,18/07/2025,30/06/2030,17/10/2025,"['England', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,182.0
Max Dowman,1187629,Arsenal,Right Winger,"                    0
0  Attacking Midfield
1    Central Midfield",31/12/2009 (15),15,1.83,England,,01/07/2025,-,,['England'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/max-dowman/profil/spieler/1187629,183.0
Viktor Gyökeres,325443,Arsenal,Centre-Forward,,04/06/1998 (27),27,1.89,Sweden,€75.00m,26/07/2025,30/06/2030,30/05/2025,"['Hungary', 'Sweden']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/viktor-gyokeres/profil/spieler/325443,189.0
Kai Havertz,309400,Arsenal,Centre-Forward,"                    0
0  Attacking Midfield
1        Right Winger",11/06/1999 (26),26,1.93,Germany,€60.00m,01/07/2023,30/06/2028,17/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,193.0
Gabriel Jesus,363205,Arsenal,Centre-Forward,"              0
0   Left Winger
1  Right Winger",03/04/1997 (28),28,1.75,Brazil,€25.00m,04/07/2022,30/06/2027,17/10/2025,['Brazil'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,175.0
Gianluigi Donnarumma,315858,Man City,Goalkeeper,,25/02/1999 (26),26,1.96,Italy,€40.00m,01/09/2025,30/06/2030,03/06/2025,['Italy'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,196.0
James Trafford,566799,Man City,Goalkeeper,,10/10/2002 (23),23,1.92,England,€30.00m,29/07/2025,30/06/2030,17/10/2025,['England'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/james-trafford/profil/spieler/566799,192.0
Stefan Ortega,85941,Man City,Goalkeeper,,06/11/1992 (33),33,1.85,Germany,€6.00m,01/07/2022,30/06/2026,17/10/2025,"['Spain', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941,185.0
Marcus Bettinelli,116648,Man City,Goalkeeper,,24/05/1992 (33),33,1.93,England,€600k,10/06/2025,30/06/2026,30/05/2025,"['England', 'Italy']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marcus-bettinelli/profil/spieler/116648,193.0
Josko Gvardiol,475959,Man City,Centre-Back,"           0
0  Left-Back",23/01/2002 (23),23,1.85,Croatia,€75.00m,05/08/2023,30/06/2028,30/05/2025,['Croatia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,185.0
Rúben Dias,258004,Man City,Centre-Back,,14/05/1997 (28),28,1.87,Portugal,€60.00m,29/09/2020,30/06/2029,17/10/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,187.0
Abdukodir Khusanov,763079,Man City,Centre-Back,"            0
0  Right-Back",29/02/2004 (21),21,1.86,Uzbekistan,€35.00m,20/01/2025,30/06/2029,30/05/2025,['Uzbekistan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079,186.0
John Stones,186590,Man City,Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",28/05/1994 (31),31,1.88,England,€22.00m,09/08/2016,30/06/2026,17/10/2025,['England'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/john-stones/profil/spieler/186590,188.0
Nathan Aké,177476,Man City,Centre-Back,"           0
0  Left-Back",18/02/1995 (30),30,1.8,Netherlands,€22.00m,05/08/2020,30/06/2027,17/10/2025,"['Netherlands', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,180.0
Rayan Aït-Nouri,578391,Man City,Left-Back,"               0
0  Left Midfield",06/06/2001 (24),24,1.8,Algeria,€40.00m,09/06/2025,30/06/2030,17/10/2025,"['France', 'Algeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,180.0
Nico O'Reilly,743413,Man City,Left-Back,"                    0
0  Attacking Midfield
1    Central Midfield",21/03/2005 (20),20,1.93,England,€30.00m,01/07/2024,30/06/2030,17/10/2025,"['England', 'Jamaica']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nico-oreilly/profil/spieler/743413,193.0
Rico Lewis,701057,Man City,Right-Back,"                    0
0  Defensive Midfield
1           Left-Back",21/11/2004 (21),21,1.7,England,€40.00m,01/07/2022,30/06/2030,30/05/2025,"['England', 'Jamaica']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rico-lewis/profil/spieler/701057,170.0
Matheus Nunes,601883,Man City,Right-Back,"                  0
0  Central Midfield",27/08/1998 (27),27,1.83,Portugal,€35.00m,01/09/2023,30/06/2028,30/05/2025,"['Portugal', 'Brazil']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883,183.0
Rodri,357565,Man City,Defensive Midfield,"                  0
0  Central Midfield",22/06/1996 (29),29,1.91,Spain,€90.00m,04/07/2019,30/06/2027,17/10/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rodri/profil/spieler/357565,191.0
Nico González,466805,Man City,Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",03/01/2002 (23),23,1.88,Spain,€40.00m,03/02/2025,30/06/2029,30/05/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nico-gonzalez/profil/spieler/466805,188.0
Kalvin Phillips,351749,Man City,Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",02/12/1995 (29),29,1.79,England,€10.00m,04/07/2022,30/06/2028,17/10/2025,"['England', 'Jamaica']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kalvin-phillips/profil/spieler/351749,179.0
Tijjani Reijnders,460939,Man City,Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",29/07/1998 (27),27,1.85,Netherlands,€70.00m,10/06/2025,30/06/2030,17/10/2025,['Netherlands'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/tijjani-reijnders/profil/spieler/460939,185.0
Mateo Kovacic,51471,Man City,Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",06/05/1994 (31),31,1.77,Croatia,€20.00m,01/07/2023,30/06/2027,30/05/2025,"['Austria', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,177.0
Bernardo Silva,241641,Man City,Attacking Midfield,"                  0
0      Right Winger
1  Central Midfield",10/08/1994 (31),31,1.73,Portugal,€32.00m,01/07/2017,30/06/2026,17/10/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641,173.0
Jérémy Doku,486049,Man City,Left Winger,"               0
0   Right Winger
1  Left Midfield",27/05/2002 (23),23,1.73,Belgium,€55.00m,24/08/2023,30/06/2028,17/10/2025,"['Ghana', 'Belgium']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,173.0
Savinho,743591,Man City,Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",10/04/2004 (21),21,1.76,Brazil,€50.00m,18/07/2024,30/06/2031,30/05/2025,['Brazil'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/savinho/profil/spieler/743591,176.0
Phil Foden,406635,Man City,Right Winger,"                  0
0       Left Winger
1  Central Midfield",28/05/2000 (25),25,1.71,England,€80.00m,01/07/2017,30/06/2027,17/10/2025,['England'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/phil-foden/profil/spieler/406635,171.0
Rayan Cherki,607223,Man City,Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",17/08/2003 (22),22,1.77,France,€45.00m,10/06/2025,30/06/2030,03/06/2025,"['France', 'Algeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,177.0
Oscar Bobb,661207,Man City,Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",12/07/2003 (22),22,1.75,Norway,€30.00m,01/07/2023,30/06/2029,17/10/2025,"['The Gambia', 'Norway']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207,175.0
Erling Haaland,418560,Man City,Centre-Forward,,21/07/2000 (25),25,1.95,Norway,€180.00m,01/07/2022,30/06/2034,30/05/2025,"['England', 'Norway']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,195.0
Omar Marmoush,445939,Man City,Centre-Forward,"                0
0     Left Winger
1  Second Striker",07/02/1999 (26),26,1.83,Egypt,€75.00m,23/01/2025,30/06/2029,30/05/2025,"['Egypt', 'Canada']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,183.0
Giorgi Mamardashvili,502676,Liverpool,Goalkeeper,,29/09/2000 (25),25,1.97,Georgia,€28.00m,27/08/2024,30/06/2031,17/10/2025,['Georgia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676,197.0
Alisson,105470,Liverpool,Goalkeeper,,02/10/1992 (33),33,1.93,Brazil,€20.00m,19/07/2018,30/06/2027,30/05/2025,['Brazil'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alisson/profil/spieler/105470,193.0
Freddie Woodman,226049,Liverpool,Goalkeeper,,04/03/1997 (28),28,1.88,England,€3.50m,01/07/2025,30/06/2026,27/05/2025,['England'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/freddie-woodman/profil/spieler/226049,188.0
Ibrahima Konaté,357119,Liverpool,Centre-Back,,25/05/1999 (26),26,1.94,France,€55.00m,01/07/2021,30/06/2026,17/10/2025,"['France', 'Mali']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,194.0
Giovanni Leoni,1086619,Liverpool,Centre-Back,"            0
0  Right-Back",21/12/2006 (18),18,1.96,Italy,€25.00m,15/08/2025,30/06/2031,17/10/2025,['Italy'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/giovanni-leoni/profil/spieler/1086619,196.0
Virgil van Dijk,139208,Liverpool,Centre-Back,,08/07/1991 (34),34,1.95,Netherlands,€23.00m,01/01/2018,30/06/2027,30/05/2025,"['Netherlands', 'Suriname']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,195.0
Joe Gomez,256178,Liverpool,Centre-Back,"            0
0  Right-Back
1   Left-Back",23/05/1997 (28),28,1.88,England,€18.00m,01/07/2015,30/06/2027,17/10/2025,"['England', 'The Gambia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,188.0
Rhys Williams,503679,Liverpool,Centre-Back,,03/02/2001 (24),24,1.95,England,€700k,01/07/2020,30/06/2026,30/06/2025,"['England', 'Jamaica']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rhys-williams/profil/spieler/503679,195.0
Milos Kerkez,730861,Liverpool,Left-Back,"               0
0  Left Midfield",07/11/2003 (22),22,1.8,Hungary,€45.00m,01/07/2025,30/06/2030,30/05/2025,"['Hungary', 'Serbia', 'Serbia and Montenegro']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/milos-kerkez/profil/spieler/730861,180.0
Andrew Robertson,234803,Liverpool,Left-Back,"               0
0  Left Midfield",11/03/1994 (31),31,1.78,Scotland,€15.00m,21/07/2017,30/06/2026,17/10/2025,['Scotland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,178.0
Jeremie Frimpong,484547,Liverpool,Right-Back,"                0
0  Right Midfield",10/12/2000 (24),24,1.72,Netherlands,€45.00m,01/07/2025,30/06/2030,17/10/2025,"['Ghana', 'Netherlands']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jeremie-frimpong/profil/spieler/484547,172.0
Conor Bradley,624258,Liverpool,Right-Back,"                0
0  Right Midfield",09/07/2003 (22),22,1.81,Northern Ireland,€30.00m,01/07/2023,30/06/2029,30/05/2025,['Northern Ireland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/conor-bradley/profil/spieler/624258,181.0
Ryan Gravenberch,478573,Liverpool,Defensive Midfield,"                  0
0  Central Midfield",16/05/2002 (23),23,1.9,Netherlands,€90.00m,01/09/2023,30/06/2028,17/10/2025,"['Netherlands', 'Suriname']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,190.0
Stefan Bajcetic,864799,Liverpool,Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",22/10/2004 (21),21,1.85,Spain,€9.00m,01/07/2022,30/06/2027,09/06/2025,"['Spain', 'Serbia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,185.0
Wataru Endo,146310,Liverpool,Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",09/02/1993 (32),32,1.78,Japan,€8.00m,18/08/2023,30/06/2027,30/05/2025,['Japan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,178.0
Alexis Mac Allister,534033,Liverpool,Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",24/12/1998 (26),26,1.76,Argentina,€100.00m,01/07/2023,30/06/2028,30/05/2025,"['Italy', 'Argentina']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,176.0
Curtis Jones,433188,Liverpool,Central Midfield,"                    0
0       Left Midfield
1  Attacking Midfield",30/01/2001 (24),24,1.85,England,€45.00m,01/07/2020,30/06/2027,30/05/2025,['England'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,185.0
Trey Nyoni,1045123,Liverpool,Central Midfield,"                    0
0  Attacking Midfield",30/06/2007 (18),18,1.8,England,€6.00m,01/07/2025,30/06/2026,17/10/2025,"['England', 'Zimbabwe']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/trey-nyoni/profil/spieler/1045123,180.0
Florian Wirtz,598577,Liverpool,Attacking Midfield,"                0
0    Right Winger
1  Second Striker",03/05/2003 (22),22,1.77,Germany,€130.00m,01/07/2025,30/06/2030,17/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,177.0
Dominik Szoboszlai,451276,Liverpool,Attacking Midfield,"                  0
0  Central Midfield
1        Right-Back",25/10/2000 (25),25,1.87,Hungary,€85.00m,02/07/2023,30/06/2028,17/10/2025,['Hungary'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,187.0
Cody Gakpo,434675,Liverpool,Left Winger,"                0
0  Centre-Forward",07/05/1999 (26),26,1.93,Netherlands,€70.00m,01/01/2023,30/06/2030,30/05/2025,"['Togo', 'Netherlands']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,193.0
Rio Ngumoha,1108466,Liverpool,Left Winger,"               0
0   Right Winger
1  Left Midfield",29/08/2008 (17),17,1.7,England,€15.00m,01/07/2025,30/06/2028,17/10/2025,"['England', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rio-ngumoha/profil/spieler/1108466,170.0
Mohamed Salah,148455,Liverpool,Right Winger,"                0
0  Second Striker
1  Centre-Forward",15/06/1992 (33),33,1.75,Egypt,€45.00m,01/07/2017,30/06/2027,17/10/2025,['Egypt'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,175.0
Federico Chiesa,341092,Liverpool,Right Winger,"                0
0     Left Winger
1  Second Striker",25/10/1997 (28),28,1.75,Italy,€18.00m,29/08/2024,30/06/2028,17/10/2025,['Italy'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/federico-chiesa/profil/spieler/341092,175.0
Alexander Isak,349066,Liverpool,Centre-Forward,,21/09/1999 (26),26,1.92,Sweden,€140.00m,01/09/2025,30/06/2031,17/10/2025,"['Sweden', 'Eritrea']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,192.0
Hugo Ekitiké,709726,Liverpool,Centre-Forward,,20/06/2002 (23),23,1.9,France,€85.00m,23/07/2025,30/06/2031,17/10/2025,"['France', 'Cameroon']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hugo-ekitike/profil/spieler/709726,190.0
Robert Sánchez,403151,Chelsea,Goalkeeper,,18/11/1997 (28),28,1.97,Spain,€20.00m,05/08/2023,30/06/2030,30/05/2025,"['England', 'Spain']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,197.0
