player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Marco Bizot,124884,Aston Villa,Goalkeeper,,10/03/1991 (34),34,1.93,Netherlands,€3.00m,15/07/2025,30/06/2027,03/06/2025,['Netherlands'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marco-bizot/profil/spieler/124884,193.0
Grégoire Coudert,525155,Stade Brestois,Goalkeeper,,03/04/1999 (26),26,1.92,France,€500k,05/07/2021,30/06/2027,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gregoire-coudert/profil/spieler/525155,192.0
Noah Jauny,975438,Stade Brestois,Goalkeeper,,26/08/2004 (21),21,1.94,Ireland,,01/07/2024,30/06/2027,,['Ireland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/noah-jauny/profil/spieler/975438,194.0
Soumaïla Coulibaly,659513,Stade Brestois,Centre-Back,,14/10/2003 (22),22,1.91,France,€8.00m,04/10/2025,30/06/2026,03/06/2025,"['France', 'Mali']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/soumaila-coulibaly/profil/spieler/659513,191.0
Brendan Chardonnet,250779,Stade Brestois,Centre-Back,,22/12/1994 (30),30,1.81,France,€6.00m,01/07/2013,30/06/2027,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/brendan-chardonnet/profil/spieler/250779,181.0
Abdoulaye Ndiaye,673514,Parma,Centre-Back,,10/04/2002 (23),23,1.95,Senegal,€7.00m,04/08/2025,30/06/2029,07/10/2025,['Senegal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/abdoulaye-ndiaye/profil/spieler/673514,195.0
Julien Le Cardinal,794349,Stade Brestois,Centre-Back,"            0
0  Right-Back",03/08/1997 (28),28,1.84,France,€2.00m,01/07/2024,30/06/2027,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/julien-le-cardinal/profil/spieler/794349,184.0
Achraf Dari,566823,Ahly SC,Centre-Back,,06/05/1999 (26),26,1.88,Morocco,€1.50m,28/08/2024,30/06/2028,13/06/2025,['Morocco'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,188.0
Paris Irie,1113460,Brest B,Centre-Back,,10/04/2006 (19),19,1.86,France,,01/03/2024,-,,"['France', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/paris-irie/profil/spieler/1113460,186.0
Raphaël Le Guen,1166473,Brest B,Centre-Back,"                    0
0  Defensive Midfield",01/09/2006 (19),19,1.96,France,€50k,01/07/2024,-,10/10/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/raphael-le-guen/profil/spieler/1166473,196.0
Bradley Locko,805908,Stade Brestois,Left-Back,"               0
0  Left Midfield",06/05/2002 (23),23,1.8,France,€9.00m,27/07/2023,30/06/2027,03/06/2025,"['France', 'Congo']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/bradley-locko/profil/spieler/805908,180.0
Jordan Amavi,241229,Without Club,Left-Back,,09/03/1994 (31),31,1.76,France,€1.20m,,,21/10/2025,"['France', 'Senegal']",Stade Brestois,01/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jordan-amavi/profil/spieler/241229,176.0
Justin Bourgault,1030153,Stade Brestois,Left-Back,"               0
0  Left Midfield",14/09/2005 (20),20,1.85,France,€800k,24/01/2025,30/06/2029,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/justin-bourgault/profil/spieler/1030153,185.0
Luck Zogbé,1144999,Stade Brestois,Right-Back,"           0
0  Left-Back",24/03/2005 (20),20,1.78,Cote d'Ivoire,€2.50m,26/10/2023,30/06/2029,03/06/2025,"[""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/luck-zogbe/profil/spieler/1144999,178.0
Kenny Lala,174196,Stade Brestois,Right-Back,"           0
0  Left-Back",03/10/1991 (34),34,1.78,France,€2.00m,01/01/2023,30/06/2027,03/06/2025,"['France', 'Martinique']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kenny-lala/profil/spieler/174196,178.0
Pierre Lees-Melou,377393,Paris FC,Defensive Midfield,"                  0
0  Central Midfield",25/05/1993 (32),32,1.85,France,€6.00m,28/08/2025,30/06/2027,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/pierre-lees-melou/profil/spieler/377393,185.0
Edimilson Fernandes,247555,Young Boys,Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",15/04/1996 (29),29,1.87,Switzerland,€3.00m,14/07/2025,30/06/2029,03/06/2025,['Switzerland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/edimilson-fernandes/profil/spieler/247555,187.0
Jonas Martin,127142,US Boulogne,Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",09/04/1990 (35),35,1.84,France,€400k,14/09/2025,30/06/2026,13/10/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jonas-martin/profil/spieler/127142,184.0
Hamidou Makalou,1200289,Stade Brestois,Defensive Midfield,"                  0
0  Central Midfield",15/07/2006 (19),19,1.64,Mali,€800k,15/03/2025,30/06/2029,10/10/2025,['Mali'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hamidou-makalou/profil/spieler/1200289,164.0
Mahdi Camara,324795,Stade Rennais,Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",30/06/1998 (27),27,1.76,France,€9.00m,13/08/2025,30/06/2029,03/06/2025,"['France', 'The Gambia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,176.0
Hugo Magnetti,474662,Stade Brestois,Central Midfield,"                    0
0  Defensive Midfield",30/05/1998 (27),27,1.8,France,€6.00m,01/07/2018,30/06/2027,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hugo-magnetti/profil/spieler/474662,180.0
Hianga'a Mbock,684062,Grenoble,Central Midfield,"                    0
0  Defensive Midfield",28/12/1999 (25),25,1.86,France,€400k,01/09/2025,30/06/2027,02/06/2025,"['France', 'Cameroon']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hiangaa-mbock/profil/spieler/684062,186.0
Romain Faivre,555076,Al-Taawoun,Attacking Midfield,"                  0
0    Right Midfield
1  Central Midfield",14/07/1998 (27),27,1.8,France,€6.00m,10/09/2025,30/06/2026,03/06/2025,"['France', 'Algeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/romain-faivre/profil/spieler/555076,180.0
Kamory Doumbia,671594,Stade Brestois,Attacking Midfield,"                0
0  Centre-Forward
1     Left Winger",18/02/2003 (22),22,1.7,Mali,€5.00m,30/08/2024,30/06/2029,10/10/2025,['Mali'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kamory-doumbia/profil/spieler/671594,170.0
Noan Geraux,1143901,Brest B,Attacking Midfield,,29/03/2006 (19),19,,France,,01/07/2024,-,,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/noan-geraux/profil/spieler/1143901,
Abdallah Sima,776798,Lens,Left Winger,"                0
0  Centre-Forward
1    Right Winger",17/06/2001 (24),24,1.88,Senegal,€6.00m,29/08/2025,30/06/2029,10/10/2025,['Senegal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,188.0
Ibrahim Salah,928323,Basel,Left Winger,"                0
0  Second Striker",30/08/2001 (24),24,1.86,Morocco,€2.50m,01/09/2025,30/06/2029,02/10/2025,"['Morocco', 'Belgium']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ibrahim-salah/profil/spieler/928323,186.0
Mathias Pereira Lage,424072,St. Pauli,Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",30/11/1996 (28),28,1.8,Portugal,€3.50m,01/07/2025,30/06/2028,14/10/2025,"['France', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mathias-pereira-lage/profil/spieler/424072,180.0
