player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Philipp Förster,179635,Karlsruher SC,Attacking Midfield,"                  0
0  Central Midfield
1    Centre-Forward",04/02/1995 (30),30,1.88,Germany,€750k,27/08/2025,30/06/2026,09/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/philipp-forster/profil/spieler/179635,188.0
Lukas Daschner,334213,FC St. Gallen,Attacking Midfield,"                0
0  Centre-Forward
1    Right Winger",01/10/1998 (27),27,1.85,Germany,€700k,01/07/2025,30/06/2028,02/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lukas-daschner/profil/spieler/334213,185.0
Christopher Antwi-Adjei,289182,FC Schalke 04,Left Winger,"                0
0   Left Midfield
1  Right Midfield",07/02/1994 (31),31,1.74,Ghana,€600k,23/08/2024,30/06/2026,19/06/2025,"['Ghana', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/christopher-antwi-adjei/profil/spieler/289182,174.0
Takuma Asano,245744,RCD Mallorca,Right Winger,"                0
0     Left Winger
1  Centre-Forward",10/11/1994 (31),31,1.73,Japan,€2.00m,06/07/2024,30/06/2026,02/10/2025,['Japan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/takuma-asano/profil/spieler/245744,173.0
Moritz Broschinski,406973,Basel,Centre-Forward,"              0
0  Right Winger",23/09/2000 (25),25,1.9,Germany,€2.00m,12/08/2025,30/06/2029,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/moritz-broschinski/profil/spieler/406973,190.0
Philipp Hofmann,119037,VfL Bochum,Centre-Forward,,30/03/1993 (32),32,1.95,Germany,€1.00m,01/07/2022,30/06/2028,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/philipp-hofmann/profil/spieler/119037,195.0
Gonçalo Paciência,181547,Sport Recife,Centre-Forward,,01/08/1994 (31),31,1.84,Portugal,€1.00m,08/01/2025,31/12/2025,06/06/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547,184.0
Simon Zoller,79967,Retired,Centre-Forward,"                0
0  Second Striker
1    Right Winger",26/06/1991 (34),34,1.79,Germany,,,,,['Germany'],St. Pauli,01/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/simon-zoller/profil/spieler/79967,179.0
Lys Mousset,291422,Without Club,Centre-Forward,,08/02/1996 (29),29,1.86,France,€150k,,,21/10/2025,"['France', 'Senegal']",Bohemians,02/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lys-mousset/profil/spieler/291422,186.0
Marcel Schuhen,93651,Darmstadt 98,Goalkeeper,,13/01/1993 (32),32,1.88,Germany,€600k,01/07/2019,-,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marcel-schuhen/profil/spieler/93651,188.0
Alexander Brunst,146693,Darmstadt 98,Goalkeeper,,07/07/1995 (30),30,1.95,Germany,€300k,01/07/2022,30/06/2027,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alexander-brunst/profil/spieler/146693,195.0
Morten Behrens,274039,Pr. Münster,Goalkeeper,,01/04/1997 (28),28,1.93,Germany,€250k,01/07/2024,-,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/morten-behrens/profil/spieler/274039,193.0
Max Wendt,849390,TuS Dassendorf,Goalkeeper,,N/A (20),20,1.83,Germany,,01/07/2025,30/06/2026,,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/max-wendt/profil/spieler/849390,183.0
Christoph Klarer,346849,Birmingham,Centre-Back,,14/06/2000 (25),25,1.91,Austria,€5.00m,20/07/2024,30/06/2029,06/10/2025,['Austria'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/christoph-klarer/profil/spieler/346849,191.0
Matej Maglica,433388,Darmstadt 98,Centre-Back,,25/09/1998 (27),27,1.98,Croatia,€800k,01/07/2024,30/06/2027,19/06/2025,['Croatia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/matej-maglica/profil/spieler/433388,198.0
Clemens Riedel,692070,Espanyol,Centre-Back,"                    0
0  Defensive Midfield",19/07/2003 (22),22,1.86,Germany,€4.00m,25/08/2025,30/06/2029,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/clemens-riedel/profil/spieler/692070,186.0
Christoph Zimmermann,77812,Without Club,Centre-Back,,12/01/1993 (32),32,1.94,Germany,€250k,,,21/10/2025,['Germany'],Darmstadt 98,01/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/christoph-zimmermann/profil/spieler/77812,194.0
Jannik Müller,119286,VfL Osnabrück,Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",18/01/1994 (31),31,1.87,Germany,€400k,02/01/2025,30/06/2028,11/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jannik-muller/profil/spieler/119286,187.0
Thomas Isherwood,322075,AIK,Centre-Back,"           0
0  Left-Back",28/01/1998 (27),27,1.95,Sweden,€600k,26/08/2024,31/12/2025,19/11/2025,"['England', 'Sweden']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/thomas-isherwood/profil/spieler/322075,195.0
Bartol Franjic,370998,Venezia,Left-Back,"                    0
0         Centre-Back
1  Defensive Midfield",14/01/2000 (25),25,1.88,Croatia,€1.50m,10/07/2025,30/06/2026,09/06/2025,['Croatia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/bartol-franjic/profil/spieler/370998,188.0
Emir Karic,286596,Sturm Graz,Left-Back,"                    0
0  Defensive Midfield
1       Left Midfield",09/06/1997 (28),28,1.84,Bosnia-Herzegovina,€1.00m,01/07/2024,30/06/2027,22/09/2025,"['Bosnia-Herzegovina', 'Austria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/emir-karic/profil/spieler/286596,184.0
Fabian Holland,54846,Darmstadt 98,Left-Back,"                    0
0       Left Midfield
1  Defensive Midfield",11/07/1990 (35),35,1.72,Germany,€200k,05/07/2015,-,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/fabian-holland/profil/spieler/54846,172.0
Matthias Bader,237162,Darmstadt 98,Right-Back,"                0
0  Right Midfield
1       Left-Back",17/06/1997 (28),28,1.76,Germany,€1.00m,31/01/2020,-,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/matthias-bader/profil/spieler/237162,176.0
Frank Ronstadt,270027,Viktoria Köln,Right-Back,"             0
0  Centre-Back
1    Left-Back",21/07/1997 (28),28,1.79,Germany,€400k,01/09/2025,30/06/2026,10/10/2025,"['Ghana', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/frank-ronstadt/profil/spieler/270027,179.0
Asaf Arania,917014,FC Ashdod,Right-Back,"              0
0  Right Winger
1   Left Winger",19/10/2005 (20),20,1.67,Israel,,15/08/2025,-,,['Israel'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/asaf-arania/profil/spieler/917014,167.0
Andreas Müller,438315,Karlsruher SC,Defensive Midfield,"                  0
0  Central Midfield
1    Right Midfield",20/07/2000 (25),25,1.73,Germany,€1.20m,01/07/2025,-,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/andreas-muller/profil/spieler/438315,173.0
Klaus Gjasula,57598,RW Essen,Defensive Midfield,"             0
0  Centre-Back",14/12/1989 (35),35,1.9,Albania,€250k,06/01/2025,30/06/2026,11/06/2025,"['Albania', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/klaus-gjasula/profil/spieler/57598,190.0
Fabian Schnellhardt,94148,Heiligenstadt,Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",12/01/1994 (31),31,1.8,Germany,,29/08/2024,30/05/2026,,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/fabian-schnellhardt/profil/spieler/94148,180.0
