player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Malik Tillman,467437,Leverkusen,Attacking Midfield,"                  0
0       Left Winger
1  Central Midfield",28/05/2002 (23),23,1.87,United States,€35.00m,12/07/2025,30/06/2030,14/10/2025,"['Germany', 'United States']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/malik-tillman/profil/spieler/467437,187.0
Arijon Ibrahimovic,744728,Heidenheim,Attacking Midfield,"              0
0   Left Winger
1  Right Winger",11/12/2005 (19),19,1.78,Germany,€4.00m,01/07/2025,30/06/2026,17/06/2025,"['Germany', 'Kosovo']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/arijon-ibrahimovic/profil/spieler/744728,178.0
Kingsley Coman,243714,Al-Nassr,Left Winger,"              0
0  Right Winger",13/06/1996 (29),29,1.81,France,€30.00m,15/08/2025,30/06/2028,05/06/2025,"['France', 'Guadeloupe']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kingsley-coman/profil/spieler/243714,181.0
Gabriel Vidovic,604327,Dinamo Zagreb,Left Winger,"                    0
0  Attacking Midfield
1      Second Striker",01/12/2003 (21),21,1.8,Croatia,€3.00m,01/07/2025,30/06/2029,05/06/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gabriel-vidovic/profil/spieler/604327,180.0
Leroy Sané,192565,Galatasaray,Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",11/01/1996 (29),29,1.83,Germany,€25.00m,01/07/2025,30/06/2028,01/10/2025,"['France', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/leroy-sane/profil/spieler/192565,183.0
Lucas Copado,636898,SC Paderborn,Right Winger,"                0
0  Centre-Forward
1     Left Winger",10/01/2004 (21),21,1.81,Germany,€800k,01/07/2025,-,09/10/2025,"['Spain', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-copado/profil/spieler/636898,181.0
Taylor Booth,513963,Twente FC,Right Winger,"                    0
0    Central Midfield
1  Defensive Midfield",31/05/2001 (24),24,1.74,United States,€2.00m,04/02/2025,30/06/2028,28/05/2025,"['Italy', 'United States']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/taylor-booth/profil/spieler/513963,174.0
Serge Gnabry,159471,Bayern Munich,Second Striker,"              0
0  Right Winger
1   Left Winger",14/07/1995 (30),30,1.76,Germany,€22.00m,01/07/2017,30/06/2026,05/06/2025,"['Germany', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471,176.0
Thomas Müller,58358,Vancouver,Second Striker,"                    0
0  Attacking Midfield
1        Right Winger",13/09/1989 (36),36,1.85,Germany,€6.00m,06/08/2025,31/12/2025,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/thomas-muller/profil/spieler/58358,185.0
Robert Lewandowski,38253,Barcelona,Centre-Forward,,21/08/1988 (37),37,1.85,Poland,€10.00m,19/07/2022,30/06/2026,02/10/2025,['Poland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/robert-lewandowski/profil/spieler/38253,185.0
Eric-Maxim Choupo-Moting,45660,New York,Centre-Forward,"                0
0     Left Winger
1  Second Striker",23/03/1989 (36),36,1.91,Cameroon,€1.50m,01/01/2025,31/12/2026,05/06/2025,"['Cameroon', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/eric-maxim-choupo-moting/profil/spieler/45660,191.0
Gregor Kobel,257814,Dortmund,Goalkeeper,,06/12/1997 (27),27,1.96,Switzerland,€40.00m,01/07/2021,30/06/2028,05/06/2025,['Switzerland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,196.0
Luca Unbehaun,388815,FC Emmen,Goalkeeper,,27/02/2001 (24),24,1.87,Germany,€350k,01/07/2024,30/06/2026,09/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/luca-unbehaun/profil/spieler/388815,187.0
Roman Bürki,59027,St. Louis CITY,Goalkeeper,,14/11/1990 (35),35,1.87,Switzerland,€1.50m,01/07/2022,31/12/2027,05/06/2025,['Switzerland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/roman-burki/profil/spieler/59027,187.0
Marwin Hitz,59238,Basel,Goalkeeper,,18/09/1987 (38),38,1.94,Switzerland,€100k,01/07/2022,30/06/2026,10/06/2025,['Switzerland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marwin-hitz/profil/spieler/59238,194.0
Stefan Drljaca,388067,Stuttgart,Goalkeeper,,20/04/1999 (26),26,1.92,Germany,€325k,01/07/2024,30/06/2027,20/12/2024,"['Serbia', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/stefan-drljaca/profil/spieler/388067,192.0
Silas Ostrzinski,684116,Dortmund,Goalkeeper,,19/11/2003 (22),22,1.98,Germany,€200k,04/01/2025,30/06/2027,11/06/2025,"['Poland', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/silas-ostrzinski/profil/spieler/684116,198.0
Manuel Akanji,284730,Inter,Centre-Back,"            0
0  Right-Back
1   Left-Back",19/07/1995 (30),30,1.88,Switzerland,€22.00m,01/09/2025,30/06/2026,07/10/2025,"['Switzerland', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730,188.0
Emre Can,119296,Dortmund,Centre-Back,"                    0
0  Defensive Midfield
1    Central Midfield",12/01/1994 (31),31,1.86,Germany,€7.00m,01/07/2020,30/06/2026,05/06/2025,"['Türkiye', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/emre-can/profil/spieler/119296,186.0
Dan-Axel Zagadou,344598,Stuttgart,Centre-Back,"           0
0  Left-Back",03/06/1999 (26),26,1.96,France,€2.00m,19/09/2022,30/06/2026,05/06/2025,"['France', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/dan-axel-zagadou/profil/spieler/344598,196.0
Mats Hummels,39728,Retired,Centre-Back,,16/12/1988 (36),36,1.91,Germany,,,,,['Germany'],Roma,01/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mats-hummels/profil/spieler/39728,191.0
Marin Pongracic,282144,Fiorentina,Centre-Back,,11/09/1997 (28),28,1.93,Croatia,€10.00m,19/07/2024,30/06/2029,17/06/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marin-pongracic/profil/spieler/282144,193.0
Soumaïla Coulibaly,659513,Stade Brestois,Centre-Back,,14/10/2003 (22),22,1.91,France,€8.00m,04/10/2025,30/06/2026,03/06/2025,"['France', 'Mali']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/soumaila-coulibaly/profil/spieler/659513,191.0
Antonios Papadopoulos,482573,FC Lugano,Centre-Back,"                    0
0  Defensive Midfield",10/09/1999 (26),26,1.87,Germany,€3.00m,01/07/2024,30/06/2027,02/10/2025,"['Greece', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/antonios-papadopoulos/profil/spieler/482573,187.0
Raphaël Guerreiro,170986,Bayern Munich,Left-Back,"                    0
0  Attacking Midfield
1    Central Midfield",22/12/1993 (31),31,1.7,Portugal,€8.00m,01/07/2023,30/06/2026,05/06/2025,"['France', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,170.0
Jamie Gittens,670882,Chelsea,Left Winger,"              0
0  Right Winger",08/08/2004 (21),21,1.78,England,€45.00m,05/07/2025,30/06/2032,17/10/2025,"['England', 'Barbados']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jamie-gittens/profil/spieler/670882,178.0
Donyell Malen,326029,Aston Villa,Right Winger,"                0
0  Centre-Forward
1     Left Winger",19/01/1999 (26),26,1.76,Netherlands,€25.00m,14/01/2025,-,30/05/2025,"['Netherlands', 'Suriname']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/donyell-malen/profil/spieler/326029,176.0
Ansgar Knauff,429874,Frankfurt,Right Winger,"                0
0     Left Winger
1  Right Midfield",10/01/2002 (23),23,1.8,Germany,€15.00m,01/07/2023,30/06/2028,05/06/2025,"['Ghana', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874,180.0
Justin Njinmah,596153,Werder Bremen,Right Winger,"                0
0  Centre-Forward
1     Left Winger",15/11/2000 (25),25,1.85,Germany,€7.00m,05/01/2022,30/06/2027,05/06/2025,"['Germany', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/justin-njinmah/profil/spieler/596153,185.0
Marco Pašalić,395928,Orlando,Right Winger,"                0
0     Left Winger
1  Right Midfield",14/09/2000 (25),25,1.77,Croatia,€6.00m,05/02/2025,31/12/2027,12/09/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marco-pasalic/profil/spieler/395928,177.0
Göktan Gürpüz,655912,Genclerbirligi,Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",22/01/2003 (22),22,1.78,Türkiye,€1.50m,31/07/2025,30/06/2026,01/10/2025,"['Türkiye', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/goktan-gurpuz/profil/spieler/655912,178.0
Erling Haaland,418560,Man City,Centre-Forward,,21/07/2000 (25),25,1.95,Norway,€180.00m,01/07/2022,30/06/2034,30/05/2025,"['England', 'Norway']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,195.0
Youssoufa Moukoko,467720,Copenhagen,Centre-Forward,"                0
0  Second Striker",20/11/2004 (21),21,1.79,Germany,€10.00m,01/07/2025,30/06/2030,03/06/2025,"['Cameroon', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720,179.0
Steffen Tigges,296879,SC Paderborn,Centre-Forward,,31/07/1998 (27),27,1.94,Germany,€700k,06/08/2025,30/06/2027,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/steffen-tigges/profil/spieler/296879,194.0
Péter Gulácsi,57071,Leipzig,Goalkeeper,,06/05/1990 (35),35,1.93,Hungary,€2.00m,01/07/2015,30/06/2026,05/06/2025,['Hungary'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/peter-gulacsi/profil/spieler/57071,193.0
Josep Martínez,388516,Inter,Goalkeeper,,27/05/1998 (27),27,1.91,Spain,€12.00m,09/07/2024,30/06/2029,17/06/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/josep-martinez/profil/spieler/388516,191.0
Philipp Tschauner,21726,Retired,Goalkeeper,,03/11/1985 (40),40,1.96,Germany,,,,,['Germany'],Leipzig,01/07/2022,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/philipp-tschauner/profil/spieler/21726,196.0
Fabian Eutinger,692463,DJK Vilzing,Goalkeeper,,12/10/2003 (22),22,1.87,Germany,€50k,01/07/2025,30/06/2027,05/09/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/fabian-eutinger/profil/spieler/692463,187.0
Josko Gvardiol,475959,Man City,Centre-Back,"           0
0  Left-Back",23/01/2002 (23),23,1.85,Croatia,€75.00m,05/08/2023,30/06/2028,30/05/2025,['Croatia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,185.0
Mohamed Simakan,666234,Al-Nassr,Centre-Back,"            0
0  Right-Back",03/05/2000 (25),25,1.87,France,€23.00m,01/07/2025,30/06/2029,27/05/2025,"['France', 'Guinea']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234,187.0
Lukas Klostermann,215599,Leipzig,Centre-Back,"            0
0  Right-Back",03/06/1996 (29),29,1.89,Germany,€5.00m,22/08/2014,30/06/2028,14/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599,189.0
Willi Orbán,93740,Leipzig,Centre-Back,"                    0
0  Defensive Midfield",03/11/1992 (33),33,1.86,Hungary,€8.00m,01/07/2015,30/06/2027,05/06/2025,"['Hungary', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/willi-orban/profil/spieler/93740,186.0
Marcel Halstenberg,70243,Germ. Grasdorf,Centre-Back,"               0
0      Left-Back
1  Left Midfield",27/09/1991 (34),34,1.88,Germany,,01/07/2025,30/06/2026,,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marcel-halstenberg/profil/spieler/70243,188.0
David Lelle,574199,B. Dortmund II,Centre-Back,,09/03/2003 (22),22,1.9,Germany,€200k,01/07/2024,30/06/2026,11/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/david-lelle/profil/spieler/574199,190.0
Angeliño,277179,Roma,Left-Back,"               0
0  Left Midfield
1    Centre-Back",04/01/1997 (28),28,1.71,Spain,€20.00m,01/07/2024,30/06/2028,17/06/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/angelino/profil/spieler/277179,171.0
Konrad Laimer,223967,Bayern Munich,Right-Back,"                    0
0  Defensive Midfield
1    Central Midfield",27/05/1997 (28),28,1.8,Austria,€25.00m,01/07/2023,30/06/2027,05/06/2025,['Austria'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,180.0
Nordi Mukiele,348026,Sunderland,Right-Back,"                0
0     Centre-Back
1  Right Midfield",01/11/1997 (28),28,1.87,France,€10.00m,17/08/2025,30/06/2029,05/06/2025,"['France', 'DR Congo']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026,187.0
Benjamin Henrichs,202591,Leipzig,Right-Back,"                0
0  Right Midfield
1       Left-Back",23/02/1997 (28),28,1.85,Germany,€12.00m,01/07/2021,30/06/2028,14/10/2025,"['Ghana', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,185.0
Hugo Novoa,668276,CD Mirandés,Right-Back,"                0
0    Right Winger
1  Centre-Forward",24/01/2003 (22),22,1.82,Spain,€1.50m,01/09/2025,30/06/2026,09/06/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hugo-novoa/profil/spieler/668276,182.0
Solomon Bonnah,508637,Vitesse,Right-Back,"                0
0  Right Midfield
1       Left-Back",19/08/2003 (22),22,1.68,Netherlands,€300k,25/09/2025,30/06/2027,06/06/2025,"['Ghana', 'Netherlands']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/solomon-bonnah/profil/spieler/508637,168.0
Tyler Adams,332705,Bournemouth,Defensive Midfield,"                0
0  Right Midfield
1      Right-Back",14/02/1999 (26),26,1.75,United States,€20.00m,20/08/2023,30/06/2028,17/10/2025,['United States'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/tyler-adams/profil/spieler/332705,175.0
