Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
samuel edozie,southampton,Premier-League,2024-2025,2,0,4,1,
ronnie edwards,southampton,Premier-League,2024-2025,0,0,0,0,
anthony elanga,nottham forest,Premier-League,2024-2025,9,18,185,89,0.39299999999999996
harvey elliott,liverpool,Premier-League,2024-2025,0,1,12,15,0.33299999999999996
yunus emre konak,brentford,Premier-League,2024-2025,3,0,0,2,0.35700000000000004
julio enciso,ipswich town,Premier-League,2024-2025,9,0,21,43,0.32
julio enciso,brighton,Premier-League,2024-2025,3,0,20,15,0.545
wataru endo,liverpool,Premier-League,2024-2025,15,0,1,14,0.429
christian eriksen,manchester utd,Premier-League,2024-2025,8,0,85,62,0.25
romain esse,crystal palace,Premier-League,2024-2025,2,0,0,9,0.6
pervis estupinan,brighton,Premier-League,2024-2025,36,3,119,147,0.639
evanilson,bournemouth,Premier-League,2024-2025,37,20,0,67,0.40399999999999997
jake evans,leicester city,Premier-League,2024-2025,0,0,0,0,0.0
jonny evans,manchester utd,Premier-League,2024-2025,5,0,0,16,0.75
eberechi eze,crystal palace,Premier-League,2024-2025,13,9,112,146,0.159
ukasz fabianski,west ham,Premier-League,2024-2025,2,0,0,5,0.75
wout faes,leicester city,Premier-League,2024-2025,23,1,5,90,0.556
abdul fatawu issahaku,leicester city,Premier-League,2024-2025,11,2,30,38,0.519
joao felix,chelsea,Premier-League,2024-2025,6,1,0,22,0.444
evan ferguson,west ham,Premier-League,2024-2025,1,0,0,8,0.33299999999999996
evan ferguson,brighton,Premier-League,2024-2025,3,0,0,10,0.308
bruno fernandes,manchester utd,Premier-League,2024-2025,32,2,186,213,0.44
mateus fernandes,southampton,Premier-League,2024-2025,46,4,113,179,0.625
enzo fernandez,chelsea,Premier-League,2024-2025,52,2,109,156,0.326
mark flekken,brentford,Premier-League,2024-2025,0,0,0,39,1.0
phil foden,manchester city,Premier-League,2024-2025,5,3,80,61,0.25
wesley fofana,chelsea,Premier-League,2024-2025,24,0,1,54,0.6920000000000001
carlos forbs,wolves,Premier-League,2024-2025,2,0,9,11,0.25
fraser forster,tottenham,Premier-League,2024-2025,0,0,0,1,1.0
matheus franca,crystal palace,Premier-League,2024-2025,0,0,1,3,0.33299999999999996
ryan fraser,southampton,Premier-League,2024-2025,1,1,12,10,0.4
tyler fredricson,manchester utd,Premier-League,2024-2025,0,0,0,12,0.583
niclas fullkrug,west ham,Premier-League,2024-2025,21,10,1,18,0.429
cody gakpo,liverpool,Premier-League,2024-2025,20,5,74,77,0.395
idrissa gana gueye,everton,Premier-League,2024-2025,55,0,7,194,0.615
andres garcia,aston villa,Premier-League,2024-2025,1,0,18,15,0.0
alejandro garnacho,manchester utd,Premier-League,2024-2025,12,10,56,108,0.111
james garner,everton,Premier-League,2024-2025,20,0,57,73,0.45799999999999996
tyrique george,chelsea,Premier-League,2024-2025,3,2,3,4,0.0
morgan gibbswhite,nottham forest,Premier-League,2024-2025,38,7,45,127,0.42100000000000004
billy gilmour,brighton,Premier-League,2024-2025,2,0,1,5,
ben godfrey,ipswich town,Premier-League,2024-2025,1,0,0,2,1.0
martial godo,fulham,Premier-League,2024-2025,1,0,1,1,0.0
michael golding,leicester city,Premier-League,2024-2025,0,0,0,0,
joao gomes,wolves,Premier-League,2024-2025,70,1,29,200,0.297
rodrigo gomes,wolves,Premier-League,2024-2025,4,0,23,28,0.32
toti gomes,wolves,Premier-League,2024-2025,24,4,13,116,0.6709999999999999
diego gomez,brighton,Premier-League,2024-2025,8,1,12,32,0.7140000000000001
joe gomez,liverpool,Premier-League,2024-2025,2,0,2,34,0.6920000000000001
nicolas gonzalez,manchester city,Premier-League,2024-2025,13,0,1,31,0.5710000000000001
anthony gordon,newcastle utd,Premier-League,2024-2025,20,8,131,97,0.5
ryan gravenberch,liverpool,Premier-League,2024-2025,47,0,7,193,0.65
archie gray,tottenham,Premier-League,2024-2025,17,0,17,69,0.5
jack grealish,manchester city,Premier-League,2024-2025,5,0,20,26,0.125
jacob greaves,ipswich town,Premier-League,2024-2025,16,1,1,61,0.675
brajan gruda,brighton,Premier-League,2024-2025,7,1,29,26,0.375
albert grnbaek,southampton,Premier-League,2024-2025,0,0,1,6,1.0
goncalo guedes,wolves,Premier-League,2024-2025,15,3,22,36,0.278
marc guehi,crystal palace,Premier-League,2024-2025,24,1,13,146,0.54
luis guilherme,west ham,Premier-League,2024-2025,0,0,8,7,0.667
bruno guimaraes,newcastle utd,Premier-League,2024-2025,65,2,28,188,0.486
marc guiu,chelsea,Premier-League,2024-2025,0,0,0,2,0.0
ilkay gundogan,manchester city,Premier-League,2024-2025,15,1,60,116,0.56
malo gusto,chelsea,Premier-League,2024-2025,20,2,53,119,0.375
josko gvardiol,manchester city,Premier-League,2024-2025,16,3,22,137,0.568
erling haaland,manchester city,Premier-League,2024-2025,24,4,3,34,0.5329999999999999
lewis hall,newcastle utd,Premier-League,2024-2025,9,1,110,119,0.49200000000000005
ali al hamadi,ipswich town,Premier-League,2024-2025,8,1,0,4,0.35700000000000004
marcus harness,ipswich town,Premier-League,2024-2025,0,1,0,2,
jack harrison,everton,Premier-League,2024-2025,13,4,131,73,0.125
taylor harwoodbellis,southampton,Premier-League,2024-2025,35,0,10,123,0.563
kai havertz,arsenal,Premier-League,2024-2025,38,14,11,41,0.447
ayden heaven,manchester utd,Premier-League,2024-2025,4,0,0,11,0.4
jan paul van hecke,brighton,Premier-League,2024-2025,25,0,11,131,0.621
hwang heechan,wolves,Premier-League,2024-2025,6,0,8,28,0.25
dean henderson,crystal palace,Premier-League,2024-2025,0,0,0,26,0.917
rico henry,brentford,Premier-League,2024-2025,2,0,2,7,0.667
mads hermansen,leicester city,Premier-League,2024-2025,0,0,0,17,0.8
son heungmin,tottenham,Premier-League,2024-2025,6,12,78,85,0.33299999999999996
james hill,bournemouth,Premier-League,2024-2025,7,0,10,13,0.5379999999999999
jack hinshelwood,brighton,Premier-League,2024-2025,18,0,27,63,0.556
george hirst,ipswich town,Premier-League,2024-2025,13,3,3,12,0.5820000000000001
mason holgate,everton,Premier-League,2024-2025,0,0,0,0,0.0
harry howell,brighton,Premier-League,2024-2025,0,0,0,0,
callum hudsonodoi,nottham forest,Premier-League,2024-2025,12,8,79,92,0.231
will hughes,crystal palace,Premier-League,2024-2025,65,0,71,121,0.514
dean huijsen,bournemouth,Premier-League,2024-2025,31,2,12,105,0.607
omari hutchinson,ipswich town,Premier-League,2024-2025,30,6,81,110,0.188
rasmus hjlund,manchester utd,Premier-League,2024-2025,17,13,8,35,0.248
igor,brighton,Premier-League,2024-2025,9,0,4,42,0.5710000000000001
danny ings,west ham,Premier-League,2024-2025,0,0,3,9,0.444
tim iroegbunam,everton,Premier-League,2024-2025,15,0,1,51,0.733
andy irving,west ham,Premier-League,2024-2025,6,0,2,10,0.5
alexander isak,newcastle utd,Premier-League,2024-2025,27,20,16,55,0.321
alex iwobi,fulham,Premier-League,2024-2025,19,5,126,140,0.184
nicolas jackson,chelsea,Premier-League,2024-2025,35,23,3,48,0.368
reece james,chelsea,Premier-League,2024-2025,8,0,43,66,0.7190000000000001
vitaly janelt,brentford,Premier-League,2024-2025,24,1,30,107,0.633
vitezslav jaros,liverpool,Premier-League,2024-2025,0,0,0,0,
daniel jebbison,bournemouth,Premier-League,2024-2025,2,0,3,10,0.16699999999999998
mathias jensen,brentford,Premier-League,2024-2025,7,0,33,48,0.615
gabriel jesus,arsenal,Premier-League,2024-2025,14,9,7,28,0.33299999999999996
raul jimenez,fulham,Premier-League,2024-2025,39,15,23,80,0.479
kim jisoo,brentford,Premier-League,2024-2025,1,0,0,0,
joao pedro,brighton,Premier-League,2024-2025,26,2,22,59,0.488
joelinton,newcastle utd,Premier-League,2024-2025,58,7,16,149,0.562
ben johnson,ipswich town,Premier-League,2024-2025,27,1,37,57,0.514
brennan johnson,tottenham,Premier-League,2024-2025,27,12,53,63,0.259
sam johnstone,wolves,Premier-League,2024-2025,0,0,0,9,1.0
curtis jones,liverpool,Premier-League,2024-2025,18,1,8,97,0.519
jorginho,arsenal,Premier-League,2024-2025,15,0,1,55,0.14300000000000002
diogo jota,liverpool,Premier-League,2024-2025,23,1,8,41,0.40700000000000003
james justin,leicester city,Premier-League,2024-2025,29,2,57,88,0.556
filip jrgensen,chelsea,Premier-League,2024-2025,1,0,0,5,
ferdi kadioglu,brighton,Premier-League,2024-2025,5,1,9,14,0.75
daichi kamada,crystal palace,Premier-League,2024-2025,28,2,31,89,0.235
boubacar kamara,aston villa,Premier-League,2024-2025,30,0,1,87,0.447
joachim kayi sanda,southampton,Premier-League,2024-2025,0,0,0,0,0.0
michael kayode,brentford,Premier-League,2024-2025,8,0,10,34,0.6920000000000001
michael keane,everton,Premier-League,2024-2025,9,0,1,26,0.565
caoimhin kelleher,liverpool,Premier-League,2024-2025,0,0,0,18,1.0
lloyd kelly,newcastle utd,Premier-League,2024-2025,5,1,1,19,0.75
milos kerkez,bournemouth,Premier-League,2024-2025,30,3,142,169,0.364
bilal el khannouss,leicester city,Premier-League,2024-2025,30,1,89,92,0.442
abdukodir khusanov,manchester city,Premier-League,2024-2025,3,0,1,27,0.6
max kilman,west ham,Premier-League,2024-2025,23,2,4,146,0.6729999999999999
joshua king,fulham,Premier-League,2024-2025,3,0,2,5,0.33299999999999996
tom king,wolves,Premier-League,2024-2025,0,0,0,0,
antonin kinsky,tottenham,Premier-League,2024-2025,0,0,0,6,1.0
jakub kiwior,arsenal,Premier-League,2024-2025,10,1,2,31,0.45799999999999996
justin kluivert,bournemouth,Premier-League,2024-2025,47,5,85,78,0.222
ibrahima konate,liverpool,Premier-League,2024-2025,27,0,0,98,0.718
ezri konsa,aston villa,Premier-League,2024-2025,9,1,5,97,0.574
mateo kovacic,manchester city,Premier-League,2024-2025,24,0,0,114,0.526
caleb kporha,crystal palace,Premier-League,2024-2025,0,0,2,1,0.0
emil krafth,newcastle utd,Premier-League,2024-2025,5,0,2,19,0.5
mohammed kudus,west ham,Premier-League,2024-2025,39,18,81,138,0.21600000000000003
dejan kulusevski,tottenham,Premier-League,2024-2025,48,5,89,121,0.4
maxence lacroix,crystal palace,Premier-League,2024-2025,34,1,7,130,0.545
adam lallana,southampton,Premier-League,2024-2025,8,0,4,19,0.5
tariq lamptey,brighton,Premier-League,2024-2025,15,0,28,39,0.067
will lankshear,tottenham,Premier-League,2024-2025,2,0,0,0,
romeo lavia,chelsea,Premier-League,2024-2025,16,0,0,40,0.667
mario lemina,wolves,Premier-League,2024-2025,17,4,10,73,0.61
bernd leno,fulham,Premier-League,2024-2025,0,0,0,50,0.9
jefferson lerma,crystal palace,Premier-League,2024-2025,35,0,12,154,0.513
rico lewis,manchester city,Premier-League,2024-2025,12,0,6,95,0.3
keane lewispotter,brentford,Premier-League,2024-2025,18,4,78,146,0.435
myles lewisskelly,arsenal,Premier-League,2024-2025,11,0,10,53,0.524
matthijs de ligt,manchester utd,Premier-League,2024-2025,16,2,6,68,0.667
pedro lima,wolves,Premier-League,2024-2025,1,1,5,3,0.0
victor lindelof,manchester utd,Premier-League,2024-2025,8,0,1,29,0.531
jesper lindstrm,everton,Premier-League,2024-2025,15,1,71,70,0.33299999999999996
valentino livramento,newcastle utd,Premier-League,2024-2025,6,2,52,189,0.435
sean longstaff,newcastle utd,Premier-League,2024-2025,9,0,5,31,0.5
sasa lukic,fulham,Premier-League,2024-2025,66,0,62,109,0.43200000000000005
joe lumley,southampton,Premier-League,2024-2025,0,0,0,2,0.667
massimo luongo,ipswich town,Premier-League,2024-2025,1,0,1,10,1.0
ian maatsen,aston villa,Premier-League,2024-2025,11,3,51,67,0.625
alexis mac allister,liverpool,Premier-League,2024-2025,62,2,86,148,0.358
james maddison,tottenham,Premier-League,2024-2025,32,4,98,76,0.41700000000000004
noni madueke,chelsea,Premier-League,2024-2025,22,5,63,84,0.36700000000000005
gabriel magalhaes,arsenal,Premier-League,2024-2025,19,0,9,63,0.589
edmondparis maghoma,brentford,Premier-League,2024-2025,2,0,3,7,0.25
harry maguire,manchester utd,Premier-League,2024-2025,18,2,4,68,0.7190000000000001
kobbie mainoo,manchester utd,Premier-League,2024-2025,27,3,7,88,0.38
tyrell malacia,manchester utd,Premier-League,2024-2025,3,0,1,3,
donyell malen,aston villa,Premier-League,2024-2025,1,2,8,9,0.5
mateus mane,wolves,Premier-League,2024-2025,0,0,0,0,1.0
orel mangala,everton,Premier-League,2024-2025,24,2,6,49,0.429
ryan manning,southampton,Premier-League,2024-2025,19,0,84,65,0.7140000000000001
solly march,brighton,Premier-League,2024-2025,2,3,20,7,0.33299999999999996
omar marmoush,manchester city,Premier-League,2024-2025,15,10,28,37,0.313
gabriel martinelli,arsenal,Premier-League,2024-2025,16,8,92,78,0.304
emiliano martinez,aston villa,Premier-League,2024-2025,2,0,0,34,0.909
lisandro martinez,manchester utd,Premier-League,2024-2025,22,0,9,81,0.552
pape matar sarr,tottenham,Premier-League,2024-2025,34,2,14,115,0.43
jeanphilippe mateta,crystal palace,Premier-League,2024-2025,27,21,26,68,0.371
stephy mavididi,leicester city,Premier-League,2024-2025,18,3,69,83,0.375
konstantinos mavropanos,west ham,Premier-League,2024-2025,17,3,2,77,0.695
noussair mazraoui,manchester utd,Premier-League,2024-2025,38,4,23,149,0.625
bryan mbeumo,brentford,Premier-League,2024-2025,25,11,202,156,0.315
james mcatee,manchester city,Premier-League,2024-2025,6,0,8,8,0.4
kasey mcateer,leicester city,Premier-League,2024-2025,18,3,21,45,0.433
alex mccarthy,southampton,Premier-League,2024-2025,0,0,0,4,1.0
john mcginn,aston villa,Premier-League,2024-2025,43,3,60,100,0.586
dwight mcneil,everton,Premier-League,2024-2025,6,1,105,76,0.15
scott mctominay,manchester utd,Premier-League,2024-2025,0,0,0,1,1.0
ben mee,brentford,Premier-League,2024-2025,5,0,0,11,0.5
jayden meghoma,brentford,Premier-League,2024-2025,0,0,0,1,
mikel merino,arsenal,Premier-League,2024-2025,41,7,13,86,0.518
shumaira mheuka,chelsea,Premier-League,2024-2025,0,0,0,0,1.0
nikola milenkovic,nottham forest,Premier-League,2024-2025,20,2,0,85,0.721
lewis miley,newcastle utd,Premier-League,2024-2025,3,0,0,16,0.462
james milner,brighton,Premier-League,2024-2025,3,0,8,2,0.0
tyrone mings,aston villa,Premier-League,2024-2025,4,0,1,38,0.551
yankuba minteh,brighton,Premier-League,2024-2025,21,6,91,85,0.33299999999999996
tyrick mitchell,crystal palace,Premier-League,2024-2025,23,2,105,168,0.488
kaoru mitoma,brighton,Premier-League,2024-2025,40,5,75,99,0.491
jakub moder,brighton,Premier-League,2024-2025,0,0,1,2,0.0
jeremy monga,leicester city,Premier-League,2024-2025,0,0,4,10,0.0
mikey moore,tottenham,Premier-League,2024-2025,3,3,16,11,0.14300000000000002
morato,nottham forest,Premier-League,2024-2025,11,0,0,36,0.3
alex moreno,nottham forest,Premier-League,2024-2025,12,0,19,50,0.214
sam morsy,ipswich town,Premier-League,2024-2025,48,0,15,157,0.429
yerson mosquera,wolves,Premier-League,2024-2025,6,1,2,24,0.647
mason mount,manchester utd,Premier-League,2024-2025,16,1,13,18,0.33299999999999996
divin mubama,manchester city,Premier-League,2024-2025,0,0,0,1,0.0
mykhailo mudryk,chelsea,Premier-League,2024-2025,2,1,7,9,0.33299999999999996
marshall munetsi,wolves,Premier-League,2024-2025,19,3,10,35,0.5579999999999999
rodrigo muniz,fulham,Premier-League,2024-2025,11,3,1,14,0.515
daniel munoz,crystal palace,Premier-League,2024-2025,56,15,74,171,0.426
arijanet muric,ipswich town,Premier-League,2024-2025,0,0,0,26,0.917
murillo,nottham forest,Premier-League,2024-2025,27,0,14,142,0.667
jacob murphy,newcastle utd,Premier-League,2024-2025,11,3,120,98,0.23800000000000002
vitaliy mykolenko,everton,Premier-League,2024-2025,22,3,101,88,0.56
iliman ndiaye,everton,Premier-League,2024-2025,24,5,38,172,0.24
wilfred ndidi,leicester city,Premier-League,2024-2025,39,3,30,127,0.508
kosta nedeljkovic,aston villa,Premier-League,2024-2025,0,0,1,4,0.0
reiss nelson,arsenal,Premier-League,2024-2025,1,0,0,0,
reiss nelson,fulham,Premier-League,2024-2025,6,1,23,29,0.0
neto,bournemouth,Premier-League,2024-2025,0,0,0,3,
pedro neto,chelsea,Premier-League,2024-2025,21,3,149,81,0.268
eddie nketiah,crystal palace,Premier-League,2024-2025,31,5,5,26,0.35600000000000004
christopher nkunku,chelsea,Premier-League,2024-2025,16,3,4,29,0.42100000000000004
gustavo nunes,brentford,Premier-League,2024-2025,0,0,0,0,
matheus nunes,manchester city,Premier-League,2024-2025,30,6,45,70,0.424
darwin nunez,liverpool,Premier-League,2024-2025,27,12,3,41,0.377
ethan nwaneri,arsenal,Premier-League,2024-2025,9,6,54,34,0.33299999999999996
christian nrgaard,brentford,Premier-League,2024-2025,44,1,17,193,0.62
jake obrien,everton,Premier-League,2024-2025,13,3,18,52,0.5770000000000001
matt oriley,brighton,Premier-League,2024-2025,16,2,51,29,0.385
dara oshea,ipswich town,Premier-League,2024-2025,21,3,8,110,0.573
chidozie obimartin,manchester utd,Premier-League,2024-2025,3,0,0,9,0.33299999999999996
wilson odobert,tottenham,Premier-League,2024-2025,2,1,25,34,0.33299999999999996
chiedozie ogbene,ipswich town,Premier-League,2024-2025,2,1,4,6,0.14300000000000002
caleb okoli,leicester city,Premier-League,2024-2025,16,0,1,44,0.523
robin olsen,aston villa,Premier-League,2024-2025,0,0,0,2,
amadou onana,aston villa,Premier-League,2024-2025,32,0,2,72,0.604
andre onana,manchester utd,Premier-League,2024-2025,0,0,0,34,1.0
paul onuachu,southampton,Premier-League,2024-2025,28,10,0,19,0.612
frank onyeka,brentford,Premier-League,2024-2025,2,0,0,2,
lewis orford,west ham,Premier-League,2024-2025,0,0,1,7,0.0
stefan ortega,manchester city,Premier-League,2024-2025,1,0,0,8,1.0
william osula,newcastle utd,Premier-League,2024-2025,4,1,4,2,0.75
dango ouattara,bournemouth,Premier-League,2024-2025,16,14,88,92,0.41700000000000004
nico oreilly,manchester city,Premier-League,2024-2025,6,1,8,31,0.4
alex palmer,ipswich town,Premier-League,2024-2025,1,0,0,17,1.0
cole palmer,chelsea,Premier-League,2024-2025,15,7,144,106,0.222
emerson palmieri,west ham,Premier-League,2024-2025,25,0,64,84,0.474
lucas paqueta,west ham,Premier-League,2024-2025,53,6,29,149,0.457
thomas partey,arsenal,Premier-League,2024-2025,45,1,12,138,0.509
nathan patterson,everton,Premier-League,2024-2025,6,0,14,12,0.125
andreas pereira,fulham,Premier-League,2024-2025,28,1,171,100,0.361
ricardo pereira,leicester city,Premier-League,2024-2025,6,0,3,19,0.667
kalvin phillips,ipswich town,Premier-League,2024-2025,28,0,20,68,0.24100000000000002
jaden philogene bidace,aston villa,Premier-League,2024-2025,12,1,4,21,0.0
jaden philogene bidace,ipswich town,Premier-League,2024-2025,8,1,13,23,0.625
jordan pickford,everton,Premier-League,2024-2025,0,0,0,36,0.833
ethan pinnock,brentford,Premier-League,2024-2025,8,0,9,50,0.594
daniel podence,wolves,Premier-League,2024-2025,0,0,1,1,0.0
alfie pond,wolves,Premier-League,2024-2025,0,0,0,0,
nick pope,newcastle utd,Premier-League,2024-2025,2,0,0,24,0.917
pedro porro,tottenham,Premier-League,2024-2025,25,1,196,152,0.34299999999999997
jarell quansah,liverpool,Premier-League,2024-2025,9,0,2,19,0.41200000000000003
aaron ramsdale,southampton,Premier-League,2024-2025,1,0,0,23,1.0
jacob ramsey,aston villa,Premier-League,2024-2025,13,5,12,83,0.35
marcus rashford,manchester utd,Premier-League,2024-2025,8,7,27,24,0.41700000000000004
marcus rashford,aston villa,Premier-League,2024-2025,1,1,28,14,0.111
david raya,arsenal,Premier-League,2024-2025,1,0,0,41,1.0
harrison reed,fulham,Premier-League,2024-2025,6,0,6,10,0.33299999999999996
remy reesdottin,bournemouth,Premier-League,2024-2025,0,0,0,0,
sergio reguilon,tottenham,Premier-League,2024-2025,2,0,12,14,0.7140000000000001
vitor reis,manchester city,Premier-League,2024-2025,0,0,0,0,
chadi riad,crystal palace,Premier-League,2024-2025,1,0,0,4,0.33299999999999996
declan rice,arsenal,Premier-League,2024-2025,21,2,164,156,0.597
chris richards,crystal palace,Premier-League,2024-2025,11,1,5,51,0.539
richarlison,tottenham,Premier-League,2024-2025,7,3,7,11,0.303
andrew robertson,liverpool,Premier-League,2024-2025,11,3,147,105,0.33299999999999996
antonee robinson,fulham,Premier-League,2024-2025,31,7,170,157,0.6579999999999999
jay robinson,southampton,Premier-League,2024-2025,3,0,1,12,0.0
rodri,manchester city,Premier-League,2024-2025,1,0,0,7,1.0
guido rodriguez,west ham,Premier-League,2024-2025,18,2,5,53,0.611
mads roerslev,brentford,Premier-League,2024-2025,6,0,31,39,0.41700000000000004
morgan rogers,aston villa,Premier-League,2024-2025,50,2,27,119,0.2
cristian romero,tottenham,Premier-League,2024-2025,14,2,3,90,0.603
georginio rutter,brighton,Premier-League,2024-2025,34,7,9,66,0.35200000000000004
jose sa,wolves,Premier-League,2024-2025,4,0,0,37,0.917
bukayo saka,arsenal,Premier-League,2024-2025,15,7,117,70,0.33299999999999996
mohamed salah,liverpool,Premier-League,2024-2025,25,18,79,101,0.391
william saliba,arsenal,Premier-League,2024-2025,28,1,3,154,0.629
robert sanchez,chelsea,Premier-League,2024-2025,2,0,0,43,1.0
jadon sancho,chelsea,Premier-League,2024-2025,6,6,25,99,0.353
ibrahim sangare,nottham forest,Premier-League,2024-2025,15,0,2,42,0.5
pablo sarabia,wolves,Premier-League,2024-2025,16,5,47,34,0.263
jeremy sarmiento,brighton,Premier-League,2024-2025,0,0,0,1,
ismaila sarr,crystal palace,Premier-League,2024-2025,14,11,55,113,0.41600000000000004
savio,manchester city,Premier-League,2024-2025,17,3,84,79,0.33299999999999996
oliver scarles,west ham,Premier-League,2024-2025,5,1,15,34,0.5
dane scarlett,tottenham,Premier-League,2024-2025,0,1,0,3,1.0
kevin schade,brentford,Premier-League,2024-2025,21,13,38,83,0.529
fabian schar,newcastle utd,Premier-League,2024-2025,35,4,13,134,0.441
jeffrey schlupp,crystal palace,Premier-League,2024-2025,1,0,4,6,0.429
alex scott,bournemouth,Premier-League,2024-2025,17,0,7,52,0.5
matz sels,nottham forest,Premier-League,2024-2025,1,0,0,17,0.882
nelson semedo,wolves,Premier-League,2024-2025,48,4,63,139,0.4
antoine semenyo,bournemouth,Premier-League,2024-2025,73,15,59,158,0.465
marcos senesi,bournemouth,Premier-League,2024-2025,22,0,11,71,0.525
ryan sessegnon,fulham,Premier-League,2024-2025,20,1,16,30,0.42100000000000004
luke shaw,manchester utd,Premier-League,2024-2025,3,0,11,9,0.6
zain silcottduberry,bournemouth,Premier-League,2024-2025,0,0,0,0,0.0
bernardo silva,manchester city,Premier-League,2024-2025,27,3,60,107,0.33299999999999996
jota silva,nottham forest,Premier-League,2024-2025,24,8,21,43,0.41200000000000003
eric da silva moreira,nottham forest,Premier-League,2024-2025,0,0,0,2,
jahmai simpsonpusey,manchester city,Premier-League,2024-2025,0,0,0,3,0.25
luis sinisterra,bournemouth,Premier-League,2024-2025,4,1,7,17,0.3
oliver skipp,leicester city,Premier-League,2024-2025,21,0,5,46,0.667
william smallbone,southampton,Premier-League,2024-2025,11,0,36,23,0.4
adam smith,bournemouth,Premier-League,2024-2025,19,0,33,50,0.483
emile smith rowe,fulham,Premier-League,2024-2025,19,4,16,75,0.231
dominic solanke,tottenham,Premier-League,2024-2025,36,5,4,38,0.434
carlos soler,west ham,Premier-League,2024-2025,26,0,34,64,0.455
julio soler,bournemouth,Premier-League,2024-2025,0,0,1,0,
ramon sosa,nottham forest,Premier-League,2024-2025,6,3,8,25,0.364
tomas soucek,west ham,Premier-League,2024-2025,47,4,14,63,0.5760000000000001
boubakary soumare,leicester city,Premier-League,2024-2025,24,0,10,140,0.6559999999999999
djed spence,tottenham,Premier-League,2024-2025,21,2,25,109,0.6
jay stansfield,fulham,Premier-League,2024-2025,1,0,0,0,
jason steele,brighton,Premier-League,2024-2025,0,0,0,7,0.5
jack stephens,southampton,Premier-League,2024-2025,13,1,1,44,0.375
raheem sterling,arsenal,Premier-League,2024-2025,12,4,16,16,0.25
ross stewart,southampton,Premier-League,2024-2025,7,1,0,6,0.361
jakub stolarczyk,leicester city,Premier-League,2024-2025,0,0,0,8,1.0
john stones,manchester city,Premier-League,2024-2025,2,0,0,22,0.5710000000000001
jrgen strand larsen,wolves,Premier-League,2024-2025,46,16,6,42,0.401
yukinari sugawara,southampton,Premier-League,2024-2025,15,4,70,44,0.35700000000000004
kamaldeen sulemana,southampton,Premier-League,2024-2025,22,3,26,63,0.325
crysencio summerville,west ham,Premier-League,2024-2025,9,4,21,38,0.308
sammie szmodics,ipswich town,Premier-League,2024-2025,9,8,14,42,0.353
dominik szoboszlai,liverpool,Premier-League,2024-2025,44,4,41,133,0.452
matt targett,newcastle utd,Premier-League,2024-2025,0,0,1,2,
james tarkowski,everton,Premier-League,2024-2025,35,2,1,98,0.7559999999999999
marcus tavernier,bournemouth,Premier-League,2024-2025,34,4,108,119,0.441
charlie taylor,southampton,Premier-League,2024-2025,2,0,9,10,0.75
jack taylor,ipswich town,Premier-League,2024-2025,16,0,7,53,0.467
mathys tel,tottenham,Premier-League,2024-2025,14,1,35,38,0.364
kenny tete,fulham,Premier-League,2024-2025,35,1,38,74,0.522
thiago,brentford,Premier-League,2024-2025,3,1,2,12,0.583
luke thomas,leicester city,Premier-League,2024-2025,16,0,29,42,0.542
youri tielemans,aston villa,Premier-League,2024-2025,41,0,119,145,0.55
kieran tierney,arsenal,Premier-League,2024-2025,1,2,14,6,0.5
jurrien timber,arsenal,Premier-League,2024-2025,31,6,28,94,0.524
jeanclair todibo,west ham,Premier-League,2024-2025,16,0,3,79,0.519
harry toffolo,nottham forest,Premier-League,2024-2025,1,0,4,2,1.0
takehiro tomiyasu,arsenal,Premier-League,2024-2025,0,0,0,0,
sandro tonali,newcastle utd,Premier-League,2024-2025,37,2,54,177,0.5
pau torres,aston villa,Premier-League,2024-2025,8,0,3,62,0.38299999999999995
conor townsend,ipswich town,Premier-League,2024-2025,2,0,12,8,0.6
adama traore,fulham,Premier-League,2024-2025,24,1,100,87,0.49
boubacar traore,wolves,Premier-League,2024-2025,0,0,0,0,0.0
mark travers,bournemouth,Premier-League,2024-2025,0,0,0,3,1.0
ryan trevitt,brentford,Premier-League,2024-2025,0,0,0,2,
kieran trippier,newcastle utd,Premier-League,2024-2025,16,2,82,68,0.595
leandro trossard,arsenal,Premier-League,2024-2025,27,6,86,104,0.2
kostas tsimikas,liverpool,Premier-League,2024-2025,9,1,64,31,0.385
axel tuanzebe,ipswich town,Premier-League,2024-2025,17,0,10,49,0.55
destiny udogie,tottenham,Premier-League,2024-2025,29,3,19,111,0.5
manuel ugarte,manchester utd,Premier-League,2024-2025,41,0,7,122,0.5
lesley ugochukwu,southampton,Premier-League,2024-2025,31,0,6,67,0.526
enes unal,bournemouth,Premier-League,2024-2025,6,1,4,16,0.522
hakon valdimarsson,brentford,Premier-League,2024-2025,0,0,0,1,1.0
virgil van dijk,liverpool,Premier-League,2024-2025,17,0,1,115,0.721
jamie vardy,leicester city,Premier-League,2024-2025,25,27,11,39,0.47600000000000003
renato veiga,chelsea,Premier-League,2024-2025,6,1,0,9,0.5
joel veltman,brighton,Premier-League,2024-2025,27,0,24,68,0.5379999999999999
micky van de ven,tottenham,Premier-League,2024-2025,10,0,0,63,0.48700000000000004
bart verbruggen,brighton,Premier-League,2024-2025,0,0,0,59,0.909
jannik vestergaard,leicester city,Premier-League,2024-2025,12,0,0,46,0.578
guglielmo vicario,tottenham,Premier-League,2024-2025,0,0,0,32,1.0
