Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
theo hernandez,milan,Serie-A,2024-2025,1997,33,30,2696,4,3,4,1,93,132,148
hernani,parma,Serie-A,2024-2025,1994,25,15,1327,3,3,7,0,29,78,40
isak hien,atalanta,Serie-A,2024-2025,1999,30,27,2327,0,0,10,0,7,51,3
emil holm,bologna,Serie-A,2024-2025,2000,21,12,1137,1,1,3,0,29,49,43
mats hummels,roma,Serie-A,2024-2025,1988,14,11,915,0,0,1,0,4,26,1
elseid hysaj,lazio,Serie-A,2024-2025,1994,11,4,424,0,3,2,1,4,14,18
arijon ibrahimovic,lazio,Serie-A,2024-2025,2005,1,0,8,0,0,0,0,0,0,0
jay idzes,venezia,Serie-A,2024-2025,2000,35,35,3127,1,0,5,0,15,84,15
jonathan ikone,como,Serie-A,2024-2025,1998,13,5,540,2,0,1,0,23,17,55
jonathan ikone,fiorentina,Serie-A,2024-2025,1998,14,1,334,0,0,0,0,12,13,39
ivan ilic,torino,Serie-A,2024-2025,2001,19,9,920,1,0,4,0,24,45,41
samuel ilingjunior,bologna,Serie-A,2024-2025,2003,7,0,118,1,0,0,0,5,7,27
alessio iovine,como,Serie-A,2024-2025,1991,10,3,387,0,0,2,0,9,6,8
gustav isaksen,lazio,Serie-A,2024-2025,2001,37,29,2210,4,2,5,0,95,46,249
ardian ismajli,empoli,Serie-A,2024-2025,1996,29,29,2508,0,0,3,0,3,38,1
armando izzo,monza,Serie-A,2024-2025,1992,30,28,2435,1,1,12,0,12,72,12
fellipe jack,como,Serie-A,2024-2025,2006,7,1,171,0,0,2,0,2,8,1
ali jasim,como,Serie-A,2024-2025,2004,2,0,10,0,0,0,0,1,1,1
gaby jean,lecce,Serie-A,2024-2025,2000,19,16,1388,0,0,0,0,8,42,3
juan jesus,napoli,Serie-A,2024-2025,1991,15,12,1074,0,1,2,0,3,50,2
alex jimenez,milan,Serie-A,2024-2025,2005,22,14,1266,0,1,6,0,55,37,72
orir johann helgason,lecce,Serie-A,2024-2025,2000,21,13,1156,0,4,0,0,20,38,58
jesse joronen,venezia,Serie-A,2024-2025,1993,8,7,703,0,0,0,0,0,0,0
luka jovic,milan,Serie-A,2024-2025,1997,15,6,557,2,0,1,0,8,26,24
mohamed kaba,lecce,Serie-A,2024-2025,2001,15,2,452,0,0,1,0,3,18,8
christian kabasele,udinese,Serie-A,2024-2025,1991,16,12,1161,2,0,0,0,9,44,7
pierre kalulu,juventus,Serie-A,2024-2025,2000,29,25,2337,1,0,2,1,48,117,24
hassane kamara,udinese,Serie-A,2024-2025,1994,30,25,2001,1,4,8,1,52,61,103
yann karamoh,torino,Serie-A,2024-2025,1998,29,10,1046,0,1,2,0,37,28,80
jesper karlsson,bologna,Serie-A,2024-2025,1998,7,3,298,1,0,1,0,6,6,31
jesper karlsson,lecce,Serie-A,2024-2025,1998,13,6,495,1,0,2,0,11,12,32
jesper karlstrom,udinese,Serie-A,2024-2025,1995,37,36,3186,0,3,9,0,23,135,46
lior kasa,genoa,Serie-A,2024-2025,2005,8,2,230,0,0,2,0,1,7,7
grigoris kastanos,hellas verona,Serie-A,2024-2025,1998,27,8,872,1,1,4,0,12,34,27
michael kayode,fiorentina,Serie-A,2024-2025,2004,5,1,127,0,0,0,0,3,8,6
moise kean,fiorentina,Serie-A,2024-2025,2000,32,31,2704,19,3,6,0,42,26,143
mandela keita,parma,Serie-A,2024-2025,2002,30,24,1826,0,2,6,1,13,50,5
lloyd kelly,juventus,Serie-A,2024-2025,1998,12,11,1013,0,0,1,0,10,36,26
marcoliver kempf,como,Serie-A,2024-2025,1995,31,30,2615,0,0,6,1,17,85,4
kialonda,lecce,Serie-A,2024-2025,1997,24,24,2144,0,1,3,0,4,34,5
magnus kofod andersen,venezia,Serie-A,2024-2025,1999,14,7,695,1,1,1,0,7,24,18
sead kolasinac,atalanta,Serie-A,2024-2025,1993,23,23,1903,0,2,7,0,52,142,47
randal kolo muani,juventus,Serie-A,2024-2025,1998,16,13,1160,8,1,0,0,21,20,100
ismael konate,empoli,Serie-A,2024-2025,2006,12,0,116,0,1,0,0,5,2,7
manu kone,roma,Serie-A,2024-2025,2001,34,31,2572,2,1,6,0,70,144,50
teun koopmeiners,juventus,Serie-A,2024-2025,1998,28,23,1994,3,3,3,0,32,89,127
odilon kossounou,atalanta,Serie-A,2024-2025,2001,18,12,1125,0,0,1,0,13,46,14
christian kouame,fiorentina,Serie-A,2024-2025,1997,18,5,622,0,1,1,0,7,16,46
christian kouame,empoli,Serie-A,2024-2025,1997,8,5,507,1,0,0,0,5,13,39
viktor kovalenko,empoli,Serie-A,2024-2025,1996,6,0,77,0,0,0,0,1,4,3
mateusz kowalski,parma,Serie-A,2024-2025,2005,1,1,56,0,0,0,0,0,0,2
thomas kristensen,udinese,Serie-A,2024-2025,2002,24,19,1754,1,0,5,0,19,76,19
nikola krstovic,lecce,Serie-A,2024-2025,2000,37,37,3057,11,5,6,0,42,56,149
khvicha kvaratskhelia,napoli,Serie-A,2024-2025,2001,17,15,1178,5,3,1,0,74,57,89
giorgos kyriakopoulos,monza,Serie-A,2024-2025,1996,34,33,2845,2,4,5,0,67,97,132
mathis lambourde,hellas verona,Serie-A,2024-2025,2006,7,0,89,1,0,1,0,1,0,12
gianluca lapadula,cagliari,Serie-A,2024-2025,1990,12,1,310,0,0,1,0,7,7,16
valentino lazaro,torino,Serie-A,2024-2025,1996,33,26,2307,0,6,6,0,35,76,131
darko lazovic,hellas verona,Serie-A,2024-2025,1990,27,17,1459,2,3,0,0,22,40,88
manuel lazzari,lazio,Serie-A,2024-2025,1993,25,16,1406,0,1,3,0,72,66,96
enzo le fee,roma,Serie-A,2024-2025,2000,6,4,318,0,0,1,0,15,28,3
nicola leali,genoa,Serie-A,2024-2025,1993,29,29,2610,0,0,1,0,0,0,0
rafael leao,milan,Serie-A,2024-2025,1999,34,25,2323,8,8,5,0,123,93,262
stefan lekovic,monza,Serie-A,2024-2025,2004,7,3,367,0,0,0,0,4,15,2
nunzio lella,venezia,Serie-A,2024-2025,2000,1,0,5,0,0,0,0,0,0,0
giovanni leoni,parma,Serie-A,2024-2025,2006,17,14,1199,1,0,3,1,0,21,5
ben lhassine kone,como,Serie-A,2024-2025,2000,4,0,51,0,0,1,0,0,3,1
mattia liberali,milan,Serie-A,2024-2025,2007,1,1,61,0,0,0,0,1,5,4
karol linetty,torino,Serie-A,2024-2025,1995,28,18,1540,1,0,6,0,18,47,19
dailon livramento,hellas verona,Serie-A,2024-2025,2001,29,8,940,1,1,2,1,23,13,67
stanislav lobotka,napoli,Serie-A,2024-2025,1994,32,31,2636,0,1,3,0,30,118,32
manuel locatelli,juventus,Serie-A,2024-2025,1998,36,34,2822,2,2,9,0,33,294,33
ruben loftuscheek,milan,Serie-A,2024-2025,1996,19,10,1037,0,0,3,0,27,51,32
ademola lookman,atalanta,Serie-A,2024-2025,1997,31,28,2247,15,5,4,0,142,73,316
sandi lovric,udinese,Serie-A,2024-2025,1998,36,31,2308,2,3,5,0,60,120,71
lorenzo lucca,udinese,Serie-A,2024-2025,2000,33,27,2353,12,1,10,0,15,18,98
jhon lucumi,bologna,Serie-A,2024-2025,1998,32,29,2614,0,1,8,1,34,108,7
jose luis palomino,cagliari,Serie-A,2024-2025,1990,18,10,1081,1,0,3,0,4,35,1
douglas luiz,juventus,Serie-A,2024-2025,1998,19,3,529,0,0,2,0,16,35,12
romelu lukaku,napoli,Serie-A,2024-2025,1993,36,35,2843,14,10,4,0,31,36,219
sebastiano luperto,cagliari,Serie-A,2024-2025,1996,36,36,3240,1,3,4,0,22,96,11
zito luvumbo,cagliari,Serie-A,2024-2025,2002,26,19,1606,2,2,2,0,70,31,125
charalampos lykogiannis,bologna,Serie-A,2024-2025,1993,17,12,1048,0,4,3,0,10,49,36
mathias lvik,parma,Serie-A,2024-2025,2003,6,0,92,0,0,0,0,0,1,6
giangiacomo magnani,hellas verona,Serie-A,2024-2025,1995,17,11,1065,1,0,2,0,4,31,7
mike maignan,milan,Serie-A,2024-2025,1995,37,37,3294,0,0,1,0,0,4,0
antoine makoumbou,cagliari,Serie-A,2024-2025,1998,33,27,2150,0,3,4,1,11,92,14
daniel maldini,monza,Serie-A,2024-2025,2001,20,16,1306,3,0,5,0,41,34,66
daniel maldini,atalanta,Serie-A,2024-2025,2001,10,2,258,3,0,0,0,12,7,30
youssef maleh,empoli,Serie-A,2024-2025,1998,22,17,1510,0,1,5,1,10,72,37
ruslan malinovskyi,genoa,Serie-A,2024-2025,1993,9,4,383,0,2,2,0,3,32,10
dennis man,parma,Serie-A,2024-2025,1998,33,23,1995,4,4,0,0,67,60,142
gianluca mancini,roma,Serie-A,2024-2025,1996,37,36,3143,2,0,8,0,45,139,23
christos mandas,lazio,Serie-A,2024-2025,2001,9,9,810,0,0,0,0,0,3,0
rolando mandragora,fiorentina,Serie-A,2024-2025,1997,29,22,1931,4,3,7,0,11,92,34
alberto manzoni,atalanta,Serie-A,2024-2025,2005,1,0,6,0,0,0,0,0,0,0
alessandro marcandalli,genoa,Serie-A,2024-2025,2002,2,1,46,0,0,0,0,0,1,0
alessandro marcandalli,venezia,Serie-A,2024-2025,2002,8,5,354,0,0,2,0,2,10,1
filip marchwinski,lecce,Serie-A,2024-2025,2002,1,0,15,0,0,0,0,0,0,0
pablo mari,monza,Serie-A,2024-2025,1993,19,19,1628,0,0,4,1,5,58,1
pablo mari,fiorentina,Serie-A,2024-2025,1993,13,12,1098,0,0,2,0,2,27,0
luca marianucci,empoli,Serie-A,2024-2025,2004,18,12,1069,0,0,0,1,12,28,3
mirko maric,monza,Serie-A,2024-2025,1995,8,1,106,0,0,0,0,1,3,8
mirko maric,venezia,Serie-A,2024-2025,1995,10,4,356,0,0,0,0,4,9,27
rafa marin,napoli,Serie-A,2024-2025,2002,4,1,142,0,0,1,0,2,5,0
razvan marin,cagliari,Serie-A,2024-2025,1996,33,13,1406,3,2,4,0,22,84,29
guillermo maripan,torino,Serie-A,2024-2025,1994,28,27,2340,1,1,4,1,14,96,9
aaron martin,genoa,Serie-A,2024-2025,1997,36,35,3085,0,8,5,0,50,90,108
josep martinez,inter,Serie-A,2024-2025,1998,5,5,450,0,0,0,0,0,0,0
lautaro martinez,inter,Serie-A,2024-2025,1997,31,31,2564,12,3,1,0,34,68,197
lucas martinez quarta,fiorentina,Serie-A,2024-2025,1996,8,4,351,1,0,1,0,3,14,2
kevin martins,monza,Serie-A,2024-2025,2005,9,1,183,0,1,1,0,3,6,10
adam marusic,lazio,Serie-A,2024-2025,1992,35,26,2337,4,0,1,0,23,84,108
adam masina,torino,Serie-A,2024-2025,1994,28,20,1919,1,2,5,0,15,73,10
patrizio masini,genoa,Serie-A,2024-2025,2001,26,16,1538,1,0,3,0,16,44,27
alan matturro,genoa,Serie-A,2024-2025,2004,13,9,900,0,0,2,0,12,15,9
andrea mazza,monza,Serie-A,2024-2025,2004,1,0,8,0,0,0,0,0,0,0
luca mazzitelli,como,Serie-A,2024-2025,1995,11,3,335,1,1,1,0,2,27,14
pasquale mazzocchi,napoli,Serie-A,2024-2025,1995,20,7,702,0,0,3,0,20,23,43
samuel mbangula,juventus,Serie-A,2024-2025,2004,23,7,709,3,3,1,0,25,17,44
weston mckennie,juventus,Serie-A,2024-2025,1998,32,27,2310,2,4,3,0,28,101,153
scott mctominay,napoli,Serie-A,2024-2025,1996,34,33,2938,12,4,3,0,56,112,131
filippo melegoni,genoa,Serie-A,2024-2025,1999,3,1,89,0,1,0,0,0,1,2
alex meret,napoli,Serie-A,2024-2025,1997,34,34,3005,0,0,0,0,0,1,0
junior messias,genoa,Serie-A,2024-2025,1991,17,8,847,1,1,1,0,32,32,49
valentin mihaila,parma,Serie-A,2024-2025,2000,21,16,1288,0,3,2,0,25,41,72
vanja milinkovicsavic,torino,Serie-A,2024-2025,1997,37,37,3330,0,0,3,0,0,0,0
yerry mina,cagliari,Serie-A,2024-2025,1994,31,31,2569,1,0,6,1,17,76,9
juan miranda,bologna,Serie-A,2024-2025,2000,31,25,2277,0,6,4,1,34,163,88
fabio miretti,genoa,Serie-A,2024-2025,2003,25,22,1677,3,3,2,0,33,54,100
henrikh mkhitaryan,inter,Serie-A,2024-2025,1989,32,30,2396,1,4,4,0,72,199,93
rui modesto,udinese,Serie-A,2024-2025,1999,20,4,608,0,1,1,0,16,22,43
lorenzo montipo,hellas verona,Serie-A,2024-2025,1996,36,36,3240,0,0,0,0,0,1,0
alvaro morata,milan,Serie-A,2024-2025,1992,16,13,1099,5,0,5,0,18,26,63
alberto moreno,como,Serie-A,2024-2025,1992,24,21,1727,0,0,4,0,23,81,58
matias moreno,fiorentina,Serie-A,2024-2025,2003,4,2,144,0,0,0,0,1,6,1
tete morente,lecce,Serie-A,2024-2025,1996,31,23,2021,3,2,5,0,48,102,144
nikola moro,bologna,Serie-A,2024-2025,1998,22,15,1208,0,2,1,0,17,93,21
daniel mosquera,hellas verona,Serie-A,2024-2025,1999,35,12,1375,5,1,4,0,17,25,83
dany mota,monza,Serie-A,2024-2025,1998,31,24,2104,5,2,3,0,53,47,139
bob murphy omoregbe,milan,Serie-A,2024-2025,2003,1,0,3,0,0,0,0,0,0,1
yunus musah,milan,Serie-A,2024-2025,2002,29,19,1571,0,2,5,0,51,84,74
juan musso,atalanta,Serie-A,2024-2025,1994,1,1,90,0,0,0,0,0,0,0
kingstone mutandwa,cagliari,Serie-A,2024-2025,2003,6,0,127,0,0,0,0,1,0,7
obite ndicka,roma,Serie-A,2024-2025,1999,38,38,3420,0,1,2,0,29,107,5
konan ndri,lecce,Serie-A,2024-2025,2000,11,2,306,0,0,0,0,16,2,22
michel ndary adopo,cagliari,Serie-A,2024-2025,2000,35,27,2409,1,1,5,1,20,106,61
cher ndour,fiorentina,Serie-A,2024-2025,2004,9,4,406,0,0,1,0,12,17,26
dan ndoye,bologna,Serie-A,2024-2025,2000,30,26,2143,8,4,4,0,132,74,231
victor nelsson,roma,Serie-A,2024-2025,1998,4,1,187,0,0,0,0,0,4,0
david neres,napoli,Serie-A,2024-2025,1997,28,13,1283,2,4,1,0,73,32,143
cyril ngonge,napoli,Serie-A,2024-2025,2000,18,1,216,0,0,2,0,7,8,36
cheikh niasse,hellas verona,Serie-A,2024-2025,2000,11,8,755,0,0,4,0,5,25,15
hans nicolussi caviglia,venezia,Serie-A,2024-2025,2000,35,33,2861,4,2,7,1,20,140,22
oliver nielsen,lazio,Serie-A,2024-2025,2003,2,0,35,0,0,1,0,0,0,0
alieu njie,torino,Serie-A,2024-2025,2005,16,0,394,1,0,1,0,10,7,26
brooke nortoncuffy,genoa,Serie-A,2024-2025,2004,14,8,719,0,0,0,0,12,18,21
tijjani noslin,lazio,Serie-A,2024-2025,1999,30,8,861,2,2,2,0,13,16,56
adam obert,cagliari,Serie-A,2024-2025,2002,21,13,1077,1,1,4,0,12,50,19
jens odgaard,bologna,Serie-A,2024-2025,1999,29,24,1952,6,1,1,0,35,50,99
noah okafor,milan,Serie-A,2024-2025,2000,11,5,414,1,0,0,0,21,12,48
noah okafor,napoli,Serie-A,2024-2025,2000,4,0,40,0,0,0,0,7,1,6
yllan okou,hellas verona,Serie-A,2024-2025,2002,1,0,2,0,0,0,0,0,0,0
maduka okoye,udinese,Serie-A,2024-2025,1999,25,25,2250,0,0,1,0,0,1,0
mathias olivera,napoli,Serie-A,2024-2025,1997,32,26,2370,0,2,4,0,46,126,62
jean onana,genoa,Serie-A,2024-2025,2000,9,2,304,0,0,1,0,1,11,4
jacob ondrejka,parma,Serie-A,2024-2025,2002,12,3,422,5,0,0,0,13,11,21
gaetano oristanio,venezia,Serie-A,2024-2025,2002,37,29,2315,3,3,3,0,72,64,131
riccardo orsolini,bologna,Serie-A,2024-2025,1997,30,23,1878,15,4,2,0,61,69,186
yordan osorio,parma,Serie-A,2024-2025,1994,3,2,172,0,0,0,0,1,3,0
sebastian otoa,genoa,Serie-A,2024-2025,2004,3,3,179,0,0,1,1,0,0,0
remi oudin,lecce,Serie-A,2024-2025,1996,11,3,299,0,0,1,0,2,13,16
cheick oumar conde,venezia,Serie-A,2024-2025,2000,9,1,151,0,0,2,0,2,8,5
daniel oyegoke,hellas verona,Serie-A,2024-2025,2003,5,0,103,0,0,1,0,2,2,5
daniele padelli,udinese,Serie-A,2024-2025,1985,1,1,90,0,0,0,0,0,0,0
simone pafundi,udinese,Serie-A,2024-2025,2006,9,0,116,0,0,0,0,3,0,7
tomas palacios,monza,Serie-A,2024-2025,2003,8,5,446,0,0,2,0,3,21,2
tomas palacios,inter,Serie-A,2024-2025,2003,2,0,11,0,0,0,0,0,3,0
alberto paleari,torino,Serie-A,2024-2025,1992,1,1,90,0,0,0,0,0,0,0
marco palestra,atalanta,Serie-A,2024-2025,2005,9,2,222,0,0,0,0,13,6,14
matteo palma,udinese,Serie-A,2024-2025,2008,1,0,5,0,0,0,0,0,1,0
leandro paredes,roma,Serie-A,2024-2025,1994,22,15,1373,3,1,4,0,17,106,14
fabiano parisi,fiorentina,Serie-A,2024-2025,2000,26,11,1124,2,0,3,0,25,40,35
mario pasalic,atalanta,Serie-A,2024-2025,1995,34,23,1967,3,4,1,0,44,149,68
patric,lazio,Serie-A,2024-2025,1993,10,5,607,1,0,2,0,4,30,5
rui patricio,atalanta,Serie-A,2024-2025,1988,3,3,270,0,0,0,0,0,0,0
benjamin pavard,inter,Serie-A,2024-2025,1996,23,18,1584,0,1,4,0,13,92,26
strahinja pavlovic,milan,Serie-A,2024-2025,2001,24,21,1864,2,1,3,1,40,94,10
leonardo pavoletti,cagliari,Serie-A,2024-2025,1988,26,1,445,2,0,5,0,1,17,26
martin payero,udinese,Serie-A,2024-2025,1998,25,16,1381,1,1,5,0,33,51,44
nicolas paz,como,Serie-A,2024-2025,2004,35,30,2687,6,8,6,0,77,163,171
marcus pedersen,torino,Serie-A,2024-2025,2000,29,15,1362,0,0,3,0,44,19,77
pedro,lazio,Serie-A,2024-2025,1987,30,6,1102,10,1,2,0,48,76,89
pietro pellegri,empoli,Serie-A,2024-2025,2001,11,5,414,3,0,2,0,12,8,28
lorenzo pellegrini,roma,Serie-A,2024-2025,1996,25,20,1626,2,1,4,0,27,61,82
luca pellegrini,lazio,Serie-A,2024-2025,1999,22,10,1067,0,4,5,0,21,72,61
mateo pellegrino,parma,Serie-A,2024-2025,2001,13,8,737,3,1,2,0,6,15,37
andy pelmard,lecce,Serie-A,2024-2025,2000,3,1,129,0,0,1,0,1,1,0
sergiu perciun,torino,Serie-A,2024-2025,2006,5,0,152,0,0,0,0,2,4,12
pedro pereira,monza,Serie-A,2024-2025,1998,35,32,2665,1,3,10,0,52,66,107
gaston pereiro,genoa,Serie-A,2024-2025,1995,2,0,31,0,0,0,0,0,2,2
kike perez,venezia,Serie-A,2024-2025,1997,16,13,1114,1,0,4,0,18,60,31
nehuen perez,udinese,Serie-A,2024-2025,2000,2,2,180,0,0,0,0,2,4,2
simone perilli,hellas verona,Serie-A,2024-2025,1995,2,2,180,0,0,0,0,0,0,0
mattia perin,juventus,Serie-A,2024-2025,1992,5,5,450,0,0,0,0,0,0,0
maximo perrone,como,Serie-A,2024-2025,2003,26,20,1857,0,3,6,0,16,98,19
matteo pessina,monza,Serie-A,2024-2025,1997,11,10,854,0,0,2,0,8,28,20
andrea petagna,monza,Serie-A,2024-2025,1995,13,2,335,0,0,1,0,2,1,17
giuseppe pezzella,empoli,Serie-A,2024-2025,1997,35,34,2878,0,3,7,0,77,80,143
roberto piccoli,cagliari,Serie-A,2024-2025,2001,37,37,3127,10,1,6,0,30,37,165
nicholas pierini,venezia,Serie-A,2024-2025,1998,2,0,83,0,0,0,0,1,2,4
santiago pierotti,lecce,Serie-A,2024-2025,2001,36,22,1937,4,2,6,1,43,38,85
balthazar pierret,lecce,Serie-A,2024-2025,2000,30,21,1723,0,0,2,0,13,82,13
andrea pinamonti,genoa,Serie-A,2024-2025,1999,36,33,2850,10,1,4,0,20,46,132
nicola pintus,cagliari,Serie-A,2024-2025,2005,1,0,4,0,0,0,0,0,0,0
niccolo pisilli,roma,Serie-A,2024-2025,2004,28,11,1227,2,1,7,0,22,63,44
damian pizarro,udinese,Serie-A,2024-2025,2005,2,0,16,0,0,0,0,0,0,0
semuel pizzignacco,monza,Serie-A,2024-2025,2001,9,8,736,0,0,0,0,0,0,0
tommaso pobega,bologna,Serie-A,2024-2025,1999,21,13,1178,2,2,6,2,12,42,23
joel pohjanpalo,venezia,Serie-A,2024-2025,1994,20,19,1603,6,0,1,0,9,29,72
matteo politano,napoli,Serie-A,2024-2025,1993,37,34,2804,3,4,3,0,135,129,278
marin pongracic,fiorentina,Serie-A,2024-2025,1997,20,14,1367,0,0,3,1,7,34,5
stefan posch,bologna,Serie-A,2024-2025,1997,14,7,714,0,0,1,0,11,36,35
stefan posch,atalanta,Serie-A,2024-2025,1997,5,4,387,0,0,0,0,5,23,5
matteo prati,cagliari,Serie-A,2024-2025,2003,12,8,570,0,0,1,0,2,23,7
ivan provedel,lazio,Serie-A,2024-2025,1994,29,29,2610,0,0,0,0,0,4,0
diego pugno,juventus,Serie-A,2024-2025,2006,1,0,7,0,0,0,0,0,0,0
christian pulisic,milan,Serie-A,2024-2025,1998,34,29,2478,11,9,1,0,121,105,191
ionut radu,venezia,Serie-A,2024-2025,1997,15,15,1350,0,0,1,0,0,0,0
hamza rafia,lecce,Serie-A,2024-2025,1999,18,14,1058,0,0,4,0,13,51,32
antonio raimondo,venezia,Serie-A,2024-2025,2004,9,0,94,0,0,0,0,2,2,7
ylber ramadani,lecce,Serie-A,2024-2025,1996,29,21,1807,1,1,4,0,9,60,7
luca ranieri,fiorentina,Serie-A,2024-2025,1999,36,35,3071,1,3,7,0,25,80,11
giacomo raspadori,napoli,Serie-A,2024-2025,2000,26,11,1103,6,1,1,0,18,42,57
federico ravaglia,bologna,Serie-A,2024-2025,1999,12,11,1056,0,0,0,0,0,0,0
ante rebic,lecce,Serie-A,2024-2025,1993,27,7,788,1,0,3,2,17,36,63
tijjani reijnders,milan,Serie-A,2024-2025,1998,37,36,3128,10,4,2,1,111,230,121
pepe reina,como,Serie-A,2024-2025,1982,12,12,1034,0,0,0,1,0,0,0
devyne rensch,roma,Serie-A,2024-2025,2003,14,5,469,0,1,0,0,2,14,25
mateo retegui,atalanta,Serie-A,2024-2025,1999,36,32,2383,25,8,3,0,21,46,199
samuele ricci,torino,Serie-A,2024-2025,2001,34,34,2825,1,1,8,1,43,116,30
amir richardson,fiorentina,Serie-A,2024-2025,2002,27,10,1099,1,1,6,0,19,47,31
sergi roberto,como,Serie-A,2024-2025,1992,13,8,696,0,1,4,0,10,36,19
alessio romagnoli,lazio,Serie-A,2024-2025,1995,32,31,2672,2,0,4,2,8,90,4
marten de roon,atalanta,Serie-A,2024-2025,1991,36,34,3058,4,4,5,0,37,242,32
jonas rouhi,juventus,Serie-A,2024-2025,2004,5,1,210,0,0,0,0,1,9,7
nicolo rovella,lazio,Serie-A,2024-2025,2001,33,31,2718,0,3,13,0,45,159,42
amir rrahmani,napoli,Serie-A,2024-2025,1994,38,38,3406,1,3,2,0,30,188,2
tommaso rubino,fiorentina,Serie-A,2024-2025,2006,1,0,8,0,0,0,0,0,1,0
matteo ruggeri,atalanta,Serie-A,2024-2025,2002,30,19,1751,0,3,2,0,60,114,104
stefano sabelli,genoa,Serie-A,2024-2025,1993,34,23,2058,0,2,3,0,36,88,43
alexis saelemaekers,roma,Serie-A,2024-2025,1999,22,17,1389,7,3,4,0,39,53,136
alexis saelemaekers,milan,Serie-A,2024-2025,1999,1,1,90,0,0,0,0,7,4,13
richie sagrado,venezia,Serie-A,2024-2025,2004,3,3,140,0,0,1,0,0,2,5
marco sala,como,Serie-A,2024-2025,1999,8,3,261,0,0,3,0,10,16,16
marco sala,lecce,Serie-A,2024-2025,1999,2,0,72,0,0,0,0,5,6,9
anass salaheddine,roma,Serie-A,2024-2025,2002,3,2,152,0,1,0,0,8,2,15
lazar samardzic,atalanta,Serie-A,2024-2025,2002,31,7,1169,2,1,3,0,54,92,99
junior sambia,empoli,Serie-A,2024-2025,1996,17,2,387,0,0,0,0,5,21,20
antonio sanabria,torino,Serie-A,2024-2025,1996,26,16,1318,2,1,2,0,6,18,54
alexis sanchez,udinese,Serie-A,2024-2025,1988,13,6,437,0,0,0,0,2,19,19
nicola sansone,lecce,Serie-A,2024-2025,1991,5,0,65,0,0,1,0,0,1,5
amin sarr,hellas verona,Serie-A,2024-2025,2001,32,25,1907,4,1,1,0,31,41,103
razvan sava,udinese,Serie-A,2024-2025,2002,12,12,1080,0,0,1,0,0,0,0
nicolo savona,juventus,Serie-A,2024-2025,2003,28,19,1724,2,1,5,0,35,59,44
saba sazonov,torino,Serie-A,2024-2025,2002,1,0,3,0,0,0,0,0,0,0
giorgio scalvini,atalanta,Serie-A,2024-2025,2003,6,4,272,0,0,2,0,5,20,7
gianluca scamacca,atalanta,Serie-A,2024-2025,1999,1,0,6,0,0,0,0,0,0,0
joel schingtienne,venezia,Serie-A,2024-2025,2002,16,12,1122,0,0,2,0,5,28,4
simone scuffet,cagliari,Serie-A,2024-2025,1996,13,13,1170,0,0,0,0,0,0,0
simone scuffet,napoli,Serie-A,2024-2025,1996,1,1,90,0,0,0,0,0,0,0
jacopo seghetti,empoli,Serie-A,2024-2025,2005,1,1,90,0,0,0,0,0,0,0
stefano sensi,monza,Serie-A,2024-2025,1995,12,2,274,1,0,0,0,4,38,8
suat serdar,hellas verona,Serie-A,2024-2025,1997,22,16,1376,2,1,4,1,18,56,35
stephan el shaarawy,roma,Serie-A,2024-2025,1992,31,12,1098,3,4,2,0,42,49,77
alen sherri,cagliari,Serie-A,2024-2025,1997,7,7,621,0,0,0,0,0,0,0
eldor shomurodov,roma,Serie-A,2024-2025,1995,27,11,1097,4,4,1,0,19,21,62
benjamin siegrist,genoa,Serie-A,2024-2025,1992,2,2,152,0,0,0,0,0,0,0
marco silvestri,empoli,Serie-A,2024-2025,1991,5,5,450,0,0,0,0,0,0,0
giovanni simeone,napoli,Serie-A,2024-2025,1995,30,1,419,1,1,1,0,11,7,30
ukasz skorupski,bologna,Serie-A,2024-2025,1991,27,27,2364,0,0,1,0,0,0,0
ivan smolcic,como,Serie-A,2024-2025,2000,9,7,630,0,0,2,0,3,23,9
simon sohm,parma,Serie-A,2024-2025,2001,37,36,2989,4,0,6,0,69,140,67
ola solbakken,empoli,Serie-A,2024-2025,1998,21,8,760,0,0,2,0,18,20,32
oumar solet,udinese,Serie-A,2024-2025,2000,19,19,1672,1,2,3,1,20,65,6
daniele sommariva,genoa,Serie-A,2024-2025,1997,1,0,28,0,0,0,0,0,0,0
yann sommer,inter,Serie-A,2024-2025,1988,33,33,2970,0,0,0,0,0,1,0
borna sosa,torino,Serie-A,2024-2025,1998,19,14,1181,0,0,0,0,13,51,49
riccardo sottil,fiorentina,Serie-A,2024-2025,1999,18,8,833,1,1,1,0,71,18,100
riccardo sottil,milan,Serie-A,2024-2025,1999,6,1,123,0,0,0,0,11,3,14
matias soule,roma,Serie-A,2024-2025,2003,27,22,1781,5,5,3,0,84,89,191
leonardo spinazzola,napoli,Serie-A,2024-2025,1993,27,17,1517,1,1,1,0,83,88,81
marco sportiello,milan,Serie-A,2024-2025,1992,2,1,126,0,0,0,0,0,0,0
filip stankovic,venezia,Serie-A,2024-2025,2002,16,16,1367,0,0,1,0,0,0,0
petar stojanovic,empoli,Serie-A,2024-2025,1995,1,0,3,0,0,0,0,0,0,0
gabriel strefezza,como,Serie-A,2024-2025,1997,37,32,2619,6,4,5,0,80,106,190
ibrahim sulemana,atalanta,Serie-A,2024-2025,2003,9,3,283,2,0,1,0,2,12,2
